Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Percentage of income used for maintenance	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
8048	159.089	0.878834	0.382643	1	9.55447	2	0.0976824	4339.14
8049	89.0749	0.173547	0.5255	0	14.6875	0	0.179423	0
8050	63.974	0.923074	0.418565	1	23.7915	2	0.161564	0
8051	26.4339	0.901583	0.35372	0	23.8322	1	0.240179	752.784
8052	99.2421	0.119249	0.255392	1	16.1224	0	0.108116	136.316
8053	211.523	0.61623	0.537262	0	16.3152	2	0.181704	0
8054	100.897	0.432346	0.273722	1	11.9546	1	0.126093	3006.96
8055	137.119	0.179083	0.263409	1	23.2053	0	0.217555	60.4103
8056	125.677	0.370864	0.512748	0	24.3646	0	0.0502363	0
8057	45.9629	0.0973931	0.326976	0	23.1822	1	0.0978198	1.58595
8058	186.911	0.429008	0.324445	1	16.5939	2	0.0607691	0
8059	132.647	0.957625	0.491614	0	10.0048	0	0.11722	0
8060	84.7651	0.710842	0.347893	1	5.67772	2	0.110076	5940.4
8061	209.887	0.586553	0.290643	0	16.6503	1	0.194313	0
8062	226.23	0.886467	0.584447	1	11.0669	2	0.243526	57338.5
8063	129.684	0.909688	0.420125	0	10.5759	0	0.159974	0
8064	43.7075	0.801764	0.378077	1	16.76	1	0.193386	0
8065	167.038	0.168125	0.461153	0	24.5986	2	0.163107	0
8066	173.474	0.624001	0.563057	1	7.12795	0	0.116825	2010.92
8067	240.525	0.909466	0.493659	1	16.2916	1	0.178109	0
8068	237.837	0.637112	0.226687	0	10.2965	1	0.0567371	3044.23
8069	82.1193	0.291457	0.396093	0	8.89743	0	0.0730964	782.809
8070	63.0372	0.351137	0.549045	1	20.0578	2	0.114585	0
8071	53.561	0.703497	0.22494	1	22.3059	2	0.07513	347.712
8072	134.118	0.206155	0.487429	0	14.2237	0	0.123255	0
8073	163.305	0.279284	0.210971	0	20.8001	1	0.0766131	248.727
8074	68.1751	0.0415995	0.561086	1	23.1459	1	0.125852	0
8075	0.400164	0.399529	0.587299	0	9.96315	0	0.21472	0
8076	62.0043	0.0696513	0.219584	1	6.92887	2	0.14596	3608.22
8077	72.2249	0.772886	0.544759	1	17.4372	1	0.111702	0
8078	189.816	0.014335	0.246128	0	7.63124	2	0.200123	4758.64
8079	79.9455	0.719518	0.571293	0	7.53003	0	0.0762786	4006.46
8080	174.096	0.629877	0.591512	1	17.7369	0	0.0861551	0
8081	117.98	0.25336	0.351696	1	19.0211	1	0.209963	0
8082	5.05359	0.175668	0.433108	0	20.4686	2	0.0861618	0
8083	28.724	0.263304	0.482945	0	5.30042	0	0.204016	26339.3
8084	157.587	0.588623	0.381897	1	13.9206	2	0.188559	0
8085	137.535	0.911832	0.383045	1	11.1171	1	0.130739	5533.32
8086	109.724	0.114858	0.443215	0	20.0133	0	0.141018	0
8087	62.0695	0.531539	0.275917	0	23.991	1	0.200362	302.886
8088	102.535	0.320255	0.202466	1	5.64162	2	0.245102	19620.3
8089	185.465	0.679019	0.208608	0	16.4485	0	0.145066	230.747
8090	4.16735	0.954118	0.241007	1	9.21268	2	0.179205	127781
8091	8.01194	0.740352	0.543399	1	13.042	1	0.123273	0
8092	59.7002	0.862721	0.212772	0	21.591	0	0.241469	400.001
8093	215.805	0.400145	0.534328	1	7.51465	1	0.229633	143514
8094	11.9521	0.771644	0.489124	0	24.7952	2	0.235966	0
8095	232.615	0.870088	0.369402	1	15.736	2	0.165073	0
8096	163.417	0.971921	0.474541	0	24.2868	1	0.0708554	0
8097	182.378	0.910671	0.492194	1	15.471	0	0.152978	0
8098	195.176	0.190061	0.314901	0	10.6657	1	0.0563732	3259.5
8099	173.596	0.0876977	0.223208	1	6.78627	0	0.207399	25934.1
8100	109.688	0.91384	0.492541	0	19.5877	2	0.0704931	0
8101	213.08	0.133713	0.232239	1	8.09253	2	0.222248	4616.33
8102	158.03	0.623639	0.393028	0	15.2864	1	0.154974	0
8103	165.099	0.961314	0.503826	1	15.9568	0	0.241701	0
8104	89.0326	0.390442	0.212019	0	16.2921	1	0.241698	46515.5
8105	97.7572	0.98764	0.283428	1	6.18383	2	0.146279	148664
8106	97.387	0.324911	0.275289	0	10.443	0	0.0808967	67.3529
8107	239.628	0.155899	0.376967	1	14.8469	2	0.138964	0
8108	249.181	0.353271	0.31381	0	16.0912	0	0.131495	0
8109	111.104	0.366349	0.56501	0	17.414	1	0.188621	0
8110	218.126	0.118258	0.224394	1	22.1997	0	0.174637	115.753
8111	10.021	0.608539	0.544304	1	14.3943	1	0.053087	0
8112	101.568	0.812625	0.427155	0	6.68029	2	0.0580208	7539.92
8113	178.508	0.655995	0.302224	1	10.0196	2	0.0574997	3378.07
8114	241.279	0.672476	0.580997	0	9.29313	1	0.160034	84867.9
8115	97.6199	0.345132	0.529137	0	18.2467	0	0.188675	0
8116	139.1	0.282593	0.329656	1	11.164	0	0.103668	0
8117	58.8104	0.207796	0.362741	0	10.3687	2	0.100521	3410.8
8118	233.658	0.449593	0.275542	1	20.7869	1	0.111376	0
8119	82.4588	0.402834	0.53769	0	17.2458	1	0.129629	0
8120	249.643	0.808178	0.443269	1	16.5319	2	0.0674268	0
8121	69.2451	0.493266	0.527958	0	22.0562	0	0.161555	0
8122	168.449	0.186866	0.507804	1	5.33042	1	0.143874	145307
8123	74.0691	0.0918072	0.541961	1	17.5186	0	0.160913	0
8124	18.7908	0.12877	0.467238	0	11.3606	2	0.247273	3997.32
8125	124.936	0.151143	0.45302	1	11.9002	2	0.184646	4111.13
8126	227.669	0.721381	0.225384	0	19.2368	0	0.0806836	101.152
8127	64.9167	0.444398	0.528113	1	16.36	1	0.119457	0
8128	239.397	0.320368	0.228423	0	6.09911	1	0.233986	152363
8129	40.5181	0.361046	0.371715	0	24.0436	2	0.151896	0
8130	112.702	0.238243	0.285168	1	6.32875	0	0.127481	30.183
8131	171.981	0.297069	0.282612	1	23.9066	1	0.142635	0
8132	156.117	0.841557	0.577605	0	12.0701	2	0.204601	4529.92
8133	203.537	0.567073	0.344595	1	7.28439	0	0.0911697	1424.45
8134	151.529	0.868776	0.366329	0	11.1589	0	0.18319	0
8135	126.18	0.490521	0.305687	0	14.7546	1	0.174995	0
8136	151.342	0.796687	0.443945	1	20.1743	2	0.0884143	0
8137	187.975	0.67307	0.563406	1	16.7644	2	0.149015	0
8138	51.376	0.0417879	0.367575	0	12.2704	1	0.13282	3151.2
8139	105.788	0.868399	0.221712	1	11.3473	0	0.140002	278.566
8140	89.7476	0.642937	0.392739	0	13.0003	2	0.222853	3538.15
8141	52.9386	0.410194	0.445348	1	14.9477	1	0.203128	0
8142	148.605	0.861786	0.524619	0	7.16508	0	0.221558	27923.4
8143	59.9562	0.783176	0.285443	0	5.07846	2	0.153612	99520.8
8144	237.669	0.24695	0.346717	1	10.4872	0	0.21214	0
8145	161.797	0.664008	0.284721	0	18.7197	1	0.125412	0
8146	244.887	0.0128086	0.396919	1	14.3312	0	0.218991	46723.9
8147	191.314	0.064744	0.325318	1	18.7509	2	0.0604585	0
8148	113.754	0.71189	0.331617	0	14.8833	1	0.0578735	0
8149	193.513	0.231545	0.541814	1	21.4159	1	0.0500374	0
8150	224.281	0.0711087	0.423353	0	8.65553	0	0.109045	744.957
8151	152.024	0.0318969	0.386674	0	24.9336	2	0.0799549	0
8152	153.421	0.46374	0.282963	1	19.4257	2	0.151436	2.2526
8153	122.329	0.983985	0.55503	1	16.3426	1	0.0538587	0
8154	206.714	0.244378	0.243819	0	20.4909	0	0.183583	53.9665
8155	152.557	0.142112	0.567308	1	22.1143	1	0.0757506	0
8156	48.8623	0.462888	0.418763	0	23.3148	0	0.0867097	0
8157	233.396	0.738341	0.435786	0	24.2996	2	0.166627	0
8158	113.339	0.112877	0.58418	1	5.87015	0	0.211546	75101.1
8159	43.7513	0.917914	0.432355	1	24.6589	1	0.124341	0
8160	176.927	0.857117	0.260644	0	7.5759	2	0.12864	49464.5
8161	245.656	0.416444	0.417356	1	23.6504	1	0.173303	0
8162	41.4453	0.958315	0.22025	0	16.3284	0	0.0639891	409.284
8163	195.441	0.212236	0.244501	0	24.3598	2	0.0734031	62.5322
8164	127.722	0.606089	0.421224	1	15.1764	2	0.205594	0
8165	1.99411	0.425138	0.569723	0	11.3242	1	0.169226	42691.3
8166	76.0906	0.361303	0.574727	1	12.8187	0	0.173056	0
8167	119.354	0.443615	0.475693	1	16.4268	0	0.0984627	0
8168	148.86	0.96053	0.393516	0	15.3545	2	0.0831107	0
8169	86.1532	0.593674	0.261555	0	10.7142	1	0.144786	20461.2
8170	51.9311	0.940446	0.474802	1	24.1375	0	0.0613813	0
8171	112.878	0.439498	0.30559	0	19.81	1	0.113214	0
8172	39.504	0.873921	0.207886	1	14.5535	2	0.177222	2595.23
8173	56.9411	0.254851	0.428294	0	7.65848	2	0.131154	6947.4
8174	146.18	0.733819	0.240168	1	12.7821	0	0.0847695	135.488
8175	145.145	0.419426	0.38024	0	14.7028	1	0.103101	0
8176	89.2735	0.0618043	0.353063	1	17.3296	2	0.172923	0
8177	182.565	0.375124	0.353474	1	24.4498	0	0.0593084	0
8178	20.6832	0.936867	0.455253	0	19.3565	1	0.128936	0
8179	43.9563	0.132179	0.560049	1	11.875	0	0.239161	0
8180	238.734	0.643803	0.244627	0	23.6444	1	0.128273	24.9803
8181	67.7476	0.532403	0.462132	1	19.6005	2	0.0901979	0
8182	151.082	0.591926	0.37529	0	24.5346	1	0.120813	0
8183	152.737	0.550856	0.204843	0	7.65781	2	0.236558	3669.27
8184	134.091	0.458624	0.238894	1	7.32441	0	0.143485	156.848
8185	149.755	0.611637	0.243294	0	24.045	1	0.193241	173.89
8186	184.573	0.297506	0.533213	1	21.6674	0	0.121882	0
8187	164.204	0.414418	0.576835	1	13.6184	2	0.224531	3982.89
8188	122.028	0.803696	0.247373	0	11.1697	0	0.0903613	137.486
8189	236.595	0.20463	0.219245	1	8.545	1	0.176347	149440
8190	231.346	0.329018	0.536734	0	18.5468	2	0.0992531	0
8191	99.5241	0.044906	0.559852	0	22.0153	2	0.0569556	0
8192	134.579	0.338298	0.50817	1	18.9258	0	0.0513055	0
8193	136.69	0.931817	0.438244	1	20.2229	1	0.136823	0
8194	193.634	0.792404	0.519674	0	7.0947	1	0.173963	142738
8195	247.209	0.218079	0.25536	1	20.9645	2	0.0555508	0.666987
8196	113.039	0.64331	0.377011	0	10.5441	0	0.241604	0
8197	73.0007	0.439942	0.253917	0	24.1691	0	0.227108	180.919
8198	127.628	0.511543	0.378591	1	11.0591	2	0.195573	3866.01
8199	192.477	0.653987	0.50844	0	16.8914	1	0.209931	0
8200	206.931	0.569011	0.514214	1	12.9727	0	0.179664	0
8201	142.002	0.35448	0.273971	1	9.85827	1	0.246148	145136
8202	172.281	0.822475	0.460838	0	12.4607	2	0.203476	4159.88
8203	162.708	0.689241	0.413666	1	7.88072	1	0.0858302	4629.6
8204	35.0224	0.255461	0.597484	0	12.5426	0	0.0948634	0
8205	228.771	0.553179	0.356674	1	16.9324	2	0.173128	0
8206	157.248	0.0867129	0.403923	0	14.1624	0	0.231413	0
8207	64.0093	0.712604	0.260384	0	11.7564	1	0.082826	2812.25
8208	74.8829	0.261656	0.34627	1	12.5994	2	0.175964	3293.12
8209	50.903	0.415205	0.433669	1	15.8517	2	0.182417	0
8210	216.964	0.57699	0.323753	0	10.1741	0	0.0591297	1002.39
8211	92.419	0.107012	0.536266	1	15.3457	1	0.150012	0
8212	92.4773	0.355387	0.594066	0	17.1349	0	0.24222	0
8213	149.983	0.864712	0.229453	1	19.7456	1	0.118751	177.267
8214	143.377	0.643741	0.555141	0	15.7684	2	0.24938	0
8215	34.9779	0.812457	0.278778	0	15.4551	1	0.161049	2800.54
8216	164.703	0.77877	0.225176	1	7.68771	2	0.186451	4241.24
8217	174.896	0.981799	0.438135	0	20.0351	0	0.117665	14.1916
8218	144.282	0.0478288	0.361974	1	5.18187	1	0.24349	150366
8219	121.92	0.13182	0.598916	1	10.3242	0	0.11104	0
8220	111.042	0.0928614	0.241886	0	24.7646	2	0.227668	176.013
8221	36.4492	0.157648	0.347549	1	8.08751	0	0.112772	0
8222	15.9543	0.0114108	0.368668	0	18.3606	1	0.166965	0
8223	143.029	0.678501	0.537218	1	8.25882	2	0.0953842	4647.49
8224	28.7528	0.68845	0.312458	0	21.4315	2	0.14083	42.9872
8225	141.758	0.0172924	0.566022	0	22.301	0	0.190237	11719.5
8226	220.076	0.241654	0.597801	1	14.689	1	0.245621	59469.6
8227	79.8116	0.0543891	0.258545	0	21.1135	1	0.163417	151.509
8228	124.815	0.615886	0.526301	1	8.0281	2	0.181459	4932.3
8229	116.702	0.926462	0.25126	0	14.0543	0	0.205515	129.508
8230	245.289	0.0294603	0.259497	1	20.6216	1	0.110437	0
8231	57.0503	0.14799	0.513257	0	12.8845	0	0.219089	0
8232	157.606	0.866337	0.43739	1	23.3057	2	0.189208	0
8233	206.586	0.0381091	0.51928	1	18.3476	2	0.0946603	0
8234	76.3149	0.932524	0.204544	0	17.0087	1	0.0959163	2713.76
8235	23.3798	0.219658	0.567069	1	15.1686	0	0.178061	0
8236	181.228	0.242969	0.536902	0	21.5043	2	0.190611	0
8237	147.469	0.377516	0.431992	1	7.75957	0	0.199807	0
8238	54.6185	0.109759	0.30128	0	9.13377	1	0.223632	131207
8239	49.7876	0.324586	0.270673	0	21.7326	2	0.16755	149.013
8240	59.1203	0.180465	0.434945	1	17.772	1	0.112328	0
8241	131.212	0.376859	0.533177	1	15.6844	0	0.0880955	0
8242	128.718	0.886992	0.476342	0	14.3968	2	0.195873	0
8243	109.889	0.582601	0.506748	1	23.5766	0	0.184569	0
8244	38.8601	0.648446	0.569251	0	8.4169	1	0.235856	136426
8245	75.336	0.911602	0.519602	0	6.57554	2	0.0583992	105939
8246	90.9467	0.380369	0.301097	1	16.1281	0	0.245413	9.59656
8247	215.656	0.918373	0.297152	0	20.7444	1	0.195362	0
8248	33.7799	0.522412	0.40341	1	15.1003	1	0.22729	44348
8249	57.8963	0.365269	0.519853	0	22.2617	0	0.0522629	0
8250	246.574	0.521725	0.258085	1	24.1783	2	0.247574	0
8251	245.603	0.59905	0.369848	0	7.45585	0	0.240082	0
8252	10.9196	0.622658	0.555972	1	6.63108	2	0.182347	7803.22
8253	70.3903	0.792229	0.561051	1	11.6345	1	0.0774011	0
8254	198.962	0.337869	0.270256	0	17.2595	0	0.0624967	0.281329
8255	213.828	0.0621157	0.513488	0	15.0609	1	0.158801	0
8256	191.254	0.551217	0.205091	1	17.5865	2	0.18758	2664.43
8257	148.514	0.295759	0.460141	0	7.68168	2	0.194845	7591.57
8258	41.5587	0.333699	0.347057	1	5.72501	1	0.148603	151025
8259	174.696	0.425965	0.597007	0	9.87955	0	0.0965007	0
8260	181.587	0.621306	0.375656	1	7.42443	2	0.0698301	4235.05
8261	113.509	0.280984	0.386093	1	19.8571	0	0.209456	0
8262	143.601	0.180766	0.289071	0	11.1847	1	0.180248	64174.4
8263	154.854	0.500449	0.373016	0	10.7023	0	0.143423	0
8264	4.11995	0.936533	0.336435	1	20.5594	2	0.217811	17.0694
8265	129.313	0.262903	0.333953	1	21.971	1	0.155718	0
8266	155.31	0.939068	0.301533	0	15.6191	1	0.145569	0
8267	95.6593	0.143403	0.522174	0	24.0972	0	0.0507937	0
8268	50.2468	0.770296	0.428451	1	23.6864	2	0.246358	0
8269	99.7414	0.553738	0.282254	0	15.2813	1	0.0547408	44.0701
8270	81.232	0.482218	0.538421	1	23.0117	0	0.0507078	0
8271	192.566	0.81884	0.476255	0	21.9832	2	0.0572525	0
8272	109.41	0.955782	0.267757	1	23.9936	0	0.147375	78.0933
8273	160.559	0.310988	0.438043	0	16.7159	2	0.15685	0
8274	172.436	0.0637581	0.256301	1	10.2539	1	0.149088	43697.4
8275	124.994	0.173377	0.348323	1	15.2708	2	0.0511365	0
8276	93.3198	0.929768	0.390591	0	17.9103	1	0.189788	0
8277	87.0459	0.966087	0.583828	1	17.7131	0	0.235747	0
8278	119.792	0.907645	0.333997	0	24.9054	2	0.0646917	0
8279	78.8837	0.125486	0.5597	0	17.2734	1	0.155668	0
8280	125.504	0.914522	0.248172	1	24.5406	0	0.100774	129.62
8281	79.0239	0.428564	0.595522	0	19.1147	1	0.1816	0
8282	118.359	0.867569	0.583579	1	10.5469	2	0.187739	5931.6
8283	179.209	0.875236	0.558641	1	24.0771	0	0.202677	0
8284	190.412	0.726007	0.574415	0	16.9798	1	0.240412	0
8285	17.4267	0.313621	0.398937	1	17.0588	2	0.203062	0
8286	15.7527	0.182145	0.310213	0	14.0908	0	0.10561	65.5918
8287	231.984	0.560397	0.253701	0	18.3347	0	0.111334	8.8414
8288	32.3444	0.456156	0.528718	1	13.6319	2	0.151497	0
8289	0.262458	0.58752	0.264032	1	10.9401	1	0.12359	2816.84
8290	212.312	0.427392	0.23113	0	13.1112	0	0.166356	94.4142
8291	175.242	0.318397	0.448848	1	6.89708	2	0.144277	8103.72
8292	195.892	0.335822	0.36342	0	12.8769	1	0.205832	52311.2
8293	98.9404	0.0447218	0.525896	1	22.9531	0	0.193646	485.261
8294	206.522	0.228381	0.341398	0	8.57114	2	0.18917	4067.76
8295	231.62	0.606676	0.574528	1	12.0101	1	0.237234	95986.4
8296	73.2733	0.9066	0.363065	0	5.81078	1	0.10287	144011
8297	27.4342	0.847473	0.328524	0	21.0735	2	0.203592	10.6847
8298	87.6479	0.853377	0.504066	1	13.6821	0	0.121078	0
8299	109.077	0.38417	0.295737	1	14.3099	0	0.0848192	6.75198
8300	110.978	0.299895	0.480916	0	14.8241	2	0.082314	0
8301	181.793	0.343589	0.391723	0	11.9344	1	0.174845	0
8302	85.0709	0.665765	0.566893	1	7.27181	1	0.19015	143471
8303	139.943	0.768364	0.584149	1	11.6095	0	0.140036	0
8304	203.969	0.216822	0.457958	0	6.46624	2	0.216109	8307.25
8305	113.692	0.178207	0.345946	1	5.35058	2	0.221994	12900.2
8306	95.7481	0.790347	0.510177	0	10.7705	0	0.10162	0
8307	196.42	0.0326164	0.596707	1	23.2157	1	0.135911	0
8308	206.202	0.25271	0.25221	0	21.2114	2	0.184383	29.3211
8309	183.873	0.26487	0.413038	1	17.666	1	0.0746838	0
8310	194.794	0.0542081	0.338916	0	9.2392	0	0.202911	5179.32
8311	44.3559	0.837436	0.564804	1	5.0931	1	0.0506559	35840.1
8312	52.8328	0.0718832	0.448523	0	16.8829	2	0.155342	0
8313	100.863	0.921739	0.272097	0	15.3329	0	0.0968898	73.4822
8314	62.6568	0.244556	0.337745	1	23.3813	2	0.233223	0
8315	137.431	0.899646	0.423794	0	17.2228	0	0.140861	0
8316	175.04	0.345288	0.249593	1	10.1623	1	0.245178	142275
8317	107.242	0.240244	0.288262	1	6.16144	2	0.177777	4763.15
8318	33.2271	0.9547	0.519154	0	17.3103	0	0.0607366	0
8319	172.604	0.675157	0.397014	0	6.58184	1	0.141459	140803
8320	3.82088	0.535862	0.4599	1	7.93667	0	0.183029	0
8321	38.2185	0.706761	0.243735	1	6.00062	2	0.0893313	3769.41
8322	126.296	0.177899	0.435715	0	18.5352	1	0.210311	0
8323	208.062	0.663295	0.352539	0	17.3545	1	0.126443	0
8324	67.3619	0.91584	0.41083	1	12.2678	0	0.244053	0
8325	164.369	0.0238953	0.375364	1	9.36475	2	0.225475	4165.2
8326	205.615	0.162118	0.44492	0	5.21649	0	0.17396	75226.7
8327	166.519	0.394821	0.422613	0	5.42863	1	0.20972	146876
8328	5.42332	0.899078	0.359323	1	18.3251	2	0.124896	0
8329	79.161	0.464997	0.243019	0	8.11295	2	0.193684	4035.3
8330	240.376	0.433297	0.324877	1	16.0196	1	0.237681	40320.4
8331	143.994	0.961452	0.533141	0	13.5245	0	0.118675	0
8332	106.273	0.826152	0.431379	1	18.8458	2	0.0809927	0
8333	77.3034	0.916726	0.263319	0	21.9983	0	0.0874463	136.318
8334	194.397	0.235558	0.47432	1	7.39526	1	0.076842	4810.86
8335	19.326	0.208017	0.455218	0	16.1531	2	0.0649591	0
8336	244.791	0.046828	0.570889	1	17.2747	1	0.125301	0
8337	201.841	0.381124	0.335052	1	24.5316	0	0.110617	0
8338	229.655	0.765888	0.327665	0	12.6988	1	0.135316	0
8339	225.149	0.279531	0.35561	1	21.962	0	0.099881	0
8340	79.3142	0.430407	0.403098	0	17.1313	2	0.239357	0
8341	154.738	0.455995	0.549641	0	14.0674	1	0.216743	0
8342	121.732	0.690164	0.207582	1	5.61372	0	0.135499	327.268
8343	244.204	0.207166	0.39233	1	6.1575	2	0.0681407	8255.81
8344	174.743	0.740654	0.499095	0	6.84217	0	0.160741	1567.57
8345	100.532	0.693346	0.271038	1	22.4274	2	0.175024	77.3766
8346	106.515	0.15755	0.279783	0	17.9389	1	0.0818703	43.8728
8347	5.16993	0.33573	0.478107	1	10.12	1	0.107825	3785.17
8348	72.1523	0.943988	0.294801	0	15.7764	2	0.0827533	39.6143
8349	192.814	0.758315	0.563237	1	13.6153	0	0.076536	0
8350	122.139	0.818313	0.224434	0	15.4506	1	0.0844537	2422.81
8351	241.913	0.7054	0.336368	1	19.7542	2	0.0552657	0
8352	232.006	0.9838	0.361311	0	21.8306	0	0.15949	1652.52
8353	133.257	0.245522	0.531353	1	8.61563	0	0.130183	0
8354	164.267	0.602424	0.356886	0	11.8767	1	0.217721	81675
8355	143.079	0.491242	0.278272	1	6.77775	2	0.176065	4971.89
8356	146.603	0.222406	0.406807	0	11.7021	0	0.150123	0
8357	29.8297	0.801494	0.493056	1	24.6203	2	0.193882	0
8358	168.842	0.254641	0.586475	0	21.046	1	0.212965	0
8359	14.1412	0.668597	0.334371	0	10.4856	0	0.103619	11.8202
8360	54.8647	0.844889	0.332439	1	17.0858	1	0.0715337	0
8361	115.884	0.157949	0.477465	0	21.2326	2	0.16828	0
8362	191.779	0.381161	0.53568	1	21.8727	0	0.0791866	0
8363	23.2674	0.646789	0.589098	0	23.2208	1	0.160814	0
8364	59.786	0.342268	0.416026	1	23.2945	2	0.0880078	0
8365	29.9542	0.0967176	0.510291	0	22.3576	0	0.215955	0
8366	205.487	0.208818	0.548296	1	10.0919	1	0.096525	4504.27
8367	173.542	0.573472	0.269931	0	13.7926	2	0.222167	3203.04
8368	112.829	0.0223888	0.582363	1	6.56946	1	0.108197	135653
8369	112.413	0.926275	0.556292	1	15.9558	0	0.0737032	0
8370	101.984	0.431643	0.284707	0	19.3038	2	0.130858	35.2711
8371	209.973	0.413127	0.456606	1	17.9731	0	0.191081	0
8372	39.7589	0.196894	0.371421	0	23.7476	2	0.249282	0
8373	244.53	0.86283	0.430454	0	21.5248	1	0.199206	0
8374	26.9717	0.701961	0.559271	1	15.3945	0	0.189458	0
8375	99.1976	0.0840427	0.334237	0	10.3197	2	0.0900858	3374.74
8376	106.782	0.360352	0.346595	1	23.1202	1	0.192387	0
8377	78.0044	0.250123	0.59697	0	15.0439	1	0.155926	0
8378	176.473	0.696077	0.534176	1	5.93898	2	0.111768	5095.54
8379	247.161	0.360139	0.54138	1	18.9037	0	0.18996	0
8380	138.064	0.0932182	0.44203	0	16.9346	0	0.158562	0
8381	174.476	0.531294	0.230683	1	18.6996	2	0.14149	140.079
8382	217.559	0.545883	0.476548	0	21.5774	1	0.171587	0
8383	135.256	0.647739	0.287195	0	18.64	0	0.195183	4.97155
8384	73.8446	0.561225	0.312792	1	12.7412	1	0.199625	55063
8385	5.54434	0.186776	0.368539	1	20.7393	2	0.148011	0
8386	59.8232	0.0623704	0.455861	0	15.8885	0	0.182755	0
8387	60.3933	0.0393797	0.390775	0	16.3091	2	0.207448	0
8388	17.1553	0.402516	0.273957	1	11.7187	1	0.053515	2719.62
8389	191.399	0.654083	0.585933	0	15.1463	2	0.215809	0
8390	197.922	0.885952	0.505144	1	22.9708	0	0.197983	0
8391	52.8551	0.412876	0.255898	0	19.6964	1	0.0857498	204.348
8392	75.2442	0.437818	0.34449	1	6.43749	1	0.161343	150004
8393	27.1421	0.711474	0.557055	1	12.456	2	0.18485	3915.66
8394	222.714	0.54227	0.425961	0	11.6672	0	0.136905	0
8395	189.115	0.375625	0.554229	0	13.7298	0	0.226453	0
8396	143.444	0.566183	0.34269	1	20.0905	2	0.0899914	0
8397	107.95	0.288536	0.258023	1	8.57364	1	0.178249	149630
8398	80.6036	0.367942	0.441727	0	7.93442	0	0.190519	0
8399	11.7484	0.0349147	0.276022	0	11.6143	2	0.215897	2927.43
8400	109.019	0.492118	0.269718	1	7.34322	1	0.206394	151608
8401	77.2572	0.988866	0.331938	1	9.22521	2	0.168061	143981
8402	23.6983	0.300294	0.458717	0	13.6252	1	0.128776	0
8403	89.2305	0.6443	0.443473	1	16.6877	0	0.239095	0
8404	23.5313	0.289569	0.437074	0	24.0701	2	0.131119	0
8405	48.6268	0.723108	0.448281	0	5.41306	0	0.211663	79122.6
8406	221.05	0.23823	0.225064	1	11.0318	1	0.082408	2989.47
8407	64.2087	0.628399	0.213308	1	22.6076	1	0.179158	2474.02
8408	155.743	0.839604	0.363931	0	14.4033	2	0.101518	0
8409	126.414	0.328468	0.449691	0	19.2858	0	0.234162	0
8410	20.7433	0.788845	0.490563	1	5.68902	2	0.0585641	4972.22
8411	122.272	0.698671	0.289658	1	8.12942	0	0.150788	8.40812
8412	218.797	0.121315	0.337677	0	7.98989	1	0.10792	42424.7
8413	180.686	0.437195	0.266132	0	6.71369	2	0.201429	4909.7
8414	227.64	0.417991	0.375721	1	13.589	0	0.234369	0
8415	117.063	0.649957	0.257254	1	7.48485	1	0.0767027	4362.83
8416	169.043	0.486491	0.319797	0	5.07351	2	0.121645	3678.34
8417	211.279	0.270243	0.438848	0	5.66061	0	0.0589646	8104.85
8418	112.907	0.15164	0.436265	1	23.0385	1	0.17544	0
8419	80.5277	0.526748	0.574097	0	9.61408	2	0.144592	4572.07
8420	219.871	0.260469	0.485412	1	23.3327	0	0.187414	0
8421	73.1213	0.436738	0.5754	1	8.48861	1	0.0998641	5255.25
8422	151.322	0.978981	0.53474	0	9.5185	1	0.0825841	118423
8423	59.3217	0.934827	0.215568	1	15.4286	2	0.0679372	2687.78
8424	129.94	0.263182	0.26871	0	10.288	0	0.147791	51.5751
8425	79.2647	0.0769827	0.362802	0	6.89461	2	0.153147	6097.25
8426	213.642	0.938297	0.222219	1	20.2091	0	0.146253	130.242
8427	24.4051	0.797329	0.433958	0	10.0534	1	0.121928	4242.47
8428	2.16735	0.374827	0.371914	1	11.1545	2	0.0994471	3165.35
8429	75.1919	0.0614539	0.510703	0	5.40851	0	0.0815041	99144.5
8430	76.6139	0.760222	0.33733	1	13.8239	1	0.0741394	0
8431	110.019	0.605304	0.38391	1	17.2881	1	0.110794	0
8432	82.0511	0.547469	0.323578	0	8.43641	2	0.0784659	3406.37
8433	179.523	0.026321	0.275931	0	17.5719	0	0.0530566	2723.92
8434	18.903	0.831306	0.302244	1	22.9179	2	0.109998	85.0337
8435	85.3964	0.651084	0.353438	1	8.90448	1	0.109103	4326.08
8436	229.212	0.572717	0.292737	0	17.1812	0	0.107924	0
8437	205.111	0.12398	0.314188	1	16.4782	1	0.157027	0
8438	230.004	0.0688417	0.376678	0	23.2076	2	0.190488	0
8439	222.596	0.822655	0.514563	1	10.4246	0	0.193361	0
8440	199.655	0.697531	0.254428	0	23.8059	0	0.117578	28.5555
8441	7.63708	0.332323	0.40429	1	6.40522	1	0.24994	150625
