Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Percentage of income used for maintenance	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
7649	203.025	0.791523	0.409734	1	17.8067	0	0.120485	0
7650	144.973	0.566065	0.23028	0	18.2724	2	0.212804	2694.11
7651	45.3688	0.139724	0.545179	0	20.8761	2	0.136005	0
7652	237.52	0.890835	0.56576	1	9.34588	0	0.219216	0
7653	150.98	0.154481	0.479818	0	10.7311	1	0.114174	4261.01
7654	105.561	0.455187	0.357251	1	5.04222	1	0.0738403	135421
7655	147.552	0.11093	0.32494	1	6.93286	0	0.214048	2601.03
7656	47.2375	0.113914	0.469342	0	7.58858	2	0.0949068	4284.82
7657	246.032	0.313743	0.219648	1	22.8031	1	0.0515447	105.641
7658	176.617	0.0296261	0.402869	0	24.827	2	0.167425	0
7659	90.8764	0.623685	0.246743	1	13.7581	0	0.0536588	184.375
7660	95.9732	0.360159	0.439965	0	11.2916	2	0.0980162	0
7661	9.36938	0.793915	0.225713	1	7.55972	0	0.160105	423.488
7662	34.9118	0.697601	0.275049	0	15.6665	1	0.0643012	155.568
7663	231.574	0.593525	0.514766	0	10.9801	2	0.231798	4626.7
7664	160.605	0.0378508	0.597132	1	12.3499	1	0.235583	87474.6
7665	90.5913	0.479448	0.337133	0	10.4918	0	0.172948	0
7666	176.962	0.924124	0.327207	1	21.3036	2	0.126303	0
7667	111.982	0.288154	0.441587	0	9.43295	1	0.12307	13804.3
7668	199.49	0.250505	0.205593	1	16.1386	0	0.0592894	227.866
7669	105.431	0.791378	0.291164	1	17.1361	0	0.192467	17.3302
7670	2.18636	0.356595	0.464638	0	20.9386	2	0.232391	0
7671	135.19	0.745347	0.539248	1	19.7304	1	0.165246	0
7672	81.4755	0.663013	0.317328	0	20.9937	1	0.122293	0
7673	166.589	0.196287	0.245543	1	10.9573	2	0.153932	3110.58
7674	163.519	0.960883	0.297597	0	11.8384	0	0.213841	57971.6
7675	59.4651	0.652157	0.584405	1	7.62536	2	0.0878607	4658.64
7676	243.507	0.636715	0.26685	0	12.2859	1	0.175119	32010.9
7677	218.941	0.94113	0.518238	0	18.6969	0	0.109884	0
7678	64.6515	0.0276155	0.550936	1	13.9975	2	0.228762	0
7679	133.132	0.406441	0.386578	1	9.79141	0	0.154287	0
7680	92.6302	0.634677	0.245286	0	13.3823	1	0.0675876	2625.1
7681	216.583	0.459939	0.534947	1	10.6661	2	0.0973884	4375.79
7682	200.219	0.694041	0.258607	0	16.7669	0	0.0578016	17.9001
7683	142.516	0.639135	0.406291	0	7.16247	1	0.179611	144353
7684	246.927	0.265437	0.342674	1	6.64891	1	0.134472	140922
7685	15.0674	0.397881	0.548329	1	14.483	0	0.203837	0
7686	94.703	0.284826	0.434989	0	13.213	2	0.238001	0
7687	73.2086	0.846787	0.478263	0	6.84507	1	0.0590897	5429.78
7688	97.8107	0.374457	0.537058	1	8.70996	0	0.146899	0
7689	166.048	0.757337	0.302668	0	20.5633	2	0.0787462	0
7690	204.644	0.0926261	0.500277	1	24.8108	1	0.081381	0
7691	150.025	0.517742	0.581714	0	22.2692	0	0.151819	0
7692	123.433	0.778177	0.36703	1	22.911	2	0.138006	0
7693	52.5718	0.82155	0.396564	1	7.91773	0	0.167309	0
7694	129.109	0.214828	0.596921	0	19.5915	2	0.169764	0
7695	53.9765	0.817939	0.376173	0	22.2895	1	0.13242	0
7696	181.762	0.740528	0.43151	1	16.0203	0	0.107724	0
7697	69.7181	0.73609	0.249157	0	7.21631	2	0.173872	3979.13
7698	199.425	0.146085	0.419186	1	19.5383	1	0.180184	0
7699	135.606	0.372405	0.336567	1	6.90971	1	0.0549198	6042.58
7700	65.2753	0.908963	0.218734	0	20.5337	2	0.133765	359.303
7701	68.3141	0.512873	0.528512	0	12.1065	0	0.234129	0
7702	16.6328	0.872526	0.332454	1	17.4721	0	0.159545	12.9214
7703	98.2207	0.355499	0.482809	0	22.6846	2	0.23562	0
7704	182.728	0.840083	0.338789	1	18.0606	1	0.0857661	0
7705	98.6791	0.332856	0.346043	0	24.4171	1	0.173616	0
7706	56.463	0.39277	0.587345	1	17.2288	0	0.185855	0
7707	31.3712	0.0283895	0.388336	0	7.6221	2	0.0597582	3638.05
7708	238.138	0.43246	0.372603	1	8.87038	2	0.123194	4399.63
7709	39.5913	0.976871	0.339651	0	17.309	1	0.219836	87774.2
7710	226.653	0.328331	0.543637	1	5.05481	0	0.237473	77794.4
7711	157.795	0.969199	0.592769	0	22.8232	0	0.204533	0
7712	177.93	0.657484	0.236128	1	11.2273	2	0.077518	2944.17
7713	206.361	0.441397	0.246999	1	11.7336	1	0.108309	3066.41
7714	54.8463	0.431302	0.299812	0	8.97988	0	0.21292	45.5659
7715	207.048	0.848875	0.293487	0	14.6504	2	0.248682	3373.16
7716	118.203	0.811093	0.52885	1	8.32044	1	0.125946	71312.4
7717	82.1559	0.437093	0.498207	1	10.7568	0	0.156491	0
7718	68.8986	0.863962	0.236288	0	24.3181	1	0.128519	266.393
7719	142.825	0.441727	0.217582	0	22.7274	2	0.10923	244.099
7720	111.415	0.256775	0.237463	1	9.21743	1	0.134528	52168.5
7721	195.041	0.744505	0.290803	1	18.1376	2	0.158024	0
7722	176.425	0.711081	0.263869	0	20.1798	0	0.192367	22.8195
7723	228.413	0.426449	0.576132	1	12.5703	1	0.0939683	0
7724	216.768	0.364218	0.477564	0	13.7675	2	0.209469	0
7725	4.14034	0.496494	0.419617	1	24.7661	0	0.21197	0
7726	189.25	0.389176	0.588556	0	22.4978	1	0.0625982	0
7727	21.1285	0.887009	0.373138	0	17.8792	2	0.0525255	0
7728	101.271	0.477342	0.361948	1	16.9533	0	0.241087	0
7729	223.617	0.0576587	0.308357	1	20.2944	0	0.236718	1340.13
7730	75.5249	0.746467	0.44703	0	5.98568	1	0.231115	147847
7731	2.58861	0.676116	0.379168	0	10.9494	2	0.0728192	3126.18
7732	213.881	0.640867	0.36446	1	5.89156	1	0.185826	147244
7733	230.787	0.164192	0.567903	0	8.0962	2	0.146449	4766.25
7734	130.449	0.639524	0.375844	1	18.9047	0	0.129152	0
7735	56.0344	0.978051	0.390748	0	9.12914	0	0.178716	117255
7736	151.291	0.989006	0.206446	1	13.3809	1	0.247466	135380
7737	189.975	0.578889	0.438307	0	13.3461	2	0.230156	0
7738	235.136	0.524059	0.273129	1	14.8509	0	0.237201	0
7739	207.267	0.264928	0.350386	1	21.4355	2	0.195888	0
7740	39.5654	0.187714	0.436608	0	5.72634	1	0.186649	148879
7741	203.938	0.736539	0.445582	1	8.20709	1	0.122989	70726.6
7742	37.9052	0.260066	0.31648	0	24.3267	2	0.153012	23.776
7743	110.361	0.362403	0.475336	0	18.2097	0	0.230642	0
7744	174.983	0.0516383	0.460506	1	22.4598	0	0.24616	716.129
7745	2.94303	0.0501124	0.440407	1	14.8931	2	0.136717	0
7746	246.909	0.693376	0.257	0	5.38169	1	0.183978	151454
7747	143.812	0.697063	0.546013	0	13.127	2	0.189519	0
7748	22.6838	0.873301	0.223955	1	20.9435	1	0.163627	2362.26
7749	241.961	0.142697	0.231045	1	12.3506	0	0.198679	64.9366
7750	102.749	0.910331	0.392567	0	10.7479	2	0.106969	4974.76
7751	54.0641	0.24153	0.221349	1	7.4943	1	0.0538107	3445.66
7752	196.216	0.113666	0.549547	0	14.8645	0	0.1966	0
7753	145.446	0.295778	0.459642	0	11.0542	1	0.0649706	0
7754	43.1417	0.206015	0.585468	1	13.7267	0	0.0786065	0
7755	76.8899	0.833928	0.546694	1	16.6965	2	0.172338	0
7756	229.312	0.976689	0.472603	0	5.53634	2	0.175899	139870
7757	210.744	0.9142	0.487588	0	11.1047	0	0.0751816	544.641
7758	183.3	0.778471	0.475995	1	21.6838	1	0.143042	0
7759	87.7723	0.642405	0.549451	1	20.4048	2	0.0952052	0
7760	112.558	0.838871	0.323333	0	12.8598	1	0.145697	3190.22
7761	46.2742	0.0363319	0.552543	1	12.2262	0	0.113001	1061.39
7762	180.193	0.253081	0.261971	0	8.50121	0	0.236639	24.564
7763	18.881	0.58224	0.447922	0	21.0153	1	0.207062	0
7764	23.9862	0.511074	0.532779	1	12.8508	2	0.204929	0
7765	118.042	0.389025	0.37607	0	12.5945	1	0.185987	37227.7
7766	178.196	0.132301	0.410882	1	16.0526	0	0.1907	0
7767	202.577	0.506445	0.436592	1	22.2599	2	0.113426	0
7768	126.071	0.551674	0.378081	0	17.1407	0	0.230625	0
7769	114.815	0.70035	0.531912	0	16.6837	2	0.0610049	0
7770	77.3769	0.954269	0.480466	1	6.63234	1	0.101977	124099
7771	217.097	0.359601	0.359875	1	7.69261	0	0.159154	0
7772	47.025	0.907817	0.506084	0	6.29026	1	0.110695	139240
7773	209.107	0.11206	0.331556	0	15.1053	2	0.11913	0
7774	147.108	0.959185	0.47817	1	9.85195	0	0.243465	84748.8
7775	195.322	0.125602	0.201956	0	21.6118	2	0.0735885	252.518
7776	66.263	0.288734	0.290596	1	22.6918	1	0.191222	84.7447
7777	21.0922	0.0659563	0.541463	1	9.34357	0	0.0766769	2433.88
7778	202.262	0.544803	0.468334	0	6.52834	1	0.115378	138654
7779	204.507	0.485663	0.29447	1	22.5894	2	0.123209	0
7780	140.464	0.905171	0.468287	0	12.6233	0	0.135505	0
7781	177.568	0.145979	0.567124	0	13.9226	1	0.104472	0
7782	231.165	0.749084	0.397336	1	16.0275	2	0.123046	0
7783	71.0518	0.0279671	0.497204	1	6.1427	0	0.204481	118139
7784	81.3247	0.0495013	0.33425	0	20.1317	2	0.198975	0
7785	202.74	0.379892	0.275271	1	21.1061	1	0.208262	39.8526
7786	229.714	0.595137	0.288403	0	23.6595	0	0.081023	0
7787	249.306	0.879663	0.365111	1	8.48202	2	0.241217	97737.5
7788	70.411	0.438426	0.274243	0	6.36348	1	0.118094	146091
7789	74.3476	0.198642	0.584379	1	11.7667	0	0.114027	0
7790	163.984	0.908142	0.505862	0	7.3713	2	0.228124	114193
7791	0.55618	0.942506	0.439124	0	19.579	1	0.113171	0
7792	231.032	0.445958	0.350849	1	20.8415	0	0.228144	0
7793	146.555	0.797809	0.326443	0	8.41506	1	0.241298	141601
7794	94.8837	0.103108	0.309885	1	24.6486	2	0.209559	0
7795	46.6634	0.793632	0.23905	0	13.3416	2	0.143467	2717.7
7796	226.786	0.259172	0.520108	1	20.6189	0	0.180296	0
7797	111.296	0.392854	0.424864	0	16.5867	1	0.0711591	0
7798	107.051	0.225341	0.581445	1	5.73869	2	0.157261	8205.21
7799	188.444	0.600683	0.411199	1	12.9154	1	0.0579689	0
7800	38.6317	0.344961	0.577555	0	24.025	0	0.0519903	0
7801	118.744	0.254037	0.34788	0	9.7374	0	0.0600535	795.479
7802	116.821	0.212605	0.309807	1	14.3548	1	0.244465	68799.5
7803	82.0898	0.398538	0.389336	1	11.6305	2	0.238938	3791.96
7804	107.362	0.723703	0.450951	0	18.5047	2	0.128905	0
7805	195.555	0.233026	0.320905	1	11.6659	0	0.209835	0
7806	5.01183	0.615976	0.543928	0	5.00018	1	0.224036	148066
7807	81.1952	0.520435	0.47712	0	6.3753	1	0.113792	139163
7808	117.303	0.473189	0.360973	1	17.5018	0	0.122594	0
7809	35.2493	0.294944	0.229318	0	16.4392	2	0.0808618	2352.74
7810	25.0197	0.880165	0.560328	1	11.6482	1	0.121909	0
7811	232.63	0.0165499	0.430698	1	7.17105	2	0.0841969	5687.07
7812	71.9141	0.516243	0.324884	0	7.77375	0	0.131956	0
7813	145.719	0.511459	0.555688	0	13.6363	1	0.221649	0
7814	154.363	0.831404	0.412647	1	14.2646	2	0.203189	0
7815	163.677	0.0113463	0.547438	0	20.7802	0	0.101348	17546.3
7816	79.4273	0.368677	0.449868	1	6.07433	2	0.180354	7372.32
7817	125.406	0.828858	0.480313	1	18.5696	1	0.131352	0
7818	245.985	0.626463	0.305767	0	21.8445	0	0.111121	0
7819	61.9738	0.418806	0.414727	1	23.7894	2	0.126497	0
7820	77.154	0.763304	0.487512	0	12.8913	1	0.103813	0
7821	243.665	0.545699	0.573684	1	5.80296	0	0.122107	5290.36
7822	59.4004	0.459269	0.592322	0	19.93	0	0.173514	0
7823	59.8453	0.513446	0.435446	1	24.8633	1	0.133988	0
7824	11.2983	0.589577	0.423607	0	6.64643	2	0.183531	6305.44
7825	104.156	0.0974826	0.420705	1	10.8596	1	0.0660577	0
7826	222.533	0.390558	0.237718	0	17.4446	2	0.152867	59.6235
7827	113.02	0.725863	0.404962	1	11.0934	0	0.14803	0
7828	182.332	0.989945	0.327386	0	13.4122	1	0.150589	129327
7829	22.7906	0.785086	0.204094	1	18.901	0	0.226427	511.526
7830	41.8508	0.31429	0.389136	0	6.78551	2	0.127962	6203.06
7831	169.056	0.069746	0.230338	1	17.0344	0	0.069183	148.813
7832	210.301	0.781213	0.514526	0	16.8381	2	0.218142	0
7833	133.818	0.220632	0.557516	0	9.50179	1	0.186828	101172
7834	56.2866	0.805352	0.510724	1	14.7291	0	0.204592	0
7835	106.655	0.689874	0.244668	0	6.30871	1	0.190046	152756
7836	194.236	0.432219	0.281532	1	22.8737	2	0.0575629	0
7837	211.781	0.489152	0.54926	0	24.8933	1	0.0529882	0
7838	57.8741	0.0203939	0.467245	1	23.8729	2	0.150293	0
7839	185.735	0.26274	0.443152	1	9.48249	0	0.177325	0
7840	136.555	0.268571	0.486801	0	16.4619	1	0.211483	0
7841	79.8308	0.543351	0.517092	1	13.3457	2	0.222773	0
7842	94.2618	0.748198	0.515524	0	7.41318	0	0.238603	0
7843	92.9923	0.472817	0.263904	0	5.46219	0	0.107145	945.528
7844	173.718	0.101218	0.220543	1	12.1143	1	0.221807	87719.5
7845	130.228	0.560959	0.590347	1	14.5251	2	0.182218	0
7846	61.2954	0.190536	0.324651	0	5.64511	1	0.0680363	74402.6
7847	228.449	0.719382	0.51813	1	18.9851	0	0.134074	0
7848	165.241	0.203674	0.265757	0	22.1543	2	0.198276	27.0031
7849	124.421	0.115212	0.261638	1	10.1883	0	0.0764221	80.5544
7850	136.121	0.622977	0.255017	0	12.1227	2	0.0716791	2842.95
7851	39.6283	0.466404	0.203537	0	19.6598	1	0.226002	13322.4
7852	39.79	0.150411	0.566384	1	5.69764	1	0.108464	141539
7853	27.0394	0.337669	0.406031	1	11.9483	0	0.181268	0
7854	68.5535	0.216197	0.549988	0	11.6937	2	0.114091	0
7855	34.0028	0.621627	0.575609	1	16.2437	1	0.138187	0
7856	191.126	0.576379	0.506075	0	20.166	2	0.0817246	0
7857	83.3671	0.820054	0.409254	1	19.6729	0	0.243901	0
7858	52.1217	0.388815	0.399767	0	7.82031	2	0.104196	3825.04
7859	177.781	0.901064	0.302494	0	21.8998	1	0.223105	76.0903
7860	159.725	0.752857	0.553341	1	7.06741	0	0.176586	1076.13
7861	177.647	0.13159	0.55732	1	24.3149	2	0.066559	0
7862	205.448	0.0499378	0.479859	0	14.8972	1	0.183014	0
7863	202.339	0.345625	0.484252	0	5.91978	0	0.212944	7831.96
7864	12.9355	0.0627947	0.295021	1	19.9516	0	0.202128	2804.87
7865	151.004	0.597856	0.58541	0	9.41169	1	0.092381	4590.13
7866	115.539	0.285646	0.400379	1	16.2498	2	0.202101	0
7867	10.0766	0.675084	0.515799	1	21.6769	0	0.24083	0
7868	59.3401	0.607909	0.279001	0	13.8265	2	0.158649	2874.16
7869	14.4989	0.573502	0.229953	1	18.8915	1	0.10061	392.692
7870	226.599	0.177191	0.30536	0	24.915	0	0.101325	0
7871	216.992	0.0957919	0.524213	1	17.6729	2	0.229751	0
7872	0.766043	0.68897	0.407246	0	12.8085	1	0.167328	8905.92
7873	240.455	0.712141	0.232856	1	17.7436	2	0.0811176	59.8484
7874	193.676	0.952412	0.258154	0	8.0856	0	0.197371	106204
7875	85.202	0.68244	0.490202	1	24.1674	1	0.11702	0
7876	110.042	0.0107342	0.365028	0	8.78316	0	0.084957	106154
7877	165.176	0.603755	0.439661	0	10.0679	2	0.163546	4476.95
7878	59.4978	0.313352	0.301913	1	6.68892	1	0.161873	151375
7879	54.2132	0.590168	0.210301	1	12.774	0	0.162855	422.479
7880	25.708	0.0412258	0.424361	0	20.148	2	0.24504	0
7881	207.905	0.386512	0.264238	0	19.9081	1	0.129605	3.41953
7882	211.697	0.593862	0.377984	1	16.2294	0	0.0923537	0
7883	7.59357	0.794674	0.47062	1	10.1304	2	0.0778448	3585.36
7884	190.451	0.737273	0.495262	0	7.12434	1	0.0644439	4679.87
7885	191.749	0.368053	0.29293	0	23.6437	1	0.084071	0
7886	23.3213	0.258983	0.497584	1	18.1274	0	0.162568	0
7887	219.506	0.699496	0.539964	0	19.2747	2	0.0751073	0
7888	32.371	0.530659	0.223456	1	8.77253	2	0.112591	2727.89
7889	19.4465	0.926759	0.214176	0	20.5232	1	0.0772576	463.902
7890	177.294	0.939842	0.433592	1	23.7838	0	0.192876	0
7891	50.2191	0.676908	0.262243	1	16.0367	0	0.184248	182.011
7892	206.007	0.757566	0.470934	0	24.9806	1	0.102687	0
7893	185.718	0.888617	0.216389	1	9.83169	2	0.0532747	2914.8
7894	54.2346	0.514213	0.272129	0	17.4259	2	0.0588944	136.628
7895	112.393	0.783227	0.283242	0	24.1724	0	0.169864	29.1549
7896	243.565	0.917731	0.326741	1	16.2102	1	0.125932	0
7897	109.332	0.896881	0.465644	1	20.8999	2	0.0709534	0
7898	109.99	0.0619168	0.585817	0	20.1367	1	0.234272	0
7899	62.304	0.548521	0.389842	0	14.2947	0	0.123317	0
7900	15.2141	0.613554	0.227628	1	6.34928	2	0.197947	2690.92
7901	34.1383	0.925315	0.387021	1	12.5039	1	0.0538748	0
7902	6.06567	0.114212	0.573466	0	24.3745	0	0.174409	0
7903	210.473	0.0408288	0.342417	0	5.97075	2	0.215999	4006.53
7904	29.7691	0.922114	0.3536	1	13.1737	1	0.1948	41550.9
7905	41.7428	0.390947	0.228585	1	5.1869	0	0.117496	614.928
7906	112.155	0.0433126	0.387694	0	21.153	2	0.0844172	0
7907	35.7212	0.885562	0.484384	1	17.3761	1	0.112046	0
7908	144.983	0.23418	0.255606	0	16.7228	0	0.227733	77.7525
7909	64.5435	0.496051	0.420801	1	5.17226	0	0.091951	4331.9
7910	164.665	0.712706	0.482051	0	11.8681	1	0.248678	96564.5
7911	48.9716	0.335883	0.226218	0	14.0429	2	0.0814382	2548.44
7912	49.8023	0.260538	0.341803	1	17.7511	1	0.113636	0
7913	68.1146	0.173061	0.356176	1	17.1439	2	0.155586	0
7914	231.138	0.594989	0.313346	0	9.18489	0	0.146608	0
7915	48.4598	0.868908	0.558807	1	13.186	0	0.0983099	0
7916	83.2019	0.864093	0.452259	0	9.56268	1	0.100219	4220.04
7917	228.686	0.894945	0.53464	0	19.9607	2	0.243339	0
7918	33.9781	0.441001	0.510363	1	6.13805	0	0.16545	3730.98
7919	152.371	0.72964	0.594035	1	19.356	2	0.121174	0
7920	44.3844	0.549282	0.499734	0	17.2877	1	0.200248	0
7921	0.782588	0.624333	0.211587	0	24.4796	0	0.0557762	512.279
7922	150.842	0.704847	0.480033	1	9.93454	2	0.213524	4594.02
7923	72.9602	0.691992	0.525055	1	23.9592	1	0.236257	0
7924	161.242	0.633939	0.580638	0	18.2684	2	0.168258	0
7925	19.0044	0.0985895	0.560572	0	17.624	1	0.142347	0
7926	59.1398	0.242791	0.245785	1	7.27904	0	0.229892	286.163
7927	131.568	0.790613	0.50013	0	11.931	1	0.0933383	0
7928	112.36	0.915271	0.247413	1	8.63889	2	0.106465	84069
7929	239.802	0.482323	0.530706	1	18.1795	0	0.161026	0
7930	222.042	0.548977	0.323237	0	15.8647	0	0.182111	0
7931	183.069	0.873185	0.441202	1	11.6743	2	0.148472	4226.61
7932	9.47545	0.122075	0.211261	0	17.8397	1	0.220257	16035.9
7933	179.738	0.57131	0.50341	0	10.5964	0	0.0645091	1705.14
7934	16.2292	0.538582	0.387905	1	18.2483	2	0.247962	0
7935	157.373	0.176098	0.220304	1	8.92634	1	0.144717	83921.6
7936	107.529	0.312622	0.559661	0	20.1694	2	0.175831	0
7937	55.323	0.58388	0.271542	0	20.4003	1	0.114752	137.199
7938	7.49445	0.121805	0.291446	1	21.2207	0	0.171727	139.296
7939	130.872	0.653935	0.421947	1	5.96654	1	0.0573641	10631.9
7940	177.169	0.942427	0.252884	0	20.3	2	0.218607	54.1552
7941	226.4	0.0666454	0.366096	1	15.2187	0	0.0986553	0
7942	79.6946	0.458174	0.267107	0	7.40407	2	0.136094	4447.87
7943	148.66	0.909812	0.251298	0	6.96443	0	0.180075	84111.7
7944	125.904	0.861598	0.391935	1	6.88741	1	0.116587	138005
7945	82.5455	0.321099	0.25467	1	5.2625	1	0.21767	153512
7946	82.8195	0.305087	0.281596	0	21.6287	2	0.0748446	64.9755
7947	206.185	0.982453	0.440219	1	13.3054	0	0.230298	94592.9
7948	163.025	0.0756355	0.267228	0	8.172	2	0.190381	4964
7949	249.393	0.436384	0.586483	1	13.2317	0	0.197384	0
7950	107.157	0.17024	0.54804	0	16.193	1	0.0713849	0
7951	119.184	0.464795	0.372525	0	10.5191	2	0.148492	3760.39
7952	81.1624	0.66779	0.251144	1	15.6014	1	0.064912	180.111
7953	98.8875	0.500845	0.241174	0	9.77983	0	0.226291	196.953
7954	134.776	0.0521222	0.583707	1	7.10709	1	0.108435	112876
7955	111.35	0.0597381	0.445497	1	20.6156	2	0.0810084	0
7956	161.401	0.839503	0.233371	0	19.7827	0	0.22	144.911
7957	173.151	0.732335	0.298261	0	11.5145	2	0.173211	3436.81
7958	130.495	0.685321	0.284001	1	16.4706	0	0.20582	13.0627
7959	199.184	0.123511	0.474747	0	9.82007	1	0.188249	95480.9
7960	114.948	0.256381	0.277716	1	11.0222	1	0.0859213	3052.12
7961	2.08697	0.714148	0.454597	1	17.1991	2	0.190088	0
7962	25.8498	0.871768	0.288604	0	9.7555	0	0.123518	119.937
7963	148.545	0.59072	0.266903	1	9.70136	1	0.0797994	3176.11
7964	158.849	0.418603	0.308482	0	24.9892	0	0.132347	0
7965	249.758	0.560154	0.404168	1	19.7153	2	0.159768	0
7966	137.069	0.845419	0.418363	0	19.313	1	0.129308	0
7967	160.377	0.462532	0.502086	0	20.7557	0	0.164156	0
7968	224.564	0.45634	0.222011	1	17.198	2	0.122533	118.768
7969	146.773	0.654328	0.283451	0	11.1995	1	0.0613461	3038.66
7970	160.634	0.945864	0.43903	1	6.01351	0	0.24311	126442
7971	111.191	0.466028	0.416456	1	10.9176	2	0.0561336	0
7972	53.0752	0.75835	0.420606	0	17.4542	1	0.150914	0
7973	156.762	0.146714	0.416212	0	6.49709	0	0.117148	4553.05
7974	9.16212	0.544901	0.406625	1	9.31419	2	0.219665	3674.35
7975	76.7235	0.221444	0.483581	0	24.9408	2	0.212509	0
7976	3.09009	0.221868	0.267433	1	8.5973	1	0.157286	141554
7977	60.5405	0.482515	0.414994	0	22.4495	0	0.0623141	0
7978	223.564	0.481375	0.43318	1	13.4512	2	0.109731	0
7979	141.58	0.954344	0.46699	0	9.29605	1	0.166757	91333.5
7980	82.4192	0.747546	0.24998	1	9.92164	0	0.191518	183.222
7981	122.64	0.107723	0.353912	0	17.6389	1	0.242626	22628.5
7982	197.87	0.796114	0.311523	1	11.6211	2	0.174502	3566.36
7983	8.69159	0.594887	0.281377	1	17.5482	0	0.199272	174.895
7984	6.00244	0.940106	0.428699	0	5.66966	0	0.0854133	120626
7985	223.515	0.358987	0.306723	0	8.60276	1	0.218121	134639
7986	110.705	0.156278	0.51043	1	22.5826	2	0.1338	0
7987	178.79	0.474282	0.495019	0	22.7241	1	0.198642	0
7988	33.7585	0.680049	0.296504	1	10.1133	2	0.202568	3115.69
7989	182.126	0.53646	0.524281	1	8.20385	0	0.0669462	2598.36
7990	67.4007	0.943709	0.280313	0	16.8189	0	0.232798	220.018
7991	171.323	0.855457	0.497971	0	6.36928	2	0.240398	109199
7992	237.198	0.669638	0.269256	1	19.3636	1	0.22708	9935.32
7993	179.977	0.69931	0.251373	1	7.84305	1	0.201349	150917
7994	216.343	0.87558	0.200315	0	23.7598	0	0.142759	233.921
7995	130.139	0.962044	0.393663	0	7.17771	2	0.145103	130808
7996	25.3865	0.115687	0.500639	1	20.1861	2	0.205909	0
7997	74.932	0.760436	0.503496	1	9.67129	0	0.20363	0
7998	0.00228627	0.495567	0.329171	0	5.05646	1	0.116497	150967
7999	110.433	0.602824	0.586143	0	24.5467	1	0.0915413	0
8000	83.2944	0.782191	0.310188	1	21.0745	0	0.204977	1.83261
8001	211.312	0.386925	0.528985	1	24.4387	2	0.220443	0
8002	211.865	0.181454	0.536093	0	17.8899	0	0.0714526	0
8003	184.493	0.337499	0.273891	0	14.2778	1	0.245425	70046.3
8004	147.894	0.651272	0.386466	1	10.2561	2	0.190571	4079.01
8005	247.198	0.754227	0.421706	0	11.1282	1	0.204947	81969.6
8006	139.956	0.278396	0.353843	1	7.98682	0	0.171997	0
8007	55.7593	0.236029	0.549791	1	24.2112	2	0.217501	0
8008	186.753	0.31301	0.214972	0	10.3478	2	0.154676	2986.38
8009	28.2947	0.158234	0.392379	0	15.1309	0	0.0551194	0
8010	222.215	0.614531	0.285607	1	20.8507	1	0.114851	0
8011	205.184	0.241698	0.213799	1	9.59276	0	0.193981	179.412
8012	174.104	0.85598	0.503152	0	15.529	2	0.11596	0
8013	17.0756	0.669391	0.31103	0	15.6699	1	0.22407	32789.9
8014	32.4346	0.474363	0.441543	1	5.21845	0	0.0993522	4219.7
8015	30.3466	0.121684	0.581747	0	18.1155	2	0.222711	0
8016	119.083	0.34367	0.367981	1	11.3374	1	0.116509	3401.96
8017	206.499	0.552467	0.537194	1	18.4461	0	0.21435	0
8018	146.541	0.375989	0.535415	0	5.38678	1	0.188799	145748
8019	200.905	0.122435	0.388947	0	11.2687	2	0.218503	4246.7
8020	144.619	0.739388	0.302576	1	6.92017	1	0.210121	150317
8021	142.758	0.835338	0.449835	0	24.26	0	0.136537	0
8022	61.511	0.840883	0.295427	1	10.9604	2	0.208056	3337.79
8023	232.042	0.137039	0.573793	1	15.897	1	0.200697	0
8024	134.157	0.825103	0.413069	0	18.0068	2	0.114679	0
8025	43.6335	0.0563069	0.27755	1	17.1086	0	0.155561	2779.72
8026	50.6379	0.782476	0.469881	0	5.04026	2	0.0942222	93684.8
8027	125.377	0.723618	0.404777	1	12.9483	0	0.0606343	0
8028	106.156	0.495645	0.293309	0	21.7882	1	0.119367	12.6376
8029	170.772	0.316472	0.23235	1	21.0368	1	0.175692	137.487
8030	116.977	0.975989	0.422254	0	8.22013	2	0.189863	133951
8031	197.27	0.195188	0.231469	1	6.49246	0	0.214649	568.061
8032	99.1587	0.66535	0.247933	0	24.4053	2	0.160491	167.096
8033	142.337	0.73025	0.206598	1	5.76987	1	0.225024	153813
8034	178.04	0.570729	0.306147	0	23.3977	0	0.105663	0
8035	134.813	0.278423	0.498429	1	15.1455	1	0.107586	0
8036	107.466	0.610288	0.338296	0	8.89831	0	0.134316	0
8037	180.77	0.925442	0.554401	1	12.974	2	0.242361	68400.9
8038	39.4778	0.214557	0.207556	0	7.63687	1	0.0605705	3195.6
8039	93.2902	0.301825	0.445965	0	11.8576	0	0.197521	0
8040	183.892	0.822159	0.36333	1	12.4296	2	0.0558502	0
8041	131.82	0.283295	0.352193	1	9.14674	1	0.211784	144120
8042	96.3505	0.831649	0.464713	0	5.86708	2	0.0922276	90788
8043	92.9493	0.167713	0.461736	0	8.93597	0	0.126217	0
8044	85.2633	0.889806	0.398848	1	19.4137	0	0.165344	0
8045	44.8599	0.0463522	0.386892	0	24.264	2	0.180312	0
8046	149.795	0.362519	0.344907	1	20.5689	1	0.143628	0
8047	74.0057	0.0111774	0.489307	0	22.3665	1	0.157716	0
