Simulation,Annual.financial.bail-out,Attention.rate.for.planning.new.infrastructure,Default.infrastructure.aging.time,Maximum.capacity.exceeding,Percentage.of.income.used.for.maintenance,Staff.Hired,Staff.required.for.tankers,Staff.service.time,switch.policy.staff.attention,Target.percentage.infrastructure.maintenance,householdshortage
7632,45.5902,0.444672,31.3194,0.00315898,0.573764,48.3808,0,10.8748,0,0.147891,3537.4
7633,53.3121,0.216943,24.8127,0.26823,0.212616,38.041,1,12.8015,1,0.0782189,8691.58
7634,244.911,0.281823,32.293,0.307002,0.348247,4.86113,0,14.6642,0,0.133725,3844.17
7635,79.2614,0.628671,29.2392,0.439957,0.411959,10.1828,1,9.94681,2,0.10949,4105.64
7636,219.88,0.0645906,33.1459,0.0130147,0.314007,17.0833,0,9.58594,0,0.112843,4222.9
7637,116.438,0.514735,26.301,0.286438,0.54503,6.99222,0,24.8306,2,0.122048,4141.41
7638,225.953,0.77646,24.306,0.144971,0.431324,3.42873,1,12.4103,1,0.184362,159600
7639,210.206,0.491938,23.0302,0.399214,0.434689,11.3084,1,7.10441,2,0.053082,4644.28
7640,159.292,0.399175,30.343,0.491657,0.523214,44.3617,0,18.6717,0,0.139195,3755.61
7641,195.626,0.832206,36.5712,0.472671,0.352093,43.7758,0,10.2978,1,0.0913424,3710.4
7642,215.233,0.0848995,31.0793,0.456417,0.482227,42.6529,1,20.7408,1,0.118829,3707.12
7643,126.247,0.996997,34.5938,0.446036,0.519612,23.8757,0,21.5103,0,0.24381,11960.8
7644,50.9007,0.450625,36.4671,0.417625,0.396337,47.8108,1,19.5151,2,0.0685147,3839.12
7645,134.819,0.872956,35.8637,0.0519449,0.392606,1.80056,1,23.454,0,0.106374,4949.28
7646,141.838,0.974124,30.5604,0.145291,0.291174,9.45533,0,7.65484,2,0.237231,140905
7647,224.69,0.0862099,33.7045,0.144628,0.267621,26.1621,0,17.3586,1,0.246545,4564.78
7648,158.633,0.858223,22.258,0.473151,0.439319,26.0546,1,21.8972,1,0.066704,4518.29
7649,218.823,0.811169,31.8337,0.269168,0.507991,25.9625,1,11.5751,2,0.138496,3630.11
7650,199.712,0.0144298,26.5939,0.121195,0.522145,30.8661,0,10.4375,0,0.213131,4360.37
7651,82.5201,0.394765,20.0223,0.279965,0.462773,46.6955,0,22.7289,1,0.16252,4841.14
7652,71.2657,0.262868,34.3027,0.229304,0.430918,29.7858,1,18.8761,0,0.133905,3646.19
7653,79.4686,0.943191,31.1604,0.301618,0.425099,20.7184,1,18.3687,2,0.102631,3854.34
7654,56.1187,0.917467,28.0225,0.445608,0.509789,25.8413,0,22.4176,1,0.0570012,3785.28
7655,129.677,0.766538,23.248,0.446758,0.550441,31.1416,0,9.97051,2,0.125582,4533.06
7656,5.0922,0.802253,28.6378,0.107009,0.374749,7.6073,1,23.1379,0,0.212653,4826.33
7657,12.1173,0.600188,37.8783,0.236509,0.540452,20.1102,0,7.8512,0,0.114373,3110.74
7658,247.245,0.301367,31.6132,0.0161825,0.589278,31.0124,1,8.9387,2,0.210557,3454.92
7659,249.854,0.897168,30.9593,0.0635858,0.494167,2.92458,1,13.8694,1,0.21744,153438
7660,165.344,0.438401,27.9472,0.497152,0.509718,34.2516,0,20.507,0,0.116339,3974.57
7661,143.955,0.728222,21.1841,0.387003,0.46764,10.7426,0,14.6989,1,0.0569066,4966.66
7662,56.0382,0.530773,37.2574,0.444378,0.315584,5.16273,1,22.3148,2,0.146187,4369.31
7663,31.5251,0.499535,24.7273,0.288281,0.274253,49.8586,0,18.6805,2,0.104784,7134.37
7664,84.1609,0.363976,20.7127,0.162722,0.350739,17.6824,1,14.1394,1,0.159396,6066.6
7665,28.5523,0.21361,25.5148,0.441154,0.535374,28.4483,0,23.7846,0,0.0787672,4130.12
7666,47.109,0.451379,20.3933,0.212083,0.271888,31.6971,1,7.67595,2,0.112989,9165.57
7667,123.631,0.21088,20.7185,0.323788,0.376531,31.9755,1,9.04656,1,0.16396,5333.42
7668,185.069,0.0640306,37.4567,0.29371,0.222117,9.88888,0,15.7066,0,0.07175,4815.73
7669,127.564,0.574893,22.4757,0.343029,0.415351,49.7078,1,9.60536,2,0.184942,4554.18
7670,0.0479782,0.861083,35.975,0.316874,0.282266,40.8099,0,18.0189,1,0.201766,4920.78
7671,26.7863,0.511397,31.4301,0.080742,0.44524,14.6594,0,16.7267,0,0.200301,3911.79
7672,51.4466,0.326683,29.1869,0.381222,0.541633,29.9178,1,14.4577,2,0.0900822,3902.4
7673,66.4405,0.157915,37.1856,0.481929,0.364509,35.5612,0,9.90881,1,0.0829851,3973.8
7674,228.07,0.360647,37.6933,0.49615,0.58418,17.0415,1,23.7622,0,0.183404,3219.91
7675,132.781,0.811673,24.0137,0.0738123,0.225651,31.5753,0,13.8368,2,0.175256,6708.17
7676,88.5979,0.315415,39.8302,0.365045,0.540106,14.3339,1,9.42284,0,0.222145,3204.85
7677,30.585,0.469653,28.1482,0.369637,0.204626,22.4485,0,6.355,1,0.234641,7384.97
7678,115.89,0.89546,31.9802,0.286742,0.505763,22.4591,1,19.9105,1,0.172801,3670.53
7679,41.3836,0.417804,32.7021,0.308996,0.336704,5.97766,0,20.2198,2,0.185764,4604.03
7680,240.885,0.815619,36.8613,0.052483,0.339098,12.8559,1,7.97985,0,0.138258,3692.83
7681,170.884,0.823981,32.8822,0.494364,0.272225,41.8531,1,23.6748,0,0.136209,4747.68
7682,138.337,0.862633,36.7154,0.261723,0.259388,49.0117,0,6.18964,1,0.173342,4641.68
7683,201.923,0.192379,26.9028,0.351183,0.350186,28.6804,0,9.80083,2,0.188047,4399.73
7684,82.1818,0.285876,33.8317,0.0476991,0.438497,23.4095,1,16.6024,2,0.0583038,3630.45
7685,202.514,0.428316,28.4111,0.261926,0.592167,19.5607,0,17.9338,0,0.155319,3845.46
7686,158.54,0.799744,31.9124,0.380828,0.455533,11.2279,1,9.93998,1,0.178272,3676.08
7687,149.561,0.620684,27.629,0.144046,0.259205,20.0096,0,6.4484,1,0.231458,5605.27
7688,211.076,0.596109,34.2123,0.251869,0.375218,33.3614,1,23.9599,0,0.183764,3604.46
7689,13.0772,0.308108,32.3555,0.289872,0.597345,13.1447,1,24.3271,2,0.235347,3631.6
7690,179.974,0.0869807,31.4997,0.038495,0.580795,2.44992,0,18.4242,1,0.223939,125653
7691,84.97,0.0945799,28.1922,0.159465,0.574108,4.52057,1,6.36384,2,0.149386,12868.5
7692,150.849,0.589119,25.8646,0.429834,0.513182,8.64784,0,7.92465,0,0.095894,4201.34
7693,203.001,0.602999,25.5361,0.469051,0.464505,48.4194,0,5.68018,1,0.157282,4261.5
7694,115.847,0.582571,29.8526,0.484087,0.494152,17.9862,1,20.1618,2,0.245532,3847.79
7695,224.862,0.00488999,35.5032,0.10294,0.263526,42.8387,1,15.1868,0,0.105322,7403.69
7696,214.2,0.781203,30.2864,0.184961,0.21971,16.8947,0,10.2185,2,0.236163,5536.62
7697,139.621,0.833797,27.24,0.336176,0.312472,34.3666,1,14.9806,1,0.136795,5051.01
7698,85.0679,0.099003,24.2013,0.125555,0.312037,13.6565,0,22.8264,0,0.142294,5790.03
7699,186.641,0.793753,33.824,0.0346462,0.39436,24.6704,0,23.5272,2,0.140565,3611.18
7700,154.993,0.242736,32.8652,0.227681,0.260169,47.4725,1,22.4875,1,0.24308,4924.06
7701,80.6226,0.748161,21.7305,0.236904,0.373418,40.6772,0,22.2892,0,0.171608,5502.5
7702,132.3,0.460315,28.767,0.212166,0.553816,30.3798,1,8.87438,0,0.0840125,3877.98
7703,175.156,0.194405,37.1828,0.228443,0.353158,7.51606,1,9.3944,1,0.167508,3728.99
7704,92.2628,0.633633,32.1861,0.167117,0.282091,6.83851,0,13.0848,2,0.0585952,4979.57
7705,214.339,0.233828,32.4604,0.240326,0.272862,42.0326,1,8.11631,0,0.161038,4647.69
7706,177.122,0.884952,26.7635,0.0174811,0.461874,7.65001,0,14.3321,2,0.238276,3892.84
7707,197.122,0.977639,39.1098,0.21053,0.31115,29.2568,0,22.3172,1,0.0800844,3899.67
7708,177.697,0.902137,31.9756,0.0215802,0.599802,41.014,1,21.1019,1,0.204088,3462.03
7709,141.467,0.00666969,39.9808,0.140271,0.286734,2.67902,0,20.7204,0,0.0672696,117474
7710,134.118,0.154877,25.561,0.273438,0.251489,12.8826,1,17.1459,2,0.0853155,6381.32
7711,179.443,0.450299,38.7018,0.485391,0.262249,30.5858,0,18.0088,2,0.0964581,4373.75
7712,178.554,0.0958646,33.9625,0.489782,0.265757,47.3336,1,21.6545,0,0.101081,4692.85
7713,132.56,0.744878,33.525,0.201245,0.25136,30.3002,0,17.4662,1,0.190107,5019.69
7714,109.754,0.41624,26.1603,0.308111,0.282637,37.7073,1,14.7602,2,0.234405,5804.26
7715,225.097,0.00620381,23.3608,0.381105,0.37827,10.4792,0,12.8838,0,0.109719,98784.2
7716,119.076,0.699782,39.561,0.00986106,0.229464,32.6745,1,21.3541,1,0.153662,4728.21
7717,172.846,0.997883,24.8834,0.488112,0.455699,29.8105,1,14.4389,0,0.189117,69540.9
7718,216.471,0.690392,23.7674,0.465695,0.252026,4.82709,0,12.738,1,0.219963,513.231
7719,109.696,0.465972,30.4064,0.2357,0.463917,0.821319,1,14.9065,2,0.110088,178252
7720,117.311,0.639756,23.6701,0.296271,0.598639,12.7583,0,14.4797,1,0.227006,4429.82
7721,85.9261,0.613012,35.0204,0.258298,0.566884,19.7502,1,13.6094,2,0.150476,3437.71
7722,2.14315,0.690886,30.9079,0.221492,0.479008,0.791363,0,14.9388,0,0.149081,160877
7723,215.849,0.753443,35.4917,0.263714,0.369247,35.8057,0,10.6661,2,0.0954924,3571.03
7724,31.1245,0.147007,22.8584,0.0643517,0.503718,8.67795,1,9.88599,0,0.185391,4177.71
7725,155.42,0.839562,35.0452,0.45265,0.471617,24.5664,1,18.7829,1,0.0934,3478.85
7726,23.8024,0.156375,21.8374,0.42294,0.553313,12.6682,0,20.9671,0,0.165272,4813.97
7727,131.295,0.698119,32.8014,0.473379,0.30025,21.8582,0,14.3293,1,0.24438,4606.62
7728,56.8504,0.736371,38.9846,0.458047,0.275605,48.0861,1,21.2525,2,0.0984898,4562.82
7729,127.202,0.846152,25.8525,0.119551,0.467078,48.5256,0,11.7189,1,0.155346,4050.37
7730,228.02,0.223964,24.0614,0.390797,0.363078,25.0638,1,8.81375,0,0.249275,4455.58
7731,70.5842,0.489685,39.6404,0.214059,0.34457,47.6223,1,8.74896,2,0.0731995,3967.67
7732,28.831,0.224345,39.3695,0.462239,0.408316,37.8872,0,7.46191,1,0.228614,3679.34
7733,81.4701,0.106784,39.9205,0.130068,0.210682,19.2132,1,16.3416,0,0.12908,4959.22
7734,103.948,0.720106,34.2664,0.415302,0.216358,2.46562,0,13.744,2,0.0812841,14567.6
7735,52.7158,0.26177,33.7651,0.180404,0.591666,48.5557,1,17.4159,0,0.145298,3515.16
7736,125.972,0.0230077,32.2582,0.303038,0.512071,27.3589,0,14.437,2,0.0992473,3639.02
7737,52.2153,0.981914,22.5331,0.153238,0.25825,27.3523,1,11.2475,1,0.197773,7579.62
7738,94.3379,0.966974,22.2145,0.221966,0.442586,42.1444,0,24.8769,0,0.0716408,4507.83
7739,152.008,0.372957,32.5175,0.250013,0.316641,14.8105,1,15.2549,1,0.0742149,4409.44
7740,192.111,0.295315,39.4994,0.0818412,0.228979,8.53849,0,14.443,2,0.0753825,4567.46
7741,69.8654,0.866779,37.9438,0.266339,0.276861,5.93449,1,7.21677,2,0.209467,13419.6
7742,59.1565,0.642454,29.4028,0.171527,0.274571,49.732,0,17.9449,0,0.137176,5556.83
7743,121.834,0.503757,31.0133,0.161116,0.329506,22.063,1,7.48907,1,0.241102,4523.06
7744,212.754,0.809596,26.275,0.403033,0.534365,27.5029,0,17.2753,2,0.18997,4103.38
7745,173.711,0.136029,29.7371,0.29193,0.428396,20.0869,1,12.8174,0,0.0975911,3704.92
7746,154.495,0.292221,29.9965,0.0516086,0.366879,32.9819,0,9.14509,1,0.226063,4163.85
7747,218.642,0.284292,22.2005,0.316144,0.306293,0.918692,1,22.537,2,0.100407,41.6527
7748,196.377,0.0476941,21.2992,0.467615,0.311405,21.7396,0,11.9527,1,0.128007,5833.74
7749,105.801,0.832325,29.0506,0.216134,0.264031,29.7731,1,22.5573,0,0.174714,5553.54
7750,101.622,0.572348,21.615,0.0642996,0.429171,20.0368,0,9.40827,0,0.153451,4634.03
7751,134.774,0.246241,23.7289,0.111708,0.266088,46.7137,0,14.607,2,0.137854,6262.66
7752,212.408,0.637456,27.2855,0.0402553,0.299789,27.6523,1,7.64258,1,0.16022,4836.97
7753,59.0559,0.229115,30.6695,0.439633,0.566468,37.0517,0,8.85977,2,0.0597906,3750.74
7754,199.83,0.910339,21.3616,0.246947,0.444682,25.6673,1,6.21369,1,0.155698,4965
7755,212.057,0.495918,22.6418,0.34567,0.265862,25.4987,0,16.4873,0,0.152625,6373.71
7756,158.062,0.619238,20.2425,0.397059,0.589352,27.3153,1,6.57415,1,0.0557186,5054.58
7757,62.2096,0.177272,32.5748,0.0260383,0.202553,24.4125,0,21.6856,2,0.0560172,5645.4
7758,58.4687,0.455835,22.6137,0.216452,0.577597,29.0264,1,19.748,0,0.125229,4664.58
7759,72.7263,0.0250933,34.313,0.402375,0.486354,48.1212,0,24.8581,1,0.0992961,3335.3
7760,227.067,0.879071,35.7695,0.347444,0.522809,7.00848,1,24.45,2,0.0737961,3366.06
7761,65.081,0.780044,32.073,0.180151,0.392173,14.6231,0,16.0189,0,0.180498,4104.61
7762,221.465,0.972557,36.765,0.329253,0.244313,6.11159,1,21.3901,1,0.204631,7495.75
7763,186.245,0.0846537,33.7369,0.167405,0.54291,10.7808,0,9.41701,2,0.088678,3488.83
7764,209.691,0.732496,35.3282,0.180279,0.349655,38.1671,1,15.243,0,0.068039,3756.73
7765,32.0171,0.315622,30.2729,0.410541,0.464112,36.4801,1,7.38905,0,0.0774598,3816.11
7766,124.834,0.439324,21.6491,0.329463,0.58837,30.8086,0,14.1863,2,0.0654124,4776.21
7767,31.5079,0.989682,30.0503,0.348791,0.413346,8.82029,0,24.9956,1,0.125707,10009.5
7768,182.186,0.576973,28.8437,0.260177,0.573378,39.0387,1,8.61469,2,0.121721,3832.19
7769,120.933,0.582819,31.3979,0.0705426,0.479384,43.1242,0,13.1313,0,0.0946495,3665.06
7770,55.0696,0.891373,34.4674,0.301065,0.309956,13.9504,1,16.1378,1,0.239723,4630.37
7771,18.4287,0.443606,39.0536,0.27338,0.315667,34.5734,0,19.0299,0,0.0634985,4365.09
7772,200.093,0.239717,37.505,0.143964,0.346041,20.028,1,5.44539,2,0.163081,3697.13
7773,162.574,0.365394,26.8423,0.347897,0.282452,40.6673,1,21.209,1,0.165343,5399.11
7774,110.646,0.323227,26.3732,0.242067,0.544928,40.3467,0,21.7735,1,0.159197,4137.12
7775,202.429,0.249336,22.5592,0.347682,0.429875,44.4774,1,24.3385,2,0.0603993,4600.41
7776,177.201,0.674686,28.7715,0.306204,0.39674,18.6833,0,21.5981,0,0.151198,3889.88
7777,123.546,0.800651,32.1911,0.0466733,0.554896,29.4813,0,11.2974,2,0.157441,3529.5
7778,24.2618,0.358466,27.5273,0.0827838,0.564712,28.6745,1,6.31102,0,0.138639,3969.6
7779,101.953,0.0512201,20.9212,0.13293,0.489574,37.5004,1,19.9887,1,0.231463,4828.25
7780,68.965,0.754307,23.3656,0.0392465,0.294443,19.4616,0,8.58673,1,0.0532397,6083.16
7781,23.6065,0.0555894,28.838,0.315964,0.395382,31.7906,0,19.0772,2,0.205607,4536.18
7782,62.84,0.954968,33.1886,0.495032,0.518652,13.9146,1,16.6318,0,0.141406,3590.83
7783,52.5556,0.925966,21.3046,0.0992304,0.440067,18.4381,1,8.41379,2,0.141793,4856.24
7784,231.866,0.180291,22.1308,0.194876,0.244936,43.6451,0,11.1042,0,0.100146,6825.66
7785,67.0278,0.0599543,27.0342,0.409206,0.318869,2.35661,1,12.8533,1,0.172462,205578
7786,87.3117,0.60933,34.2797,0.281155,0.390841,29.0371,0,8.30399,0,0.211542,3884.14
7787,195.378,0.541749,39.1737,0.300566,0.379583,17.7308,1,20.2896,2,0.0920552,3377.31
7788,3.11571,0.98018,34.8547,0.0414679,0.338966,39.7943,0,14.5132,1,0.114622,4558.6
7789,120.453,0.460177,26.2909,0.490594,0.36311,6.63131,0,5.58042,0,0.0723642,153718
7790,155.251,0.449676,37.0049,0.216734,0.510408,5.3657,1,15.4726,2,0.13741,3335.11
7791,42.3258,0.445934,34.621,0.058602,0.526631,40.7648,1,12.8861,1,0.177686,3391.47
7792,11.5002,0.455625,34.5407,0.206043,0.499133,5.18344,0,5.35894,1,0.131264,156478
7793,50.4212,0.947829,20.9112,0.277749,0.36393,1.35624,1,14.0351,0,0.134523,298.603
7794,169.123,0.875598,20.3837,0.404359,0.353801,14.5946,0,21.278,2,0.144863,5446.15
7795,23.4506,0.740354,32.6938,0.359775,0.36941,41.8693,0,7.37033,1,0.116035,4400.48
7796,171.04,0.336645,38.8615,0.152896,0.48549,31.373,1,22.9868,2,0.189091,3253.47
7797,146.207,0.831087,37.2694,0.446427,0.215255,25.9135,1,8.91119,0,0.195705,4993.14
7798,240.909,0.421125,36.0515,0.325382,0.269571,31.366,0,21.8878,2,0.23662,4327.92
7799,119.445,0.882291,24.5883,0.00290052,0.303405,22.9844,0,22.719,1,0.15153,5484.67
7800,105.776,0.571069,25.1984,0.266739,0.233586,12.0273,1,21.9578,0,0.153949,7239.17
7801,52.6607,0.793626,37.0773,0.147673,0.362243,46.9941,1,19.1296,2,0.122253,4041.19
7802,221.139,0.87313,30.2593,0.4754,0.474129,4.30689,0,20.3436,0,0.17857,3775.72
7803,168.515,0.558103,35.0283,0.0662278,0.541381,27.1603,0,20.5957,1,0.145862,3381.5
7804,103.89,0.796074,31.6869,0.177508,0.311165,31.349,1,18.3049,0,0.238597,4699.97
7805,249.335,0.913064,35.1779,0.153865,0.384319,42.0809,0,15.5612,1,0.070355,3396.55
7806,208.887,0.74307,34.1834,0.332479,0.482416,43.7042,1,6.83613,2,0.115274,3496.28
7807,238.512,0.995252,32.2191,0.128709,0.332123,32.9751,1,5.31648,1,0.0981114,20051.1
7808,216.311,0.882489,26.1355,0.0308868,0.556993,24.7399,0,17.1202,2,0.115875,3887.83
7809,127.348,0.461643,22.5826,0.451061,0.398383,26.1246,0,14.0174,0,0.116052,4706.4
7810,123.877,0.130289,29.8683,0.0266743,0.394838,22.3049,1,9.06829,0,0.0716372,4095.01
7811,188.995,0.357777,28.1527,0.342675,0.282841,11.1214,1,7.8913,2,0.234331,5086.61
7812,215.28,0.849174,34.9007,0.375176,0.364937,39.9774,0,6.49136,1,0.132573,3638.79
7813,28.3657,0.984407,23.8569,0.393663,0.481422,9.06376,1,15.413,1,0.0810847,5380.33
7814,208.212,0.873318,31.7572,0.22314,0.484101,10.2144,0,18.5961,0,0.219685,3658.23
7815,93.0373,0.318754,34.9842,0.251689,0.542846,23.0019,0,16.0373,2,0.131571,3454.8
7816,246.045,0.377924,36.515,0.00121444,0.21716,18.0992,1,12.4518,2,0.185982,4759.55
7817,106.056,0.936018,26.1941,0.131431,0.370025,6.80749,1,5.95373,0,0.215265,119984
7818,214.637,0.596914,24.4192,0.0963384,0.491348,13.6068,0,5.06151,1,0.212202,4257.04
7819,125.517,0.0395714,32.5545,0.368531,0.542523,18.8264,1,16.4322,1,0.152618,3592.92
7820,73.4863,0.628139,26.5079,0.122195,0.292769,15.1905,0,12.0986,2,0.24126,5672.14
7821,105.87,0.892087,34.6479,0.0439575,0.398485,32.3028,1,22.5895,0,0.150052,3789.33
7822,0.170458,0.548052,35.2849,0.318536,0.384877,9.00055,0,16.8618,0,0.198896,4175.33
7823,18.7419,0.207717,29.482,0.234573,0.399927,47.7934,1,15.7642,1,0.0716752,4454.51
7824,67.1797,0.992571,25.7129,0.456235,0.460232,19.3313,0,8.16298,2,0.238718,149321
7825,167.286,0.508407,25.0881,0.371185,0.461913,23.2577,1,21.228,0,0.144625,4344.7
7826,34.4505,0.621145,33.3995,0.11185,0.472181,40.866,0,20.2524,1,0.104428,3550.99
7827,204.36,0.722309,23.6223,0.441954,0.44119,38.6623,1,6.04946,2,0.232463,4553.34
7828,59.5309,0.231499,29.9798,0.41017,0.539428,20.5035,0,8.0678,0,0.094897,3830.89
7829,186.278,0.525867,38.9637,0.468141,0.256476,43.5881,0,19.5066,2,0.087265,4390.88
7830,232.244,0.73799,22.1632,0.492438,0.291704,33.5347,1,5.30385,1,0.20551,5774.52
7831,67.5147,0.412034,38.2446,0.491503,0.303557,23.0294,0,5.42599,2,0.183809,4362.81
7832,71.9053,0.538992,22.0855,0.18493,0.464968,9.65505,1,10.0414,0,0.114699,4466.48
7833,140.574,0.689049,32.5692,0.107393,0.599089,2.46079,1,5.32089,1,0.106704,170651
7834,75.8896,0.103723,21.7356,0.469845,0.411619,27.003,0,19.5495,1,0.0639351,4989.22
7835,141.21,0.852221,39.6543,0.334937,0.200473,37.464,0,17.929,0,0.222562,4952.21
7836,86.0031,0.473755,23.9902,0.0423204,0.532589,41.0433,1,14.808,2,0.220176,4189.26
7837,103.228,0.607245,25.8995,0.427802,0.44577,30.9083,1,19.6959,0,0.200667,4033.77
7838,183.845,0.99815,36.615,0.388492,0.420018,44.8618,0,19.4538,1,0.155585,5996.38
7839,96.2834,0.572561,31.8859,0.246571,0.353786,9.25273,1,10.1085,2,0.225157,4321.38
7840,30.5674,0.23493,26.954,0.119971,0.317702,4.53183,0,24.7622,0,0.16824,5516.29
7841,52.3057,0.449125,20.3467,0.257655,0.412785,3.17954,1,17.7666,2,0.225665,103.547
7842,41.7475,0.112926,34.8896,0.375079,0.563756,26.7988,0,24.8287,1,0.166999,3474.58
7843,73.0884,0.805699,20.6802,0.0528622,0.430762,26.7511,0,6.07045,1,0.222115,4930.38
7844,84.789,0.553789,35.1584,0.0557943,0.571717,33.5223,1,23.5164,2,0.166052,3379.92
7845,210.62,0.730977,34.2811,0.209307,0.481142,6.33841,1,19.1445,0,0.0819413,3490.47
7846,58.2124,0.776316,27.0289,0.128822,0.346644,43.0694,0,14.4929,1,0.128469,5052.42
7847,31.4759,0.844607,25.9897,0.281511,0.56429,30.987,0,5.90883,2,0.124169,4221.95
7848,139.109,0.976834,30.4854,0.0479556,0.240344,24.1087,1,20.6598,0,0.156526,5335.17
7849,66.1745,0.585266,38.2084,0.129137,0.277381,49.0506,0,15.301,1,0.107623,4572.62
7850,235.998,0.886661,30.4548,0.0735315,0.508058,11.0518,1,19.5531,0,0.130857,3667.57
7851,79.4059,0.321938,26.7356,0.293354,0.258109,0.219111,1,8.22214,2,0.186741,213620
7852,115.944,0.717445,37.4765,0.0972642,0.429823,45.492,0,21.1673,0,0.182767,3338.66
7853,127.844,0.110718,33.4962,0.274033,0.261925,43.7701,1,13.1725,2,0.149818,4928.45
7854,100.013,0.991142,27.0049,0.0892128,0.582231,35.8973,0,5.48908,1,0.107151,3961.52
7855,80.2853,0.916774,32.3332,0.452086,0.31982,16.3683,1,24.3861,0,0.113716,4643.22
7856,91.0345,0.0450036,35.729,0.239546,0.362562,1.67913,0,17.0826,2,0.0910695,15158.5
7857,9.35871,0.167548,24.3234,0.168807,0.442211,27.738,0,11.3534,1,0.130617,4694.13
7858,89.0452,0.284375,20.5262,0.392956,0.583916,33.0944,1,20.8105,2,0.101493,5057.64
7859,125.243,0.127158,23.4262,0.134646,0.402318,8.18513,1,7.55497,0,0.0558199,7257.46
7860,171.543,0.263319,30.2438,0.161453,0.391651,9.22859,0,9.05359,1,0.0970948,3843.74
7861,138.918,0.195329,34.5224,0.0684622,0.492086,46.3444,1,13.3942,0,0.0792077,3460.15
7862,225.949,0.468414,38.6228,0.261448,0.434481,39.1465,0,24.8784,2,0.197597,3284.88
7863,15.4494,0.872092,38.054,0.479833,0.596221,30.7228,1,7.00505,1,0.093448,3291.37
7864,147.957,0.100169,32.9469,0.0840469,0.323399,5.80461,0,8.24008,0,0.156653,4321.72
7865,197.278,0.292095,32.1268,0.146564,0.554286,35.0828,1,21.125,2,0.244488,3583.19
7866,89.4556,0.933579,20.9267,0.382083,0.334838,14.0148,0,13.4156,1,0.124224,6415.76
7867,165.193,0.553826,29.6472,0.374186,0.559847,49.1056,0,7.11495,0,0.127114,3781.91
7868,225.798,0.358601,20.8834,0.447619,0.344103,1.1731,1,24.3284,1,0.227359,27.1985
7869,220.378,0.776743,22.3502,0.239462,0.404291,20.4838,0,15.4782,2,0.157745,4537.14
7870,1.67202,0.509594,21.0303,0.0481645,0.294192,49.2658,1,19.7998,2,0.192062,7189.13
7871,164.071,0.815236,31.2478,0.193219,0.400762,11.9519,0,18.4076,0,0.210855,3727.27
7872,182.03,0.507174,33.0756,0.396721,0.524599,37.6046,1,16.2165,1,0.240777,3546.51
7873,247.841,0.833077,23.6756,0.373386,0.378093,29.7556,1,21.4187,0,0.238039,4367.9
7874,237.836,0.275943,28.2636,0.0163613,0.54723,21.9564,0,19.9841,1,0.111644,3696.75
7875,59.6869,0.553634,20.4112,0.00113221,0.205588,37.0989,0,9.80376,2,0.0833712,8062.19
7876,223.244,0.0483962,31.8287,0.154068,0.576234,12.0439,1,5.20374,1,0.201269,3576.4
7877,19.627,0.764907,37.0903,0.408113,0.446559,0.290503,0,9.18816,2,0.182697,171798
7878,141.146,0.544463,33.6968,0.0203924,0.21443,4.27286,1,17.8742,0,0.166151,5225.99
7879,237.069,0.838851,23.6595,0.156014,0.458194,16.9979,0,5.00921,0,0.240875,4496.31
7880,18.8102,0.274795,36.5182,0.0369077,0.263065,37.719,1,23.934,2,0.136829,4925.47
7881,53.0732,0.653816,20.174,0.477484,0.449962,41.9877,0,10.046,1,0.224487,4940.44
7882,117.749,0.929872,26.0899,0.0332861,0.516249,23.1385,1,12.9278,1,0.132449,3969.21
7883,14.1935,0.00333387,32.553,0.42424,0.554623,45.1269,0,15.5171,2,0.137796,3599.68
7884,149.74,0.285072,22.241,0.202762,0.371364,2.81286,1,6.13705,0,0.184079,209820
7885,139.396,0.722899,39.4516,0.0747323,0.371194,27.2406,0,24.7505,0,0.18836,3594.3
7886,245.063,0.282654,37.3343,0.469207,0.304177,19.2712,1,17.0649,2,0.0880125,3929.21
7887,16.6863,0.209667,25.5978,0.00549438,0.517156,27.1514,1,19.2095,1,0.150129,4092.31
7888,165.868,0.255417,29.4085,0.0781047,0.501061,42.6729,0,9.71573,0,0.147628,3782.42
7889,245.563,0.796704,26.8165,0.0412913,0.337467,21.3597,0,7.72691,1,0.123414,4381.6
7890,111.006,0.69216,28.9419,0.496789,0.245033,47.3253,1,5.81692,2,0.104042,5816.59
7891,59.9688,0.794851,34.0569,0.494008,0.373978,30.6808,0,19.801,2,0.160423,4124.01
7892,243.711,0.911049,38.3947,0.230758,0.428556,21.2771,1,17.3455,1,0.138854,3293.98
7893,60.9995,0.646791,21.7854,0.0704688,0.484032,30.8405,0,18.5154,0,0.20503,4297.16
7894,96.4401,0.664538,20.7669,0.234839,0.555333,29.0521,1,22.7012,1,0.191542,5029.81
7895,81.5989,0.707661,37.6362,0.0436094,0.316729,8.17339,1,20.265,0,0.173335,4277.9
7896,237.563,0.234822,20.4401,0.485227,0.412121,36.0882,0,10.3629,2,0.0525632,4993.73
7897,171.51,0.689724,32.2855,0.334229,0.317481,25.6648,1,16.0062,0,0.0895206,4356.85
7898,176.214,0.895247,35.348,0.133522,0.527408,25.4787,0,23.505,2,0.216592,3405.9
7899,214.517,0.84235,20.7574,0.300666,0.508483,1.62903,1,15.9637,1,0.140027,51.5289
7900,96.5071,0.652829,34.6007,0.0613297,0.454077,41.3994,0,15.8384,2,0.141978,3392.92
