Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Default infrastructure aging time	Percentage of income used for maintenance	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
353	77.1994	0.956533	23.5212	0.57124	1	17.0108	2	0.068258	80.8393
354	208.882	0.770909	30.5563	0.456029	0	23.8165	0	0.176047	0
355	90.4471	0.562925	26.6619	0.521895	0	23.7678	0	0.103016	0
356	212.082	0.154167	23.8353	0.212359	1	7.67985	1	0.0526554	60917
357	144.207	0.0356533	28.9322	0.233186	0	23.3763	2	0.19689	4527.97
358	137.824	0.805167	28.8449	0.336619	1	10.0822	0	0.12386	0
359	116.03	0.0107396	26.8079	0.317576	1	19.0726	2	0.239888	6056.61
360	245.487	0.426324	34.2486	0.479269	0	15.112	1	0.191262	0
361	179.27	0.814929	28.4239	0.573332	0	24.7037	1	0.0553075	0
362	25.5322	0.556196	25.693	0.567264	1	24.26	0	0.222331	12.3373
363	82.4192	0.915004	35.3837	0.519702	0	6.86877	2	0.0520986	99138.2
364	249.725	0.607728	30.719	0.599003	1	14.0253	1	0.127174	0
365	2.53767	0.230667	37.3267	0.585708	0	10.4164	2	0.171328	0
366	50.2717	0.105187	23.2681	0.271672	1	9.3693	0	0.0515804	69211.5
367	247.821	0.366802	25.4966	0.535568	0	23.2036	0	0.149917	0
368	65.4211	0.580633	39.0596	0.290724	1	12.3911	1	0.0836504	0
369	43.7513	0.812038	29.982	0.438395	1	9.59813	2	0.123678	5030.88
370	95.1012	0.785451	32.4888	0.225911	0	13.0636	1	0.216616	21219.1
371	212.289	0.800648	37.0146	0.314107	0	7.79851	2	0.0728714	3557.58
372	200.729	0.448627	25.2106	0.56024	1	15.9799	0	0.11864	10.8449
373	9.23655	0.603436	21.0894	0.36424	1	14.674	1	0.234619	155759
374	60.5533	0.643519	28.2874	0.388317	0	7.02768	2	0.0585641	10027.5
375	141.057	0.976281	22.784	0.499282	0	24.2303	0	0.180543	2213.15
376	158.41	0.292241	33.655	0.495459	1	17.698	1	0.186958	0
377	41.0749	0.0336653	32.2614	0.265457	0	7.51842	2	0.178249	5444.51
378	211.485	0.155367	29.7969	0.203537	1	15.5882	0	0.14136	573.627
379	20.4222	0.317075	35.3195	0.217169	1	12.1747	0	0.125908	423.484
380	227.314	0.533667	26.7536	0.469144	0	18.0878	2	0.167213	0
381	94.703	0.443087	27.948	0.216079	1	13.7154	1	0.202128	19974.9
382	118.478	0.159495	23.6992	0.383788	0	18.1633	0	0.17528	38.6174
383	46.8528	0.182612	34.3043	0.428826	1	8.25613	2	0.202239	4256.92
384	113.458	0.971536	21.8995	0.30084	0	17.7396	1	0.0746469	201917
385	101.817	0.0291269	37.4374	0.463765	0	10.499	1	0.0755661	0
386	54.4592	0.754163	36.6515	0.344735	1	9.73051	2	0.176301	3239.52
387	90.255	0.343609	31.9365	0.242389	1	16.6486	0	0.146364	365.302
388	144.447	0.0426037	28.9089	0.259768	0	9.0284	0	0.0885173	15657.9
389	121.688	0.847474	22.4972	0.388978	1	20.9268	2	0.214006	70.2437
390	173.76	0.567272	29.3835	0.423956	0	15.4606	1	0.102964	0
391	129.265	0.197736	27.7872	0.290702	0	13.2711	1	0.101001	5433.84
392	19.5808	0.444063	25.0933	0.438978	1	19.4747	2	0.189035	3.88155
393	165.494	0.771136	35.9143	0.407013	0	8.13257	0	0.214371	0
394	145.931	0.693218	22.8581	0.310399	1	21.5225	0	0.130052	578.717
395	2.08697	0.447743	37.6579	0.221011	1	6.37749	2	0.0714526	3040.64
396	59.786	0.294239	23.749	0.592881	0	12.6879	1	0.174811	60841.9
397	237.538	0.0274902	35.4203	0.268342	1	5.03142	1	0.0842533	118765
398	245.145	0.263962	32.0632	0.2748	0	8.27659	0	0.234516	0
399	44.9136	0.609485	22.4555	0.582096	0	17.052	2	0.203401	100737
400	225.934	0.548671	20.1914	0.508757	1	22.5956	0	0.119842	329.789
401	148.001	0.437926	39.7024	0.538168	1	18.0663	2	0.109405	0
402	21.9849	0.0392166	38.5891	0.329656	0	19.7062	1	0.104319	0
403	113.831	0.98203	26.6871	0.447998	0	23.0368	2	0.163079	150281
404	75.7125	0.927097	37.1348	0.392379	1	21.6659	0	0.222784	0
405	190.745	0.472709	32.372	0.210301	1	20.0292	1	0.171353	337.606
406	119.424	0.768431	39.9634	0.323909	0	10.3548	0	0.113878	0
407	106.273	0.0522622	32.7432	0.560001	0	20.4308	1	0.110381	0
408	30.4498	0.4353	26.1696	0.357327	1	7.63687	2	0.173449	6908.1
409	64.393	0.0965521	29.6056	0.54138	0	15.5386	0	0.158822	0
410	32.7181	0.741064	29.8726	0.574565	1	21.7326	2	0.194669	0
411	160.686	0.904491	29.7855	0.493475	0	7.49689	1	0.0868054	102408
412	39.018	0.141819	31.7934	0.457222	1	6.65623	0	0.167788	0
413	221.32	0.0486558	36.0501	0.509772	1	16.2197	1	0.118943	0
414	213.784	0.55762	27.68	0.281753	0	21.4241	2	0.0788925	132.192
415	165.553	0.827883	26.9195	0.320108	0	6.4236	0	0.180955	66.8078
416	112.201	0.975318	21.9061	0.378987	1	12.1622	1	0.0953304	199608
417	187.482	0.40626	37.3334	0.281025	0	17.5144	2	0.126443	0
418	6.06567	0.828627	28.6884	0.570211	1	15.4211	2	0.0901979	0
419	121.056	0.736413	23.6844	0.445157	0	5.35835	1	0.190771	189047
420	55.2066	0.319117	22.8541	0.430751	1	12.9548	0	0.200835	39.612
421	245.823	0.7324	25.1695	0.253097	1	19.6537	1	0.19269	8946.56
422	108.447	0.503583	23.9145	0.520784	0	9.13377	2	0.170051	114690
423	168.759	0.605822	28.7653	0.250279	0	23.0918	0	0.190681	379.989
424	43.7294	0.264547	39.107	0.420917	1	11.3525	2	0.20951	0
425	211.82	0.9632	29.5376	0.580121	1	11.6279	1	0.0659128	0
426	102.839	0.491396	25.0713	0.382542	0	10.3203	0	0.0937472	17.5694
427	41.4453	0.284313	34.9345	0.209093	0	8.56035	1	0.148355	33476.1
428	241.818	0.0163694	34.6972	0.387354	1	14.4122	0	0.12238	12723.1
429	55.9458	0.713171	21.8682	0.427155	1	19.9744	2	0.131406	116.821
430	165.256	0.0186721	28.9032	0.27869	0	5.65997	1	0.0834016	108771
431	32.7309	0.686114	35.8068	0.484125	0	19.9192	2	0.235775	0
432	92.5024	0.16226	31.6672	0.562118	1	14.7147	0	0.165927	0
433	102.904	0.245259	33.4882	0.409997	0	14.8897	1	0.195573	0
434	200.646	0.464067	37.3689	0.537058	1	19.0258	0	0.139585	0
435	50.833	0.97934	39.3662	0.575003	0	23.1295	2	0.0629079	0
436	85.8285	0.889722	32.4062	0.365786	1	15.9413	1	0.0884143	0
437	107.427	0.0237506	20.677	0.22151	0	17.5299	2	0.101951	146062
438	138.951	0.641754	30.903	0.354696	1	22.1698	0	0.237093	0
439	83.7779	0.369198	27.1728	0.476212	0	18.2467	2	0.178836	0
440	125.05	0.433409	30.3782	0.334937	1	15.4932	1	0.163049	0
441	65.6111	0.829434	29.7298	0.397278	0	9.07773	0	0.232167	0
442	43.4466	0.575964	39.7107	0.353474	1	18.5825	0	0.231083	0
443	229.162	0.760805	30.0224	0.211071	0	12.4009	1	0.20502	30704.2
444	226.768	0.57117	34.6483	0.339904	1	19.5208	2	0.157112	0
445	136.847	0.0902084	30.6952	0.267039	1	5.545	0	0.165815	77092.5
446	97.3209	0.363967	21.3485	0.268623	0	23.1654	2	0.166305	130041
447	196.622	0.410157	36.7801	0.379297	0	12.3457	1	0.13278	0
448	145.626	0.265278	28.5943	0.356233	1	11.3411	2	0.144869	5370.54
449	129.588	0.602255	23.201	0.356035	0	10.1474	0	0.141611	197.069
450	224.281	0.244638	37.7616	0.468334	1	22.1669	1	0.231522	0
451	177.978	0.213772	37.2073	0.499197	1	6.87203	2	0.0797157	4507.32
452	205.487	0.242537	29.722	0.340578	0	10.2561	1	0.0500475	0
453	249.152	0.826387	35.5196	0.550324	1	13.3276	0	0.0908083	0
454	24.5209	0.0232536	20.9252	0.331105	0	22.1434	2	0.115902	92204.3
455	17.63	0.168102	38.2177	0.201788	0	8.20498	1	0.072316	2382.55
456	211.164	0.298323	32.7822	0.424975	1	8.01977	0	0.0739152	1878.28
457	139.159	0.0979526	39.9374	0.25493	0	11.0802	2	0.0758283	0
458	216.903	0.659931	21.3042	0.258219	1	24.3598	0	0.0996015	1195.29
459	6.53395	0.625107	29.4787	0.279107	0	20.166	1	0.0989148	4121.8
460	96.6186	0.497869	25.2607	0.274746	1	11.8738	1	0.195382	70257.6
461	75.4155	0.589637	21.0758	0.209593	1	22.7605	2	0.0751816	179798
462	216.106	0.387547	32.3688	0.302191	0	13.052	0	0.126337	0
463	53.3832	0.781877	38.1338	0.444619	0	14.2323	0	0.206176	0
464	147.529	0.0694142	36.825	0.391279	1	16.7718	2	0.086867	0
465	52.8838	0.290336	26.7068	0.347358	1	14.2719	1	0.145275	6219.3
466	238.576	0.389567	36.9613	0.33213	0	6.5862	2	0.0722595	4006.91
467	76.1994	0.114241	31.5352	0.307777	0	7.4508	0	0.149454	311.04
468	14.5551	0.904186	33.6576	0.265961	1	19.4495	1	0.0785009	279.22
469	9.3247	0.443203	27.6048	0.518639	0	23.116	2	0.114056	0
470	149.263	0.919279	32.3174	0.581832	1	14.7915	0	0.185402	0
471	223.375	0.817936	30.514	0.299988	0	17.0328	1	0.0867804	0
472	56.227	0.878841	37.7702	0.347961	1	5.19965	0	0.197811	87967.3
473	17.0138	0.108308	26.1066	0.235474	1	20.318	1	0.0894184	6332.55
474	21.2974	0.888266	30.966	0.567973	0	16.6721	2	0.248678	0
475	56.7169	0.532956	20.6292	0.542518	1	20.9816	0	0.158314	319.006
476	165.222	0.720309	31.0154	0.541814	0	22.9098	1	0.0939683	0
477	221.929	0.700957	25.001	0.537929	1	12.6105	2	0.153658	8732.04
478	114.309	0.369702	28.9114	0.218235	0	10.7018	0	0.120192	806.522
479	120.241	0.30964	24.2725	0.211883	1	11.2931	1	0.134019	45528.9
480	173.826	0.620958	32.0496	0.22298	0	6.84924	2	0.154536	5573.13
481	89.5441	0.900755	20.1553	0.463015	0	6.49533	2	0.19097	209931
482	10.6083	0.230488	30.7584	0.282703	1	9.34588	0	0.156708	418.604
483	30.1672	0.421657	28.6216	0.552947	1	21.948	1	0.131872	0
484	86.7845	0.78846	38.8034	0.315139	0	20.2748	2	0.203427	0
485	196.232	0.415727	24.1944	0.341865	0	7.29722	1	0.183157	152713
486	71.0263	0.0796252	29.3876	0.548491	1	13.6966	0	0.186254	0
487	152.523	0.797989	24.2336	0.425891	0	20.0351	1	0.245713	60.7381
488	218.728	0.0920917	23.7736	0.269718	1	17.1875	2	0.163322	10062.4
489	190.199	0.608235	20.472	0.242088	0	14.0057	0	0.0781013	157350
490	117.328	0.886963	22.6953	0.481724	1	20.0814	0	0.140851	155.389
491	236.128	0.416364	32.2078	0.353951	1	13.4595	1	0.0852782	0
492	225.678	0.180716	36.7376	0.456963	0	12.2016	2	0.0705156	0
493	181.351	0.763683	35.7709	0.237386	0	8.28819	1	0.161235	60979.8
494	181.938	0.237226	30.6031	0.46072	1	20.0082	2	0.178733	0
495	47.7109	0.379649	25.7611	0.201318	1	14.3015	0	0.223964	1873.81
496	91.3148	0.577069	26.4994	0.202843	0	6.1427	1	0.137639	157304
497	244.499	0.566138	36.9338	0.466002	1	5.69217	0	0.172284	939.29
498	88.2784	0.954356	25.6171	0.565318	0	11.1641	2	0.128634	166643
499	137.638	0.463583	30.5141	0.518759	0	15.4093	2	0.124209	0
500	83.6318	0.276397	26.6677	0.211305	1	17.0042	1	0.241982	26510.6
501	138.064	0.950025	30.4595	0.374554	1	17.704	0	0.0502104	0
502	126.071	0.247055	20.3818	0.287475	0	16.7405	0	0.204401	1535.1
503	110.504	0.707696	32.0446	0.220881	0	22.1953	2	0.122909	457.848
504	197.922	0.349478	24.8572	0.283555	1	24.2095	1	0.137174	393.283
505	229.056	0.612864	20.4526	0.580868	1	13.3613	2	0.163546	194438
506	243.268	0.604933	20.1239	0.59005	0	19.1066	0	0.177315	278.233
507	10.8976	0.482005	29.6779	0.509078	1	6.95311	1	0.165712	153778
508	99.6064	0.326887	21.0108	0.204425	0	10.739	1	0.100486	165423
509	183.762	0.129132	20.7232	0.376555	1	23.4962	0	0.199189	170.033
510	156.353	0.451175	27.819	0.509903	0	21.7525	2	0.228812	0
511	29.5429	0.838842	24.978	0.283186	0	13.5396	2	0.0865142	94234.1
512	171.633	0.911838	34.3236	0.514732	1	19.5713	1	0.229595	0
513	137.949	0.848648	38.4	0.241872	1	19.2995	0	0.159056	5.72378
514	225.716	0.788777	23.0932	0.480916	0	10.2707	1	0.177953	111326
515	100.188	0.775394	26.3251	0.284415	1	22.6202	0	0.0728192	569.181
516	105.075	0.513361	32.2811	0.441029	0	19.3792	2	0.0955254	0
517	125.102	0.485501	23.7282	0.475336	0	7.12434	0	0.139343	3862.09
518	198.234	0.0198515	29.5306	0.335905	1	15.3611	2	0.172588	0
519	55.1893	0.0499886	33.8809	0.349913	1	22.914	1	0.150357	0
520	96.0625	0.718313	20.8399	0.370938	0	8.59031	2	0.237491	202140
521	25.897	0.0364011	32.1279	0.468605	0	12.7817	1	0.124341	0
522	96.8821	0.308372	33.1172	0.370336	1	18.4684	0	0.147343	0
523	78.8448	0.754797	28.0005	0.377181	0	13.9488	2	0.0721342	0
524	49.7876	0.776953	28.1735	0.298041	1	19.113	1	0.182669	5029.33
525	220.773	0.316304	21.053	0.397396	0	10.0534	0	0.223005	281.473
526	85.6797	0.72586	21.2367	0.406656	1	17.1859	0	0.175428	181.719
527	12.169	0.0323301	32.2338	0.405959	1	17.9315	2	0.149735	0
528	38.5323	0.406493	39.1452	0.20433	0	11.1505	1	0.233851	59233.2
529	119.673	0.577597	20.4978	0.307729	1	19.84	2	0.0708973	196288
530	5.92599	0.509588	23.4012	0.526784	0	18.8579	0	0.21628	33.5583
531	144.057	0.793276	30.2054	0.384218	1	7.84633	1	0.116145	27953.9
532	8.80031	0.19878	28.017	0.485269	0	13.3886	0	0.11992	0
533	238.621	0.870738	29.3977	0.513369	0	17.7069	1	0.236016	0
534	23.9862	0.352366	39.5933	0.441326	1	8.0739	2	0.180752	3492.67
535	150.177	0.546134	29.4727	0.394695	1	8.85544	2	0.0760631	5381.39
536	47.5707	0.220963	21.3427	0.379254	0	16.4586	1	0.135925	105722
537	48.0001	0.439272	22.1853	0.48196	0	15.7486	0	0.104561	88.5838
538	184.228	0.139305	31.8514	0.54888	1	22.6361	0	0.0899914	0
539	86.5268	0.958629	24.9412	0.588466	0	12.6467	1	0.198152	167302
540	241.415	0.647108	37.3912	0.248807	1	17.6963	2	0.219644	0
541	48.5126	0.0150741	20.8996	0.590362	1	8.80597	0	0.177571	162392
542	44.6493	0.831238	20.4332	0.537352	0	9.26258	1	0.094382	202060
543	114.263	0.825943	20.6238	0.549497	0	20.7103	2	0.13265	185018
544	2.3454	0.968332	29.03	0.209241	1	12.2436	0	0.116135	140680
545	183.538	0.44171	24.5145	0.427818	0	10.9357	1	0.165344	68499.3
546	186.695	0.375749	29.1119	0.37211	1	17.8792	2	0.237896	0
547	161.401	0.425181	30.2189	0.316048	0	22.4931	1	0.166356	0
548	127.251	0.682238	24.9113	0.573552	1	7.88407	0	0.197975	95.1222
549	142.138	0.289971	30.1807	0.365502	0	20.1636	2	0.194556	0
550	148.275	0.344835	20.4139	0.593114	1	11.3242	2	0.225221	194464
551	187.65	0.91342	25.4321	0.348487	0	18.3423	1	0.130336	0
552	153.86	0.929041	38.2325	0.506985	1	12.2889	0	0.077518	0
553	202.755	0.843652	33.1806	0.273512	1	21.0135	2	0.142858	0
554	15.8077	0.366997	37.9118	0.498489	0	8.89831	0	0.0565276	994.608
555	52.4041	0.698304	30.8698	0.371045	0	23.3261	1	0.24671	100.537
556	55.9868	0.756154	37.1532	0.566247	1	17.1439	0	0.155656	0
557	33.7369	0.411086	31.4389	0.29608	0	7.10806	1	0.0594193	6039.79
558	67.8426	0.338207	39.5024	0.460699	1	24.9408	2	0.231546	0
559	44.9368	0.364637	31.6777	0.370259	1	19.6831	0	0.0848819	0
560	98.4484	0.818794	25.1779	0.206492	0	17.3701	1	0.184453	13400.4
561	120.588	0.599189	28.0722	0.401871	0	16.8224	2	0.212386	0
562	89.7524	0.225827	22.246	0.437826	1	20.4003	0	0.112067	56.4314
563	21.0318	0.886601	39.2891	0.243171	1	11.7163	1	0.101482	1894.23
564	116.129	0.229166	37.4621	0.582893	0	16.8864	2	0.134387	0
565	134.427	0.763203	28.8801	0.263869	1	6.23052	2	0.0879877	118049
566	231.018	0.368923	31.7544	0.23659	0	16.2868	0	0.112639	135.172
567	137.163	0.0577222	33.6799	0.484252	1	7.22941	1	0.162599	123820
568	4.44555	0.0122655	24.9163	0.515292	0	11.6895	1	0.147641	30519.6
569	149.509	0.15855	32.439	0.204899	1	16.6395	2	0.0601221	2933.1
570	104.22	0.0983281	33.3268	0.280091	0	9.22521	0	0.0599753	58.7833
571	132.912	0.0587385	33.859	0.423363	1	19.6846	0	0.132998	0
572	127.345	0.396325	20.056	0.236816	0	6.18383	2	0.171013	218626
573	70.875	0.436747	39.972	0.45302	1	23.9554	1	0.0903139	0
574	222.042	0.563611	28.7909	0.315354	0	16.0367	0	0.0644342	0
575	39.7032	0.322583	32.3374	0.275828	0	19.4793	2	0.209903	3117.68
576	55.1642	0.409952	34.4833	0.508953	1	21.3218	1	0.0514542	0
577	105.951	0.623276	21.5006	0.310639	1	24.2835	0	0.218607	1037.55
578	111.805	0.904421	32.7034	0.278581	0	6.33947	1	0.23072	159423
579	92.1396	0.845036	39.5738	0.5754	1	16.6315	2	0.17544	0
580	29.6988	0.486143	22.7272	0.564904	0	23.1961	0	0.13341	147.174
581	30.2885	0.242134	36.7123	0.372681	0	8.14018	2	0.0871662	3339.36
582	147.179	0.875557	30.3839	0.266727	1	5.97688	1	0.142077	175414
583	78.7436	0.204627	29.9895	0.577982	1	9.68971	0	0.149989	0
584	180.784	0.458151	26.5811	0.238577	0	23.0899	2	0.14814	5993.22
585	163.226	0.378154	24.721	0.404562	0	19.6351	1	0.219036	3.21375
586	235.453	0.901426	31.9262	0.578978	1	13.7717	1	0.14495	0
587	102.3	0.937923	26.418	0.472311	1	15.4757	0	0.101787	0
588	68.0807	0.567007	28.2754	0.444104	0	6.82336	2	0.159999	6206.25
589	86.1878	0.569019	35.4784	0.21568	0	11.7754	2	0.10578	2766.67
590	208.137	0.23289	23.2998	0.246874	1	7.50105	1	0.177054	178284
591	155.373	0.923142	25.0622	0.533501	0	24.0914	0	0.0605843	89.4115
592	179.963	0.375997	24.9608	0.466506	1	16.852	2	0.191781	30.8691
593	45.6069	0.617614	33.2043	0.468582	1	7.13718	1	0.0677292	4636.33
594	72.3165	0.538649	32.3718	0.369387	0	22.5683	0	0.181588	0
595	87.7057	0.34214	32.898	0.365834	1	11.1402	0	0.133153	0
596	164.616	0.210707	34.8524	0.534604	0	22.382	1	0.173335	0
597	248.438	0.565977	24.6196	0.257	0	9.65892	2	0.21215	105275
598	224.102	0.478646	34.5512	0.47031	1	23.1029	0	0.11377	0
599	142.283	0.22311	27.5959	0.211961	0	7.41862	1	0.184	135633
600	157.956	0.948595	35.052	0.440872	1	20.1126	2	0.112865	0
601	181.874	0.794492	21.5808	0.33327	1	21.7995	1	0.174462	156354
602	152.622	0.338636	31.3188	0.235617	0	11.9659	0	0.245621	316.435
603	75.432	0.963827	39.4146	0.396672	0	14.0429	2	0.0672427	0
604	102.806	0.0354525	34.3638	0.3322	1	10.1292	2	0.15988	3610.72
605	89.1025	0.7401	20.5676	0.440664	0	12.2262	1	0.172093	195891
606	191.722	0.879376	37.7234	0.538613	1	24.0159	0	0.121556	0
607	76.5453	0.274062	29.4904	0.585512	0	15.3513	2	0.0521409	0
608	216.832	0.690078	34.8383	0.575834	1	15.1251	1	0.0675531	0
609	36.8574	0.203868	23.3329	0.356515	1	6.34928	0	0.16166	94623
610	195.176	0.608123	22.3973	0.47795	0	24.577	0	0.112848	152.454
611	45.3029	0.742574	21.9002	0.486911	1	21.5675	1	0.178037	114.505
612	15.4506	0.390303	24.1939	0.361137	0	5.82275	2	0.172811	141766
613	103.456	0.547753	26.4911	0.447698	0	9.4428	2	0.100985	7217.23
614	79.3634	0.0881279	26.3887	0.563665	1	7.86084	0	0.0846734	11836.7
615	20.3395	0.630199	27.2199	0.411845	1	10.3911	1	0.186687	68166
616	100.278	0.241354	26.4123	0.485398	0	17.8676	0	0.0824922	0.613739
617	15.5561	0.669487	30.8668	0.242736	0	10.9494	2	0.1487	3928.01
618	172.436	0.746474	35.8181	0.563917	1	7.83139	1	0.142385	47468.8
619	0.179857	0.719325	26.349	0.544924	1	18.9157	2	0.132293	0
620	194.864	0.0201993	38.1884	0.573383	0	16.6187	1	0.0943352	0
621	11.8864	0.591173	35.2824	0.233553	0	23.0405	0	0.0986886	351.308
622	232.515	0.852902	29.4768	0.39837	1	12.8949	0	0.18365	0
623	138.276	0.811505	35.1196	0.448612	1	16.087	1	0.0577538	0
624	209.373	0.810243	37.2329	0.32923	0	8.44283	2	0.107351	3494.48
625	108.83	0.980332	20.1814	0.341149	1	16.101	2	0.0956346	210754
626	142.091	0.121448	36.547	0.292131	0	19.9819	1	0.171765	0
627	33.9781	0.955815	27.1971	0.240831	0	18.0393	0	0.100318	2250.46
628	183.177	0.288778	22.5041	0.213897	1	19.7566	2	0.119316	14108
629	0.262458	0.66137	37.8475	0.599875	0	21.9172	0	0.10185	0
630	29.607	0.687168	26.8691	0.405376	1	11.8981	1	0.224008	71633.2
631	84.2158	0.628901	34.6383	0.4327	0	15.1069	1	0.218889	0
632	224.818	0.756906	28.1494	0.277069	1	8.7173	0	0.193863	110.83
633	248.301	0.470398	21.2521	0.327312	0	24.2507	2	0.141269	186.992
634	91.9551	0.445234	35.5691	0.485584	1	15.9739	2	0.155849	0
635	52.7814	0.924474	31.747	0.45319	0	23.7011	0	0.0905423	0
636	71.4179	0.61556	22.1521	0.282873	1	21.5827	1	0.0724061	16271.9
637	5.73521	0.468259	24.5958	0.253701	0	17.6347	0	0.113472	1721.92
638	15.3565	0.162914	26.351	0.226584	1	16.6503	1	0.122699	6139.09
639	191.37	0.0943079	38.185	0.366683	1	19.6702	2	0.0899038	0
640	61.0412	0.802317	22.713	0.500297	0	8.31593	2	0.217721	179776
641	202.125	0.289614	31.7724	0.261193	1	10.1493	0	0.0956673	57.0164
642	74.4385	0.281083	23.7185	0.410271	0	7.7196	1	0.20349	153625
643	168.704	0.0287139	21.7835	0.304393	0	13.5233	1	0.21299	125277
644	163.305	0.149917	26.5561	0.421364	1	19.966	2	0.151121	0
645	168.284	0.0255608	21.5952	0.552457	1	17.5865	0	0.123917	13288.5
646	128.389	0.523357	35.6187	0.399541	0	16.9246	0	0.216845	0
647	49.3058	0.401731	20.8139	0.462753	1	12.5358	1	0.0930507	157543
648	237.269	0.0441326	30.0828	0.323333	0	18.5448	2	0.227874	0
649	42.6521	0.749241	22.3097	0.348977	1	10.9046	2	0.24736	188760
650	99.6964	0.335522	20.945	0.322697	0	18.7208	1	0.249168	140068
651	12.1393	0.703196	35.7156	0.551846	0	24.9549	0	0.156178	0
652	1.23955	0.236148	34.1476	0.459609	1	20.7177	2	0.108897	0
653	160.296	0.486993	29.9476	0.597537	1	9.74048	1	0.248077	113017
654	168.158	0.96684	26.9568	0.23421	0	12.2859	0	0.169864	136855
655	116.186	0.217359	25.9983	0.339193	0	6.38671	0	0.104472	4118.38
656	37.6625	0.527013	34.3959	0.538679	1	5.14194	2	0.235323	69543.6
657	236.774	0.989719	24.544	0.592124	1	14.7444	1	0.0869269	180121
658	152.07	0.864042	35.482	0.480466	0	12.1418	2	0.223133	0
659	94.1398	0.282241	31.655	0.343258	1	22.1143	0	0.167948	0
660	180.824	0.0403529	36.528	0.565394	0	19.7291	1	0.175396	0
661	230.512	0.351387	22.5812	0.273316	0	12.1494	0	0.243952	669.93
662	62.5264	0.187692	22.7713	0.550691	1	24.1427	1	0.248798	138.379
663	46.7743	0.800002	36.5195	0.280831	0	21.7258	2	0.202101	29.3582
664	169.944	0.706235	25.5375	0.499523	1	13.8903	0	0.0889867	45.4387
665	57.0206	0.80786	34.6684	0.441196	0	9.57301	2	0.15615	0
666	32.0182	0.111235	32.3944	0.472122	1	11.3906	1	0.0759265	0
667	40.3092	0.761455	27.3237	0.321335	1	9.90922	1	0.179779	74334.5
668	181.534	0.900631	35.7875	0.219745	0	5.11616	0	0.211409	117903
669	218.014	0.822731	28.8069	0.312962	1	10.5205	2	0.195993	6233.74
670	210.402	0.12749	34.3858	0.366649	0	12.5117	0	0.0702205	0
671	194.473	0.583825	26.7619	0.555688	1	17.8522	2	0.130739	0
672	166.206	0.571987	38.4948	0.365679	0	7.56428	1	0.188691	102798
673	207.905	0.0203572	29.1198	0.256427	0	16.5453	0	0.223724	50891.1
674	226.12	0.401088	33.0005	0.310817	1	9.60933	2	0.0878104	3890.11
675	74.7683	0.193725	25.731	0.515802	1	22.8786	1	0.243759	13.1659
676	153.958	0.509926	22.0359	0.379168	0	6.07288	2	0.0936884	178519
677	208.745	0.90931	39.1695	0.531618	1	15.3424	1	0.0832614	0
678	53.7899	0.754419	25.6766	0.431562	0	7.45719	0	0.143801	0
679	162.638	0.135297	28.9567	0.53102	1	8.27265	0	0.133112	0
680	140.655	0.0929424	28.8286	0.4394	0	6.47448	2	0.236892	6272.9
681	63.6376	0.241887	22.2258	0.204944	0	7.95237	1	0.0740741	142975
682	248.905	0.0858434	31.6978	0.452259	1	20.3663	1	0.126303	0
683	173.076	0.873508	22.4781	0.408744	1	14.3257	0	0.162115	129.443
684	233.427	0.912344	32.1195	0.499095	0	19.1736	2	0.152667	0
685	126.272	0.766553	25.0342	0.441989	1	15.9137	2	0.206598	12.7915
686	113.289	0.592655	25.489	0.276315	0	23.7772	0	0.129417	706.578
687	63.9921	0.909935	33.6926	0.539368	0	22.7841	1	0.0816026	0
688	116.972	0.110571	31.278	0.598109	1	10.4099	2	0.0749993	0
689	169.524	0.0175482	39.263	0.484056	0	20.9453	0	0.0760106	562.567
690	181.732	0.913093	39.1094	0.582072	1	7.9412	1	0.244554	135960
691	132.039	0.0854814	30.855	0.332872	1	5.9724	0	0.224325	59318.6
692	185.992	0.797044	24.7686	0.251578	0	22.5628	1	0.234914	16760.1
693	134.178	0.165144	38.9791	0.574376	1	12.7096	2	0.232423	0
694	185.914	0.66974	35.8293	0.380875	0	12.5564	2	0.0876391	0
695	185.269	0.818074	24.0983	0.406157	1	6.28684	0	0.0951038	172376
696	215.391	0.862921	35.1983	0.28785	0	12.9288	1	0.200704	0
697	162.102	0.945679	39.7797	0.297074	0	12.9618	0	0.0877958	0
698	166.635	0.258567	23.5901	0.393663	1	11.382	1	0.223443	113591
699	210.827	0.520127	22.4861	0.245383	1	12.8769	2	0.221759	151975
700	242.751	0.835135	22.2411	0.356575	0	6.35903	1	0.169936	191754
