Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Default infrastructure aging time	Percentage of income used for maintenance	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
8119	15.8439	0.225335	31.5906	0.397435	0	22.0821	2	0.110585	0
8120	166.589	0.145572	30.6928	0.581424	1	8.62212	1	0.237681	134279
8121	58.8104	0.569153	34.5099	0.362108	1	18.8806	0	0.179632	0
8122	82.3757	0.416634	32.0125	0.35845	0	15.7077	2	0.064879	0
8123	1.36824	0.715865	28.5512	0.579456	0	12.5094	1	0.213379	37951.1
8124	5.77679	0.327041	39.015	0.488194	1	5.31611	0	0.0550147	4061.8
8125	32.7842	0.146815	25.158	0.250131	0	14.4099	0	0.1237	1462.99
8126	54.9928	0.675844	30.497	0.219155	1	22.9335	2	0.197689	3860.55
8127	91.6357	0.260233	33.031	0.413147	1	12.6536	1	0.192199	0
8128	190.429	0.499947	26.9473	0.324222	0	14.3579	1	0.0891789	12.3756
8129	246.631	0.440997	34.3243	0.381098	0	5.45933	2	0.216709	11673.1
8130	220.466	0.106187	32.7982	0.218785	1	12.8461	0	0.0860474	200.064
8131	69.5851	0.416259	20.207	0.283209	1	14.144	2	0.0618829	209658
8132	246.24	0.965762	21.1375	0.258607	0	18.9305	1	0.151674	205617
8133	164.896	0.0303569	33.2809	0.427585	1	7.70161	0	0.211248	43012.7
8134	114.815	0.326106	30.6226	0.544232	0	10.2291	1	0.181486	42884.6
8135	186.911	0.580254	32.1561	0.459878	0	23.6238	2	0.0708768	0
8136	103.112	0.314551	28.2641	0.558561	1	9.95374	0	0.228431	0
8137	87.1047	0.855384	35.46	0.304723	0	19.3343	2	0.220572	0
8138	219.484	0.0843117	39.6661	0.418128	1	23.6722	1	0.133271	0
8139	80.1052	0.0398041	28.0516	0.378081	1	17.9718	0	0.191755	5031.09
8140	162.838	0.0730883	27.212	0.492324	0	11.4247	0	0.0507582	6799.14
8141	169.143	0.297301	20.3701	0.414907	1	13.5516	1	0.187769	183531
8142	185.438	0.0124945	21.9186	0.400554	0	9.44733	2	0.100243	110592
8143	190.28	0.198473	38.223	0.311351	0	12.6373	2	0.153222	0
8144	66.4112	0.19766	28.6252	0.54481	1	17.198	1	0.0736009	0
8145	38.6677	0.18475	24.7757	0.410669	0	8.00131	0	0.0521825	14970.5
8146	229.529	0.0510857	34.5636	0.526827	1	24.5903	2	0.154941	0
8147	181.418	0.843866	22.2574	0.569318	0	22.7868	1	0.165215	126.73
8148	48.9274	0.465822	25.1	0.505207	1	21.1639	0	0.129121	10.0248
8149	69.6224	0.614558	32.9746	0.44454	0	7.91865	1	0.0873056	4545.02
8150	114.361	0.0210618	28.3777	0.328479	1	14.7742	0	0.230224	49195.8
8151	223.564	0.76153	21.8646	0.238823	1	19.7206	2	0.0694729	175314
8152	0.675728	0.362225	22.2033	0.207135	0	24.0048	2	0.198539	15682.2
8153	166.613	0.493844	35.5085	0.549239	1	11.0336	1	0.103851	0
8154	239.397	0.0352761	31.2698	0.263972	0	12.0971	0	0.0950482	5285.42
8155	26.1622	0.934816	27.3163	0.3332	1	13.222	1	0.235211	102149
8156	28.9296	0.12162	34.1217	0.217291	0	16.2018	2	0.172338	2906.48
8157	84.1104	0.854616	30.1273	0.372576	1	10.8255	0	0.160474	0
8158	164.504	0.467738	32.1818	0.38281	0	16.962	2	0.187257	0
8159	240.239	0.0530283	34.389	0.277391	1	9.17432	1	0.0629997	3540.91
8160	14.6407	0.638459	25.9443	0.507469	0	6.13623	0	0.248041	1895.11
8161	31.2267	0.695967	32.2961	0.584661	1	24.7389	0	0.135076	0
8162	203.322	0.803454	20.6047	0.447059	0	20.6139	2	0.228417	188824
8163	22.0266	0.322385	38.9644	0.376943	1	24.1949	1	0.231798	0
8164	191.837	0.619013	31.1587	0.360853	0	10.6743	2	0.0696541	0
8165	154.493	0.826469	38.8807	0.464591	1	21.9505	0	0.0687364	0
8166	183.468	0.33241	23.5196	0.542545	0	22.5261	1	0.165034	65.6343
8167	91.8501	0.310915	22.2225	0.565714	1	7.51465	0	0.165437	3396.77
8168	219.02	0.952275	24.1318	0.456212	0	5.86453	2	0.224126	190632
8169	207.771	0.943965	35.5219	0.284254	0	8.74833	1	0.0654766	88449.7
8170	67.8058	0.737168	39.1103	0.587204	1	23.1276	1	0.143539	0
8171	47.1463	0.798048	24.2626	0.419894	1	6.86357	0	0.149843	2049.54
8172	50.6164	0.190904	39.3346	0.521363	0	17.8322	2	0.0762786	0
8173	110.799	0.839108	24.4776	0.536948	1	15.4013	1	0.103424	40.8082
8174	214.628	0.0580847	39.4623	0.353063	0	6.70832	2	0.0782647	3794.9
8175	204.18	0.476123	22.8199	0.443043	1	9.99036	0	0.117306	295.442
8176	163.434	0.551127	26.1116	0.3875	0	11.4537	0	0.224555	0
8177	199.831	0.134853	26.1959	0.511798	0	17.6811	2	0.0663553	0
8178	147.108	0.178235	34.0243	0.503919	1	9.50206	1	0.191359	58973.2
8179	33.4057	0.0396674	33.2783	0.551551	1	13.2607	1	0.154287	0
8180	164.369	0.133962	25.7634	0.520602	0	20.6349	2	0.144094	1.68426
8181	58.7953	0.694155	34.2577	0.204487	0	10.3518	0	0.206465	502.37
8182	157.606	0.187489	31.074	0.390969	1	10.323	1	0.147453	0
8183	241.682	0.965801	35.0299	0.369118	0	22.7274	0	0.0551194	0
8184	229.038	0.67472	29.2045	0.449731	1	23.507	2	0.088488	0
8185	173.628	0.512703	37.9502	0.304915	1	18.7736	1	0.0637217	0
8186	193	0.250676	31.3767	0.341657	0	6.16213	0	0.246437	0
8187	215.033	0.138484	39.0493	0.398051	0	17.3133	2	0.14415	0
8188	130.139	0.674519	27.3393	0.349386	1	22.5918	1	0.0987223	5.10674
8189	105.362	0.127549	35.6803	0.477709	0	12.2373	0	0.107576	0
8190	235.333	0.116406	30.7286	0.542427	1	24.8341	2	0.246358	0
8191	155.878	0.295354	32.028	0.492669	0	13.5219	1	0.238575	0
8192	114.626	0.753776	38.9868	0.340203	1	15.975	0	0.229382	0
8193	1.5619	0.0315784	38.3363	0.31381	0	10.2129	2	0.237063	2831.1
8194	52.9386	0.900426	36.3962	0.491841	1	5.66061	0	0.0802838	94553.3
8195	194.546	0.0175335	39.9883	0.570094	0	23.5141	1	0.198426	0
8196	226.4	0.791618	34.4617	0.203151	1	20.7269	2	0.0770645	194.088
8197	32.7714	0.20168	36.7039	0.264371	0	5.3608	2	0.21824	2916.72
8198	0.207877	0.731388	33.0689	0.328994	1	12.7651	0	0.0607474	63.7791
8199	167.512	0.858244	27.3608	0.372298	0	24.4867	1	0.216341	0
8200	22.7282	0.761972	27.02	0.513531	1	7.74876	1	0.240079	163500
8201	202.536	0.262442	25.7417	0.489003	0	17.8223	2	0.0978871	2.95857
8202	77.7555	0.6284	22.3744	0.320706	1	16.5272	0	0.173672	911.344
8203	84.8571	0.413799	38.7498	0.247965	1	17.5719	0	0.181281	22.9592
8204	230.264	0.104443	36.699	0.564202	0	15.8411	2	0.180437	0
8205	92.4583	0.325622	28.8461	0.558138	1	24.8121	1	0.21885	0
8206	172.981	0.774354	33.2426	0.315041	0	8.98673	1	0.0601743	3872.68
8207	23.4382	0.0134914	36.0993	0.271062	0	16.0355	2	0.170256	107.135
8208	110.886	0.935825	39.9409	0.268275	1	18.2636	0	0.180097	0
8209	221.814	0.865324	30.8595	0.439918	0	10.8202	1	0.121504	0
8210	11.8391	0.802617	29.8369	0.515322	1	21.2465	0	0.0778844	0
8211	203.537	0.775132	32.5869	0.458802	0	18.2048	2	0.24235	0
8212	88.3289	0.688579	31.2381	0.529011	1	16.5911	2	0.138803	0
8213	105.323	0.648413	32.7128	0.318136	0	24.3866	1	0.0884358	0
8214	153.727	0.517956	38.0579	0.525645	1	17.5269	0	0.145745	0
8215	184.493	0.937022	24.2787	0.259865	1	24.9015	2	0.153761	164982
8216	184.573	0.803158	31.5736	0.510118	0	24.7799	0	0.0714615	0
8217	102.946	0.570061	26.0195	0.366392	1	11.4002	1	0.0763791	6984.71
8218	215.121	0.516203	24.8761	0.219161	0	12.0347	1	0.241698	97705.7
8219	222.863	0.565067	21.0818	0.238997	1	24.4737	0	0.24687	1564.26
8220	221.598	0.338791	25.6419	0.303862	0	12.9085	2	0.103247	7287.8
8221	51.5796	0.550374	32.1028	0.256465	1	13.0139	2	0.223632	3696.39
8222	40.8601	0.805772	22.3415	0.589379	0	14.9054	0	0.235468	157.794
8223	29.3647	0.359169	20.1163	0.337078	0	10.5544	1	0.247587	212530
8224	80.3591	0.15102	34.7291	0.543097	1	13.5902	2	0.050483	0
8225	189.369	0.531291	30.0977	0.298534	1	18.8103	0	0.126556	3.69885
8226	139.857	0.921039	25.057	0.487106	0	20.8907	1	0.150034	29.0227
8227	8.69159	0.476194	26.0982	0.453412	0	12.0431	2	0.0681839	6591.63
8228	132.74	0.43312	32.1447	0.505103	1	21.9853	0	0.0966612	0
8229	139.998	0.129975	26.5889	0.446121	1	17.4343	1	0.120346	0
8230	233.875	0.374274	32.8165	0.262859	0	16.9188	2	0.207582	0.183089
8231	81.5667	0.729103	30.4202	0.457011	0	21.0528	1	0.245574	0
8232	133.017	0.655596	26.4149	0.427522	1	11.6567	0	0.193538	0
8233	80.8274	0.748036	21.8206	0.474067	1	17.5107	2	0.2249	167245
8234	199.691	0.12298	25.2079	0.576181	0	19.5036	1	0.210059	1.33423
8235	78.0719	0.122539	33.7142	0.498059	0	14.7952	0	0.18893	0
8236	88.8592	0.0135966	27.1143	0.347635	1	16.5745	1	0.237592	20162.7
8237	72.0421	0.775583	35.7438	0.33927	1	8.77602	2	0.157617	3510.46
8238	120.651	0.592218	26.8679	0.204005	0	8.15304	0	0.210287	1265.86
8239	46.1782	0.325528	26.2023	0.439309	1	20.7315	0	0.0546653	0
8240	53.1211	0.779459	37.3596	0.38407	0	10.538	2	0.198486	0
8241	102.997	0.159824	37.1199	0.283048	1	7.11598	1	0.165556	130680
8242	80.519	0.769494	21.4386	0.281175	0	16.8725	0	0.191402	1691.1
8243	176.156	0.03656	36.0944	0.55996	0	23.2665	2	0.089201	0
8244	73.7125	0.691357	37.8406	0.519559	1	5.92272	1	0.159268	144271
8245	220.289	0.411518	39.4058	0.21517	1	7.42699	2	0.179724	2805.07
8246	12.0849	0.812393	20.4347	0.559944	0	6.10765	1	0.0583718	205423
8247	60.4662	0.701745	26.8178	0.544759	0	21.153	0	0.203655	0
8248	36.968	0.718886	25.9919	0.368411	1	8.26167	2	0.20642	142466
8249	96.1269	0.666305	25.5236	0.344629	0	18.5793	0	0.145103	193.911
8250	139.7	0.6362	31.2318	0.222722	1	8.7645	1	0.160239	60852.7
8251	120.815	0.563486	24.3135	0.466841	1	7.2155	1	0.147739	162347
8252	220.107	0.924066	23.845	0.288078	0	6.46369	0	0.189087	171630
8253	155.472	0.238996	35.3293	0.206282	0	10.8463	2	0.0961116	2890.79
8254	88.9191	0.21061	31.8208	0.407946	1	14.9477	0	0.22818	0
8255	222.714	0.396965	33.8463	0.564353	0	18.3951	2	0.236908	0
8256	224.068	0.652905	24.7895	0.409141	1	20.1716	1	0.170675	48.4568
8257	65.0379	0.458561	27.1222	0.373523	0	19.6671	2	0.180118	35.2268
8258	217.394	0.298079	31.5533	0.328923	1	13.5795	0	0.160724	0
8259	41.2421	0.826707	34.5654	0.408109	1	23.3939	1	0.050575	0
8260	185.554	0.9445	31.0914	0.568653	0	17.8712	1	0.163261	0
8261	50.5306	0.52323	36.3798	0.553042	1	24.8909	0	0.0541057	0
8262	230.642	0.644294	38.9287	0.201101	0	13.5748	2	0.248452	2346.97
8263	103.268	0.86914	31.6406	0.245698	1	21.8558	0	0.181387	335.771
8264	209.707	0.369896	31.1269	0.41559	0	24.7509	1	0.187672	0
8265	126.926	0.527246	34.8624	0.518952	1	7.10039	2	0.210986	6617.22
8266	135.902	0.680461	34.4656	0.417997	0	15.4069	0	0.149611	0
8267	209.096	0.829547	21.929	0.210855	0	18.3827	2	0.100471	183921
8268	100.569	0.739063	28.5597	0.594873	1	8.56686	1	0.180643	100616
8269	97.2904	0.438984	22.329	0.517274	0	6.54232	1	0.233975	182430
8270	25.4708	0.0108773	34.48	0.436206	1	20.9355	2	0.194045	0
8271	32.8375	0.565176	26.0824	0.516671	0	13.7561	0	0.232004	0
8272	192.544	0.707761	22.3904	0.214972	1	19.9632	0	0.208667	1836.62
8273	52.0322	0.679954	33.0343	0.203857	0	6.94404	2	0.221683	4086.22
8274	126.333	0.977884	26.3006	0.567308	1	19.904	1	0.162685	149879
8275	16.9883	0.455365	38.8619	0.485105	1	20.6836	1	0.164109	0
8276	224.503	0.524235	32.7664	0.521725	0	8.70226	0	0.0872317	438.778
8277	189.913	0.461762	37.6649	0.200923	0	23.5634	2	0.196379	110.101
8278	19.6406	0.93608	26.5273	0.4052	1	7.06741	2	0.215788	184159
8279	225.735	0.751269	27.2892	0.262623	0	19.0919	1	0.0653222	263.648
8280	206.753	0.123285	26.4698	0.256795	1	17.2258	0	0.122921	441.414
8281	135.446	0.571051	22.8125	0.467769	0	5.27771	0	0.133753	161446
8282	214.385	0.462792	22.5781	0.211626	1	22.9663	2	0.134168	13754.4
8283	136.015	0.110454	21.071	0.420974	1	15.7083	1	0.111492	120871
8284	45.0265	0.190796	28.6478	0.243624	0	23.4198	0	0.0911356	841.336
8285	58.4255	0.419965	28.7089	0.508051	0	20.1042	1	0.227474	0
8286	96.268	0.630642	24.958	0.563057	1	16.9346	2	0.058403	20.1321
8287	130.83	0.624543	32.9491	0.388766	0	5.0512	1	0.209599	167456
8288	243.018	0.0878356	21.6314	0.390002	1	9.69758	2	0.0595173	136679
8289	141.223	0.883555	21.4266	0.31541	1	18.1988	0	0.0709978	1837.93
8290	45.9123	0.739983	38.0662	0.460141	0	11.8702	2	0.0621355	0
8291	201.987	0.211895	25.7693	0.30187	1	21.7613	1	0.248391	13522.7
8292	193.128	0.292341	38.4206	0.506524	0	9.74665	0	0.241531	0
8293	198.857	0.616901	21.413	0.261317	0	11.3781	0	0.0933086	2705.79
8294	156.078	0.397498	26.9375	0.336284	1	11.1344	2	0.245461	6543.51
8295	207.561	0.69425	30.4727	0.232187	1	11.5629	1	0.198939	37952.3
8296	39.7423	0.388632	35.2554	0.437965	0	8.05505	0	0.185265	0
8297	246.18	0.848585	24.5311	0.551739	1	11.5668	1	0.200941	80974.9
8298	36.8855	0.686306	25.8505	0.304867	0	9.31419	2	0.100022	6953.11
8299	44.6056	0.256183	25.9219	0.387639	0	24.1012	0	0.0647593	84.6157
8300	248.633	0.764454	25.744	0.322973	1	19.4904	1	0.0757506	0
8301	100.515	0.440021	36.2216	0.552605	1	5.80296	2	0.163588	8410.54
8302	37.8591	0.189125	28.1845	0.553856	0	15.5688	1	0.187944	0
8303	19.4465	0.133014	20.3196	0.296277	1	21.9314	0	0.157261	2983.78
8304	12.5228	0.943454	31.601	0.461603	0	21.4642	2	0.171231	0
8305	144.31	0.956647	32.5433	0.581747	0	18.3502	2	0.0656379	0
8306	186.196	0.363991	26.9841	0.355491	1	17.8126	1	0.116613	0
8307	162.664	0.138145	29.1921	0.464438	0	24.1629	0	0.0862945	0
8308	84.5841	0.042984	23.1807	0.552999	1	15.1621	1	0.244954	81362.7
8309	57.4747	0.62086	32.9292	0.350817	1	11.6768	0	0.0518601	0
8310	206.931	0.957931	22.9719	0.494425	0	24.997	2	0.053892	106.633
8311	100.131	0.125572	23.5084	0.330264	0	10.7164	0	0.227933	1588.46
8312	157.067	0.887195	30.398	0.572992	1	15.586	1	0.237305	0
8313	149.687	0.908902	38.7452	0.250229	0	24.2939	2	0.0851287	0
8314	181.291	0.761644	22.8151	0.50011	1	14.9884	0	0.0733191	1940.35
8315	31.3712	0.559774	33.2283	0.242863	1	12.2648	1	0.235609	51086.6
8316	169.791	0.235441	28.5712	0.561279	0	16.2719	2	0.0769286	0
8317	148.514	0.83203	31.0206	0.314188	0	22.7648	2	0.186491	0
8318	128.528	0.9451	27.3247	0.443269	1	17.9366	1	0.163107	0
8319	93.9063	0.862364	28.0181	0.215272	0	18.781	0	0.216777	1034.99
8320	178.911	0.791469	35.0053	0.582587	1	5.32278	0	0.0635174	6186.52
8321	35.3764	0.466504	23.637	0.333906	1	23.3574	2	0.230355	10295.4
8322	60.9748	0.535425	29.3644	0.423299	0	13.577	1	0.104043	0
8323	146.721	0.748891	28.417	0.457089	0	12.297	0	0.0714851	0
8324	219.785	0.641903	37.4487	0.277716	1	5.48204	1	0.16603	156495
8325	157.248	0.334639	32.8907	0.364666	1	20.6776	2	0.114585	0
8326	159.745	0.931193	26.8203	0.309686	0	22.7779	0	0.245792	139.747
8327	232.716	0.0892404	37.1391	0.242008	1	13.9312	1	0.135197	0
8328	193.718	0.219068	31.8985	0.331617	0	7.52558	2	0.237053	7916.5
8329	223.089	0.265524	25.7093	0.479705	1	15.5229	2	0.235481	7422.37
8330	106.156	0.492451	37.4531	0.38811	0	14.7237	1	0.220108	0
8331	121.604	0.12721	36.9568	0.53568	0	8.94757	0	0.207476	0
8332	214.8	0.654443	30.3621	0.418162	1	19.2896	0	0.214719	0
8333	187.658	0.5952	28.8878	0.533213	1	14.6117	1	0.136367	0
8334	44.3844	0.42805	36.199	0.51885	0	18.23	2	0.129016	0
8335	177.953	0.182921	39.985	0.444858	0	9.23373	0	0.218925	0
8336	245.985	0.0908472	30.3723	0.316614	1	5.13116	1	0.0817873	146906
8337	225.433	0.0291046	22.4508	0.289443	1	19.3636	2	0.195798	14678.1
8338	128.239	0.821834	33.8486	0.546013	0	22.2268	0	0.124448	0
8339	203.5	0.0430414	38.4288	0.519305	1	11.3638	1	0.17017	0
8340	110.595	0.904698	34.8855	0.546475	0	24.8073	2	0.19055	0
8341	155.922	0.46124	21.1306	0.496009	1	20.4162	1	0.206877	109346
8342	101.391	0.654342	27.4634	0.296166	0	9.25906	2	0.0623462	5793.22
8343	134.976	0.754594	25.6197	0.541961	1	11.5682	0	0.0964715	71.9103
8344	106.473	0.636706	31.4084	0.284707	0	21.5417	0	0.116398	119.932
8345	141.758	0.131791	33.063	0.500332	0	21.4801	1	0.0724214	0
8346	206.888	0.215236	32.9028	0.48386	1	15.7282	2	0.12666	0
8347	12.7113	0.44572	31.5228	0.381223	1	20.3731	0	0.0589646	0
8348	8.97452	0.610137	34.3194	0.373252	0	9.7555	1	0.247281	97054.5
8349	119.763	0.0794731	30.0817	0.420436	0	19.6981	2	0.217603	0
8350	50.7413	0.0889029	28.0267	0.214485	1	20.2337	1	0.0919953	4916.09
8351	177.409	0.960693	29.6392	0.253834	1	18.7171	2	0.113196	308.265
8352	113.79	0.222459	29.1387	0.53909	0	5.10716	0	0.157166	39278.8
8353	136.861	0.322713	23.1799	0.362125	1	7.53831	2	0.0877634	148006
8354	39.0613	0.418366	39.9666	0.584811	0	14.9029	0	0.161306	0
8355	77.2329	0.710337	38.5739	0.37529	1	18.7674	1	0.203683	0
8356	21.2297	0.907197	23.1044	0.585787	0	13.121	2	0.188381	174328
8357	82.2849	0.965034	34.5957	0.467408	0	22.6162	0	0.196174	0
8358	118.401	0.88838	23.6686	0.287436	1	18.2951	1	0.0727957	158583
8359	21.8717	0.307567	34.8097	0.48564	0	14.8345	1	0.112046	0
8360	225.221	0.0199364	39.0094	0.311724	1	16.6015	2	0.168466	0
8361	9.53634	0.650987	20.791	0.331353	0	5.28763	0	0.234369	193600
8362	85.7348	0.782199	24.4267	0.523507	1	11.2546	2	0.0633527	96452.1
8363	14.7415	0.739389	37.3571	0.313548	0	21.5043	0	0.0789499	0
8364	6.56679	0.136764	32.0548	0.320499	1	18.1714	1	0.0738211	130.806
8365	207.695	0.333441	30.3654	0.229331	1	18.4964	2	0.1563	3802.43
8366	151.291	0.717499	21.142	0.308898	0	16.5867	1	0.147473	176468
8367	162.899	0.935803	27.2043	0.330432	1	22.4776	0	0.249063	19.5548
8368	116.401	0.857485	21.1803	0.234727	0	22.1566	2	0.161504	199117
8369	247.198	0.275373	33.9421	0.488939	0	16.8449	0	0.125946	0
8370	103.087	0.640705	36.8589	0.244395	1	21.7703	1	0.220726	288.622
8371	56.2728	0.510134	38.2355	0.238544	0	6.38878	0	0.235368	98.8013
8372	209.209	0.716833	38.7996	0.207062	1	22.1412	2	0.237744	33.6434
8373	14.5232	0.941281	39.8629	0.248427	0	14.5251	1	0.0993775	65.3443
8374	57.8473	0.384163	35.4609	0.464935	1	16.859	0	0.164634	0
8375	202.61	0.746705	28.9959	0.45232	1	16.3255	1	0.202527	0
8376	27.376	0.0948962	22.8873	0.434641	0	16.6716	2	0.0745247	12198.5
8377	115.924	0.790412	20.901	0.207997	1	7.14605	0	0.0748446	207255
8378	20.378	0.350639	37.8566	0.467491	0	17.5215	2	0.241584	0
8379	201.38	0.142009	22.7901	0.544978	1	17.7478	1	0.0567882	98.8749
8380	4.98407	0.921409	25.9	0.419951	0	5.50183	2	0.0952458	182227
8381	207.708	0.89253	26.4338	0.519422	0	23.8471	1	0.0610049	0
8382	171.534	0.975165	27.1427	0.359389	1	5.14761	0	0.170819	176648
8383	80.1779	0.670976	34.4327	0.48694	0	17.4025	1	0.194331	0
8384	32.8134	0.301887	31.7043	0.377561	1	20.0619	0	0.179258	0
8385	52.6642	0.261596	30.4024	0.32305	0	14.2047	2	0.159789	4155.06
8386	121.776	0.067459	37.5699	0.580941	1	18.4841	0	0.223322	0
8387	151.557	0.615829	24.4628	0.369848	0	11.3606	1	0.145638	46102.3
8388	70.9571	0.38001	22.5823	0.245785	1	19.6098	2	0.0827266	13668
8389	224.301	0.766413	27.0689	0.22403	0	13.5527	0	0.196122	645.633
8390	8.08833	0.140754	38.669	0.510561	1	17.1705	2	0.0741	0
8391	19.5026	0.859661	39.7184	0.408492	0	21.046	1	0.150012	0
8392	75.7367	0.238357	39.4962	0.399103	1	11.8012	0	0.233322	0
8393	187.883	0.798196	39.1517	0.582256	1	11.3198	1	0.110935	0
8394	192.044	0.0953195	38.354	0.477309	0	15.1851	2	0.225071	0
8395	109.449	0.417135	25.0616	0.319626	1	20.5469	0	0.187034	373.742
8396	34.2296	0.424282	37.2784	0.229726	0	12.1286	1	0.109321	2376.92
8397	40.3409	0.813774	34.7718	0.272032	1	13.5025	2	0.231676	3099.27
8398	113.701	0.603174	23.066	0.427484	0	22.1529	2	0.0583534	36.0112
8399	105.431	0.788689	32.4194	0.460324	0	22.4426	0	0.0860077	0
8400	187.855	0.650342	36.8986	0.496277	1	11.8521	1	0.200862	0
8401	224.661	0.823782	34.3654	0.308079	1	7.9214	2	0.164	4282.41
8402	89.3075	0.195789	21.1597	0.553032	0	7.19562	0	0.208946	87261.8
8403	84.4328	0.869955	24.3856	0.447236	1	10.5649	1	0.216926	113586
8404	227.973	0.11862	26.444	0.247321	0	20.7962	0	0.218481	522.002
8405	7.11528	0.977226	37.1497	0.447605	1	24.3772	2	0.199113	0
8406	86.8722	0.0577873	28.6314	0.257302	0	5.1869	1	0.123576	176405
8407	135.477	0.640467	39.2169	0.45431	1	8.48596	0	0.0963035	0
8408	103.548	0.456835	31.2276	0.515904	0	14.1303	1	0.0777081	0
8409	233.407	0.921827	38.8528	0.558358	1	13.0439	2	0.233278	0
8410	158.634	0.156171	27.6135	0.27784	0	9.08171	1	0.224857	116652
8411	58.6474	0.782107	37.702	0.206645	1	18.2677	2	0.0941975	261.409
8412	214.854	0.604086	38.3051	0.511884	0	7.09133	0	0.0773976	1641.97
8413	155.527	0.267466	36.2942	0.546269	1	15.9908	1	0.197439	0
8414	159.66	0.855101	28.8923	0.586201	0	6.50521	0	0.0507743	107173
8415	239.96	0.959336	28.3755	0.552314	0	8.18739	2	0.224257	164400
8416	8.01194	0.112608	33.2672	0.467384	1	21.2507	1	0.132758	0
8417	99.4332	0.633378	36.7684	0.35372	1	20.8629	0	0.0568182	0
8418	194.055	0.329222	28.9861	0.594486	0	18.2979	2	0.113257	0
8419	102.356	0.551238	39.9537	0.224229	0	7.57374	0	0.0561138	43.3854
8420	122.707	0.723969	30.6105	0.539964	1	21.4893	2	0.0846858	0
8421	126.892	0.178678	36.4671	0.587829	0	6.65227	1	0.128097	78594.2
8422	102.462	0.634922	36.5217	0.461058	1	22.8331	2	0.105827	0
8423	180.045	0.636509	39.4487	0.416456	0	10.1699	1	0.197371	0
8424	78.0044	0.204264	37.7649	0.54926	1	16.6037	0	0.153377	0
8425	68.0445	0.433726	20.0885	0.503826	0	21.8565	1	0.101564	190832
8426	234.435	0.584608	33.4789	0.590459	1	13.4746	2	0.0724901	0
8427	141.264	0.856636	29.9406	0.344907	0	13.2142	0	0.144229	0
8428	201.249	0.617495	36.515	0.542399	1	9.78952	2	0.186896	4136.89
8429	108.395	0.975962	36.4604	0.307179	0	6.519	1	0.21121	147072
8430	26.3745	0.0125705	26.3679	0.597618	1	23.9957	0	0.191929	39428
8431	37.5099	0.281899	26.322	0.221826	0	17.4697	2	0.164513	6191.98
8432	147.064	0.511194	21.9773	0.427649	1	16.0589	1	0.0621594	170.129
8433	153.514	0.18798	35.8667	0.596744	1	8.45863	0	0.110292	0
8434	193.774	0.837368	28.4101	0.393816	0	13.3022	1	0.215424	0
8435	187.462	0.365039	24.9342	0.473663	1	15.3846	2	0.240955	8554.52
8436	27.6119	0.421292	28.7109	0.583707	0	19.9905	0	0.101863	0
8437	111.688	0.856377	34.6416	0.595186	0	6.75155	2	0.205131	104363
8438	189.069	0.920425	29.1688	0.247648	1	23.4681	0	0.23592	314.679
8439	222.596	0.302137	21.63	0.309006	0	20.1903	1	0.200913	83290.6
8440	193.123	0.788829	25.7341	0.322565	1	9.7064	0	0.0754563	1868.24
8441	210.978	0.401494	35.929	0.596457	0	9.18846	2	0.232485	4686.27
8442	42.4005	0.0121853	36.5643	0.321459	1	11.1995	1	0.240706	64706.2
8443	209.175	0.743204	32.3822	0.524096	0	24.7865	1	0.162434	0
8444	247.027	0.084693	23.6542	0.366477	1	12.2692	0	0.197926	547.876
8445	4.72745	0.893558	26.5357	0.201157	0	13.6561	2	0.165683	138097
8446	171.827	0.932203	23.1822	0.454467	1	17.0066	0	0.100276	122.01
8447	199.163	0.524717	23.9719	0.344453	1	6.31329	1	0.0609131	145612
8448	8.20467	0.933342	35.3442	0.461971	0	6.17065	2	0.18874	136026
8449	206.452	0.101382	34.983	0.538718	1	23.1127	2	0.0975603	0
8450	70.7372	0.723086	31.4525	0.234703	0	19.8237	0	0.21472	509.894
8451	192.139	0.259192	21.7755	0.265544	0	16.067	1	0.107586	69356.4
8452	139.837	0.865413	29.9774	0.276396	1	7.6142	0	0.141755	177.86
8453	234.36	0.168688	35.9704	0.566998	1	22.0473	2	0.107242	0
8454	192.566	0.148595	24.381	0.278272	0	9.01143	1	0.188079	123187
8455	157.133	0.386693	39.5622	0.562505	0	17.3181	0	0.124181	0
8456	188.444	0.65729	21.5555	0.478	1	9.77983	2	0.223237	186633
8457	126.649	0.541588	34.9122	0.384428	1	21.0082	1	0.0903227	0
8458	115.805	0.339189	33.5142	0.24713	0	11.0962	1	0.0845171	3299.14
8459	62.348	0.955526	38.1363	0.480313	1	5.79597	2	0.226945	139109
8460	242.649	0.0140279	22.3618	0.560679	0	23.8698	0	0.123209	32576.2
8461	209.579	0.915595	34.7902	0.479818	0	8.12568	2	0.225686	113437
