Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Default infrastructure aging time	Maximum capacity exceeding	Percentage of income used for maintenance	Staff Hired	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
9105	203.182	0.926618	28.4917	0.277796	0.213987	6	0	12.3884	0	0.104752	0
9106	239.937	0.829074	27.0264	0.129737	0.457988	14	1	12.2746	2	0.104465	94.476
9107	229.809	0.918058	26.538	0.107947	0.450499	7	1	21.041	1	0.0718262	382.14
9108	224.818	0.293063	26.8549	0.182807	0.588838	4	0	5.74507	0	0.0601046	141315
9109	82.4788	0.898025	35.748	0.310494	0.314026	1	1	10.1727	1	0.112514	173880
9110	67.8588	0.613034	39.3722	0.429295	0.384525	16	0	12.8972	2	0.148544	0
9111	9.91727	0.0740565	26.4273	0.0185364	0.472059	25	1	6.35554	0	0.124002	2927.44
9112	134.095	0.272371	34.2499	0.119372	0.341046	21	0	11.5534	0	0.125877	66.1343
9113	206.202	0.227444	25.6358	0.0222359	0.508953	2	1	10.4331	2	0.236543	121676
9114	201.786	0.0476607	30.7653	0.376555	0.598539	24	0	23.9592	1	0.0743598	0
9115	75.2567	0.0997005	21.9206	0.148302	0.575319	17	1	21.1094	0	0.113829	196.39
9116	179.547	0.549769	34.4982	0.274699	0.535316	22	0	8.98814	2	0.115174	0
9117	90.8215	0.30917	38.7488	0.393689	0.255955	13	0	8.58286	1	0.0553209	0
9118	15.3872	0.119749	33.0958	0.445309	0.483534	19	1	8.73366	2	0.206041	0
9119	197.319	0.521836	38.1108	0.220996	0.503547	5	0	24.9704	1	0.142431	0
9120	141.163	0.780394	22.1613	0.40312	0.319101	0	1	11.1445	0	0.211292	-1.29807e+033
9121	3.75965	0.922822	24.2102	0.297258	0.517313	18	0	9.2724	2	0.0568592	0
9122	213.008	0.228994	27.7596	0.00679651	0.369288	15	1	13.5066	0	0.194208	3417.61
9123	202.793	0.327556	21.4809	0.0450907	0.581747	9	1	8.57837	1	0.0720716	2002.24
9124	3.66891	0.983528	37.12	0.424423	0.402933	11	0	20.7181	1	0.190041	0
9125	5.50724	0.139718	28.3318	0.00792225	0.262183	8	0	17.4799	0	0.133986	4902.26
9126	159.124	0.152185	23.8213	0.462053	0.204425	12	1	18.4485	2	0.14308	0
9127	152.835	0.807319	34.7454	0.0087875	0.582973	4	0	18.6323	2	0.101956	2465.4
9128	218.438	0.0676077	25.5323	0.0340671	0.30084	25	1	18.6317	0	0.149729	2888.37
9129	77.7631	0.0662461	28.7607	0.0231097	0.450567	1	1	5.98086	1	0.139947	178249
9130	68.281	0.397573	36.1974	0.46169	0.367782	16	0	12.6326	0	0.208946	0
9131	201.685	0.602867	25.8568	0.211762	0.589278	13	1	6.56674	2	0.175072	0
9132	171.64	0.258567	24.4368	0.483898	0.376678	20	0	9.11303	1	0.11127	0
9133	172.747	0.682203	35.7044	0.393955	0.359291	14	1	16.482	1	0.243023	0
9134	191.547	0.761535	22.3778	0.134627	0.441587	10	0	19.1497	2	0.182683	338.85
9135	7.63205	0.112967	34.1978	0.269677	0.382908	9	0	8.7572	0	0.218187	0
9136	164.095	0.911439	22.4413	0.139156	0.497666	15	1	17.4446	0	0.0923509	257.339
9137	215.552	0.246914	23.3089	0.234457	0.231435	6	0	6.6287	2	0.177806	199751
9138	70.7486	0.308999	28.9316	0.181604	0.551317	8	1	16.9404	1	0.0627183	0
9139	13.3598	0.935435	37.399	0.333405	0.516628	19	1	5.69764	0	0.103957	0
9140	30.0073	0.951105	29.0564	0.401502	0.367877	11	0	8.78975	2	0.177205	0
9141	110.995	0.393093	31.4113	0.199417	0.51086	5	0	24.7509	1	0.149303	0
9142	113.898	0.227167	35.0031	0.202333	0.469342	17	1	9.54436	1	0.175779	0
9143	119.813	0.268282	38.2732	0.380932	0.572649	21	1	14.8177	0	0.174743	0
9144	115.465	0.11815	23.4138	0.0996426	0.312674	2	0	10.5255	2	0.239098	137014
9145	231.728	0.315307	37.0133	0.0449729	0.311689	18	1	13.8782	0	0.0683291	1589.56
9146	239.844	0.653823	24.4181	0.293366	0.348162	12	0	17.3173	1	0.161054	0
9147	216.101	0.512437	36.0621	0.308697	0.58449	23	0	10.7311	2	0.0997432	0
9148	218.039	0.371558	25.9114	0.297579	0.483167	22	1	6.87013	0	0.180244	0
9149	237.422	0.538081	22.141	0.229211	0.528811	24	1	24.7661	2	0.208318	0
9150	36.3522	0.978376	26.947	0.403574	0.321259	0	0	18.5847	1	0.159079	209806
9151	74.0913	0.0629977	27.5562	0.0708011	0.436608	3	0	7.00203	2	0.096769	7539.51
9152	246.205	0.17912	29.3935	0.37038	0.227381	7	1	9.42474	0	0.154362	0
9153	168.312	0.148049	25.4705	0.450762	0.44203	5	1	10.561	1	0.172554	176927
9154	77.2214	0.0347548	39.0936	0.211841	0.578827	20	0	16.9162	2	0.240049	0
9155	154.777	0.290097	24.6539	0.324665	0.230663	15	1	5.80612	0	0.24584	0
9156	197.945	0.240589	39.1946	0.157094	0.440172	16	0	18.2375	1	0.0565637	0
9157	44.3071	0.515557	23.7861	0.0279788	0.434743	19	1	22.5511	0	0.130559	2905.94
9158	205.129	0.558222	29.971	0.342974	0.398656	18	0	13.134	2	0.0783378	0
9159	105.961	0.303815	35.1913	0.326687	0.285027	12	1	7.13234	1	0.235374	0
9160	197.966	0.724172	34.3923	0.379382	0.517567	24	0	12.8508	2	0.164774	0
9161	118.2	0.843168	23.1351	0.417112	0.590555	17	0	23.7807	0	0.0870361	0
9162	69.5391	0.575241	26.8472	0.228447	0.424361	4	1	23.1845	1	0.0721121	0
9163	230.401	0.241841	31.4139	0.0896794	0.229981	10	0	19.7683	2	0.167856	1305.61
9164	0.895207	0.243965	23.334	0.0737079	0.416534	8	1	22.8298	0	0.127592	1912.96
9165	114.445	0.71556	25.0044	0.493056	0.597723	21	1	20.8369	1	0.137729	0
9166	11.2454	0.1532	32.6241	0.2865	0.272569	1	0	14.7731	1	0.11359	181414
9167	68.3615	0.548636	36.6947	0.415582	0.255489	25	1	24.2835	2	0.138856	0
9168	128.14	0.788828	37.6293	0.468766	0.524481	14	0	5.50371	0	0.147834	0
9169	86.9494	0.524363	23.6499	0.424297	0.437877	7	0	12.6952	2	0.146075	0
9170	116.941	0.431092	30.0911	0.142291	0.241059	0	1	5.97969	0	0.106766	181159
9171	53.5673	0.963285	30.7504	0.0494377	0.563466	9	0	7.04217	1	0.0962993	1301.49
9172	48.9308	0.729806	29.1739	0.468262	0.461971	3	1	8.03427	1	0.163673	192048
9173	216.584	0.736529	25.1576	0.141162	0.348068	2	0	10.7351	0	0.233623	162421
9174	2.78785	0.869289	21.2621	0.397366	0.569519	11	1	15.9495	2	0.159664	0
9175	132.267	0.0911279	38.4975	0.18048	0.54804	6	1	16.1144	1	0.229596	0
9176	204.493	0.966299	23.2586	0.409873	0.416759	13	0	11.6442	0	0.14633	0
9177	26.8237	0.0179545	37.3062	0.0210574	0.245325	23	1	10.2169	2	0.110094	3344.93
9178	222.799	0.08744	25.4863	0.071416	0.534989	22	0	21.5625	1	0.0644508	1060.86
9179	182.556	0.923682	38.428	0.451604	0.269556	25	1	20.4022	0	0.187375	0
9180	136.877	0.765836	35.2323	0.409395	0.543756	20	0	16.4968	2	0.171496	0
9181	192.169	0.428307	20.4574	0.173134	0.2439	6	0	5.97688	1	0.133914	-1.29807e+033
9182	2.306	0.348337	36.5752	0.0725341	0.470706	11	1	23.6667	2	0.0884996	573.708
9183	94.8623	0.300785	32.7996	0.129943	0.492774	16	1	15.002	0	0.166162	0
9184	14.0397	0.303284	27.2059	0.178605	0.203228	1	0	12.6467	2	0.176983	149920
9185	106.996	0.0716271	32.0836	0.337174	0.232923	19	0	19.4079	1	0.172288	0
9186	78.4613	0.978972	24.5178	0.0553355	0.525151	17	1	10.2941	0	0.172262	1567.38
9187	55.2686	0.547098	39.6638	0.425126	0.334716	7	0	14.9237	2	0.245363	0
9188	41.1913	0.965429	39.9078	0.277195	0.555434	2	1	21.8876	1	0.143337	106130
9189	15.8193	0.765956	22.4998	0.152129	0.499523	18	0	10.8948	0	0.13908	24.0729
9190	126.345	0.253519	32.059	0.314818	0.533772	21	1	17.6028	2	0.166501	0
9191	216.929	0.921235	36.9047	0.294706	0.211961	22	0	22.1358	1	0.246867	0
9192	75.8771	0.0316906	36.1012	0.147539	0.209514	4	1	15.4506	0	0.22184	45039.7
9193	113.124	0.743257	21.0566	0.29941	0.595272	15	1	21.5675	0	0.172683	0
9194	80.3171	0.108198	37.1855	0.0145344	0.296455	10	0	6.22196	1	0.0998891	3171.19
9195	171.12	0.274552	25.946	0.0535721	0.577824	5	0	20.0833	2	0.214364	1435.02
9196	105.212	0.0591472	35.0837	0.244216	0.347358	24	1	22.1529	0	0.0625671	0
9197	137.785	0.867944	38.8944	0.476997	0.536565	0	0	23.1329	2	0.220067	143024
9198	67.9872	0.575719	23.8641	0.00464861	0.253763	9	1	8.12568	1	0.0875033	5717.35
9199	23.752	0.589322	36.6811	0.181486	0.580738	14	1	19.4854	0	0.0521456	0
9200	21.7726	0.52257	21.0747	0.398363	0.386776	23	0	10.658	1	0.113123	0
9201	172.411	0.722493	35.3761	0.0291769	0.528764	12	0	10.8261	2	0.177984	1622.94
9202	3.85914	0.247047	32.0056	0.469943	0.291112	13	1	6.53443	1	0.153596	0
9203	240.035	0.218104	29.7295	0.0758376	0.579412	8	0	23.9224	0	0.0633599	683.855
9204	83.7854	0.48116	30.0079	0.347067	0.506381	3	1	15.633	2	0.140893	5179.25
9205	244.723	0.317708	24.1474	0.183304	0.280225	20	1	23.7011	2	0.225945	12.0322
9206	40.8775	0.797783	31.7861	0.00136771	0.281532	4	0	6.66737	1	0.105817	147039
9207	38.7267	0.676528	37.8377	0.34486	0.278517	11	1	19.9363	0	0.241581	0
9208	134.006	0.35127	22.2325	0.428004	0.317976	2	0	14.4122	0	0.191178	-1.29807e+033
9209	73.6381	0.637497	24.6443	0.387022	0.567117	9	0	10.7339	1	0.166283	0
9210	204.953	0.244204	24.7988	0.362609	0.580764	7	1	5.77401	2	0.201597	-1.29807e+033
9211	52.9612	0.674556	27.9994	0.414997	0.553378	23	0	14.5311	0	0.054802	0
9212	100.776	0.195839	29.8346	0.204073	0.383788	14	1	5.30498	2	0.179955	0
9213	208.396	0.0868775	27.8056	0.327414	0.447836	6	0	11.6895	1	0.127506	0
9214	177.911	0.97384	31.5063	0.401884	0.576677	1	1	9.99353	0	0.0714181	180670
9215	240.211	0.330705	21.4026	0.18442	0.586201	3	1	24.5864	1	0.126799	192410
9216	198.123	0.854022	21.1554	0.299874	0.559271	15	0	9.6835	2	0.0963779	0
9217	30.8866	0.923381	28.7031	0.417432	0.592238	25	1	23.0296	2	0.222274	0
9218	169.683	0.117572	28.5216	0.292819	0.419313	12	0	11.9963	0	0.181717	0
9219	193.172	0.0242572	34.1676	0.255314	0.377361	18	0	6.24331	1	0.0592004	0
9220	202.587	0.431277	27.2833	0.342045	0.487448	24	1	8.53269	2	0.0901474	0
9221	224.232	0.138132	22.6777	0.235459	0.53764	16	1	15.3154	0	0.179089	0
9222	22.6489	0.0781728	27.2492	0.183138	0.577272	0	0	22.8366	1	0.136765	190205
9223	217.92	0.56243	23.8185	0.25003	0.248531	19	1	13.3582	2	0.0538489	0
9224	127.457	0.354241	36.0252	0.29826	0.404008	10	0	12.205	0	0.122911	0
9225	208.999	0.634583	28.9114	0.409468	0.322944	22	1	14.671	1	0.0970484	0
9226	142.52	0.734614	38.9432	0.00623706	0.563354	5	0	8.74152	1	0.0541359	2481.38
9227	133.348	0.652421	25.8447	0.0618099	0.365129	17	0	20.9673	0	0.0634215	1714.73
9228	79.362	0.357094	20.6256	0.445923	0.310399	13	1	10.2129	2	0.053296	0
9229	32.7288	0.850268	23.2266	0.438477	0.314671	8	1	12.9275	1	0.20059	-1.29807e+033
9230	58.2911	0.443646	35.5694	0.28075	0.243294	21	0	20.3872	0	0.0651517	0
9231	72.8723	0.851496	27.8298	0.383896	0.253616	10	0	9.94181	2	0.16905	0
9232	39.7779	0.341695	35.6055	0.407795	0.449993	25	1	24.2802	2	0.146807	0
9233	23.5097	0.197808	32.4844	0.467963	0.390941	12	1	11.6078	1	0.232964	0
9234	56.7442	0.017234	20.6966	0.46405	0.314841	2	0	9.44956	0	0.221818	-1.29807e+033
9235	160.179	0.808164	20.9704	0.0174454	0.438585	1	0	9.80852	2	0.0584866	190147
9236	112.449	0.484851	28.8377	0.304412	0.346736	11	1	9.19271	1	0.150296	0
9237	192.908	0.25935	20.1078	0.234039	0.258997	9	1	13.9267	0	0.143246	652.139
9238	168.856	0.881276	34.4824	0.248901	0.28582	24	0	11.5845	0	0.232278	0
9239	194.693	0.415323	37.0006	0.277052	0.392549	21	0	13.1316	2	0.159406	0
9240	206.399	0.191067	32.4146	0.171558	0.244307	23	1	5.38678	1	0.20598	0
9241	83.6771	0.543686	21.6728	0.379333	0.560878	19	1	21.591	1	0.147103	0
9242	173.627	0.243416	25.5762	0.304008	0.408997	13	0	23.5348	0	0.0514185	0
9243	179.622	0.11677	20.4678	0.0892368	0.578282	14	1	21.1152	2	0.225682	1137.27
9244	106.237	0.678444	36.0946	0.462247	0.559169	0	0	20.5633	0	0.171656	142556
9245	233.69	0.429383	22.8919	0.207301	0.214624	4	0	13.186	2	0.131652	186427
9246	239.52	0.172156	39.8601	0.20338	0.343526	7	1	20.4206	1	0.189729	0
9247	64.5873	0.611732	34.9079	0.283865	0.465971	18	1	17.7349	0	0.142545	0
9248	75.1311	0.982911	35.5494	0.390439	0.335698	17	0	24.5944	2	0.128119	0
9249	128.626	0.280687	34.2816	0.00357101	0.35047	22	1	17.6007	1	0.101835	3712.77
9250	132.199	0.092728	25.7785	0.170887	0.340556	20	0	24.768	2	0.183644	0
9251	209.944	0.133172	26.9822	0.361089	0.331906	3	0	22.4959	0	0.115852	0
9252	176.593	0.708577	27.0906	0.0837079	0.580514	5	1	13.0032	1	0.208693	31712.6
9253	46.9326	0.860727	30.3055	0.447664	0.209461	16	1	11.0145	0	0.241841	0
9254	137.461	0.378819	39.7486	0.295646	0.478772	6	0	5.40517	2	0.184556	2506.11
9255	179.195	0.958666	27.4726	0.0161179	0.510969	15	0	5.36435	1	0.169916	2470.31
9256	190.869	0.713958	32.9043	0.0484516	0.403299	8	1	22.9362	1	0.174491	1216.73
9257	23.6676	0.504656	35.8579	0.256927	0.465951	12	0	22.0407	2	0.156067	0
9258	240.995	0.0629014	31.6752	0.371347	0.468582	11	1	23.7187	0	0.0664107	0
9259	164.667	0.0690222	29.6506	0.244259	0.306472	2	1	13.1282	1	0.150757	189619
9260	28.5906	0.759514	24.1326	0.312225	0.276722	14	0	16.6815	0	0.119594	0
9261	242.868	0.775861	21.0018	0.0771145	0.416347	18	1	7.98989	2	0.202515	1402.13
9262	163.179	0.245511	33.3887	0.00952671	0.515605	19	0	17.641	0	0.243811	2510.65
9263	226.521	0.401154	30.9612	0.385459	0.310791	6	0	21.4559	1	0.125013	0
9264	242.428	0.900883	30.3414	0.0940428	0.337108	10	1	17.7785	2	0.12685	422.349
9265	236.608	0.35276	29.8561	0.0287523	0.265796	4	1	17.8846	2	0.140366	7457.8
9266	6.10546	0.940125	22.1302	0.411621	0.346547	13	0	10.5948	0	0.124031	0
9267	117.637	0.15344	22.4833	0.225377	0.49356	5	1	8.14018	1	0.170294	-1.29807e+033
9268	120.022	0.510215	28.0094	0.0839781	0.359991	1	0	23.9668	2	0.173167	112826
9269	166.916	0.400594	23.0268	0.359357	0.556622	3	1	12.5631	1	0.074871	-1.29807e+033
9270	235.773	0.124697	39.4963	0.296139	0.233974	8	0	12.3586	0	0.180497	0
9271	30.7233	0.97718	36.592	0.443596	0.421871	9	1	13.5146	0	0.137861	0
9272	54.1029	0.21233	27.8935	0.0110359	0.249835	22	0	6.00777	1	0.178906	4647.53
9273	207.391	0.499681	34.7428	0.472991	0.347893	7	0	15.586	2	0.157697	0
9274	212.029	0.50318	20.6415	0.393946	0.321691	17	1	16.2916	2	0.207757	0
9275	226.028	0.70387	23.2914	0.370816	0.511684	0	0	11.0085	1	0.161128	-1.29807e+033
9276	64.889	0.246555	34.664	0.339715	0.251699	24	1	24.7191	0	0.182226	0
9277	221.523	0.0920282	22.2524	0.0235562	0.518982	20	0	21.5043	1	0.178956	2573.8
9278	240.582	0.863862	30.2359	0.0927957	0.499423	23	1	13.622	0	0.190796	394.815
9279	52.2382	0.897829	27.2507	0.195987	0.594896	25	0	11.8521	2	0.0643655	0
9280	21.8168	0.0840299	34.5087	0.0556489	0.406901	21	1	23.5141	1	0.200562	1409.49
9281	197.506	0.859269	24.0257	0.0372801	0.419534	15	0	13.0139	0	0.185421	2087.26
9282	29.4155	0.209646	27.7209	0.322255	0.32984	16	1	10.5986	2	0.213181	0
9283	246.333	0.3086	29.2277	0.407549	0.312276	20	1	12.9509	1	0.24815	0
9284	60.8448	0.536641	33.3204	0.28392	0.223068	18	0	10.9752	2	0.115263	0
9285	101.646	0.882118	32.8357	0.219099	0.467197	10	0	20.7338	0	0.124253	0
9286	161.863	0.486986	22.7668	0.120938	0.302972	1	1	14.3312	2	0.209015	204188
9287	175.802	0.375552	32.5293	0.139226	0.481795	21	0	19.1622	0	0.092788	0
9288	206.087	0.707087	23.2247	0.499108	0.565074	0	1	23.5503	1	0.177423	-1.29807e+033
9289	39.0054	0.0692735	39.1096	0.36284	0.202843	15	0	6.59143	1	0.0704718	0
9290	133.19	0.148235	29.5987	0.294265	0.391775	22	1	12.8085	2	0.086989	0
9291	98.9572	0.734969	25.1829	0.105657	0.588951	25	0	21.7342	0	0.2436	474.337
9292	209.099	0.858276	33.7562	0.19694	0.298748	12	1	14.4199	2	0.195772	0
9293	49.3523	0.452684	38.9342	0.155212	0.320954	13	0	21.7484	0	0.0959518	0
9294	171.264	0.713545	24.1665	0.213497	0.367834	17	1	12.7821	1	0.137157	0
9295	61.7927	0.0992347	22.0063	0.191159	0.221011	24	0	24.3492	1	0.0963202	2377.14
9296	156.941	0.823576	36.4297	0.098546	0.484817	2	1	11.1892	0	0.0946552	106567
9297	88.4172	0.756433	22.0163	0.263427	0.330744	14	0	15.9558	2	0.110892	0
9298	237.647	0.212685	25.031	0.474472	0.576132	4	1	21.085	2	0.171911	194388
9299	82.0409	0.21247	25.2633	0.0453379	0.532499	19	1	10.617	0	0.0761745	1757.12
9300	237.687	0.898304	30.9378	0.347275	0.284896	16	0	8.67943	1	0.160048	0
9301	24.6166	0.432599	27.6649	0.147243	0.253547	3	0	12.8787	1	0.199468	144142
9302	148.897	0.142473	39.8421	0.353795	0.509194	9	1	22.0886	0	0.0946945	0
9303	79.6337	0.228684	33.778	0.341621	0.39814	23	0	15.7647	2	0.166463	0
9304	136.614	0.188181	31.4661	0.393069	0.59445	8	1	5.33358	2	0.138639	3052.61
9305	10.622	0.189459	33.0191	0.260026	0.372525	5	0	8.88835	1	0.139501	20515.4
9306	34.3966	0.371716	35.2685	0.202203	0.369828	11	1	24.7607	0	0.0760162	0
9307	147.511	0.706019	29.6989	0.270157	0.452852	7	1	16.8155	2	0.0896477	0
9308	87.3556	0.388067	31.151	0.104092	0.242197	6	0	16.6165	1	0.229781	1782.23
9309	65.0984	0.586066	32.3006	0.056474	0.330669	0	1	19.7731	0	0.202307	158382
9310	37.2889	0.269898	24.3492	0.222867	0.261493	15	0	17.5601	1	0.135416	557.857
9311	206.879	0.507931	20.7126	0.108874	0.283642	14	0	23.8342	0	0.200666	1752.17
9312	111.835	0.591877	24.987	0.484102	0.597794	4	1	22.7868	2	0.0689295	0
9313	150.246	0.886219	20.7369	0.180732	0.44492	19	1	21.9116	1	0.1088	54.8745
9314	39.4567	0.219589	35.9101	0.0133044	0.509519	17	0	22.7675	2	0.0971526	2251.44
9315	196.547	0.276409	29.8085	0.107782	0.338676	23	1	24.3745	0	0.161625	296.676
9316	111.098	0.32447	32.669	0.2221	0.550936	25	0	7.26299	2	0.141996	0
9317	101.453	0.886013	39.7923	0.462649	0.564165	13	0	13.0574	1	0.0704031	0
9318	42.1651	0.034438	35.9965	0.471231	0.297169	6	1	22.1698	0	0.249863	0
9319	235.338	0.64907	24.2068	0.435543	0.314636	5	0	17.8375	2	0.117763	0
9320	7.96577	0.556459	27.3887	0.410987	0.436077	10	1	13.9601	1	0.223695	0
9321	31.8345	0.636986	29.5142	0.0111539	0.462342	2	1	24.763	0	0.238463	3012.51
9322	194.382	0.0119726	23.4766	0.480484	0.316346	22	0	18.1428	2	0.173017	0
9323	66.3886	0.44166	35.3909	0.241989	0.461957	18	1	19.9835	0	0.151439	0
9324	222.358	0.134169	35.4061	0.106011	0.272727	9	0	10.6233	1	0.172342	391.283
9325	44.3494	0.420723	39.6058	0.264744	0.316176	3	1	17.959	0	0.172104	0
9326	198.804	0.440886	37.6562	0.0283212	0.261247	24	0	10.2539	1	0.155117	2557.75
9327	121.995	0.979867	26.0399	0.244839	0.569901	12	0	11.3374	2	0.0685346	0
9328	211.825	0.485478	20.241	0.203858	0.340323	7	1	11.6305	0	0.163247	0
9329	27.3159	0.433972	21.9729	0.0509532	0.372336	1	0	22.7974	1	0.208459	197838
9330	159.727	0.515026	25.7857	0.295486	0.526571	11	1	15.0672	2	0.243249	0
9331	21.5006	0.328243	28.6841	0.318287	0.362065	16	0	10.4665	0	0.217449	0
9332	69.4873	0.184811	27.325	0.313104	0.461097	8	1	13.855	1	0.0655051	0
9333	119.268	0.0767159	31.9095	0.155116	0.402494	20	1	22.228	2	0.235158	0
9334	108.109	0.117434	39.9649	0.194677	0.248136	21	0	24.5857	1	0.0570696	0
9335	189.485	0.0535019	38.9467	0.00106729	0.29085	20	1	21.9394	2	0.195314	4018.82
9336	145.344	0.399069	21.9093	0.206964	0.435823	4	0	7.4943	0	0.164539	193480
9337	107.544	0.826329	23.8709	0.350953	0.555947	18	0	16.1531	1	0.156696	0
9338	117.846	0.801232	22.6753	0.454974	0.412871	10	1	24.8613	2	0.0914904	0
9339	188.509	0.339206	25.3551	0.10397	0.272798	5	0	18.4545	0	0.241483	1328.69
9340	21.3257	0.0819667	28.4758	0.120338	0.56653	24	1	13.4484	2	0.230489	143.19
9341	246.581	0.811026	22.1818	0.18568	0.295947	13	1	5.03687	0	0.176057	20.5377
9342	38.9629	0.253965	23.1125	0.174276	0.501316	17	0	7.53206	1	0.205856	0
9343	116.559	0.209299	22.9946	0.448313	0.551551	23	0	22.0042	0	0.174032	0
9344	172.499	0.902184	35.7119	0.0729394	0.556652	12	1	5.33841	2	0.17778	511.683
9345	248.909	0.316914	22.5533	0.445721	0.298831	8	0	24.4072	1	0.180031	0
9346	171.795	0.653474	29.8977	0.135868	0.279246	2	1	6.92797	1	0.227218	183339
9347	71.4322	0.25525	28.6933	0.156254	0.409647	11	0	24.5129	0	0.150325	0
9348	214.282	0.278195	25.8095	0.232445	0.54715	25	1	20.36	2	0.0986157	0
9349	183.019	0.492203	24.313	0.00619785	0.5128	7	1	19.6693	2	0.201428	3303.25
9350	202.213	0.320197	26.7972	0.413891	0.209991	16	0	14.7019	1	0.185288	0
9351	70.2503	0.127952	21.6139	0.414254	0.452378	0	0	22.5853	0	0.202976	-1.29807e+033
9352	53.8844	0.386178	24.8641	0.0836833	0.306543	1	1	15.8444	0	0.136465	173947
9353	62.4974	0.34666	26.1924	0.172652	0.222609	21	1	10.7216	1	0.240801	1075.95
9354	143.043	0.540038	26.1671	0.197539	0.385257	3	0	22.7994	2	0.131209	8042.06
9355	111.582	0.160738	20.5881	0.0815018	0.534786	6	1	18.2412	1	0.224946	1330.99
9356	205.23	0.650977	32.9279	0.259233	0.58774	22	0	6.71677	2	0.0830238	0
9357	150.04	0.380567	23.1382	0.17211	0.405376	14	1	23.8425	0	0.136523	0
9358	33.2363	0.617771	27.54	0.452993	0.229953	9	0	6.90167	0	0.15842	0
9359	37.0795	0.162536	21.5193	0.352702	0.268275	15	0	17.5381	1	0.133556	374.504
9360	187.945	0.748565	32.0614	0.314324	0.228327	19	1	13.8239	2	0.145179	0
9361	84.694	0.454688	39.9344	0.259648	0.339749	23	1	10.9235	1	0.197349	0
9362	211.699	0.496789	28.6362	0.201354	0.448597	22	0	17.499	2	0.168042	0
9363	198.842	0.335238	23.1713	0.134048	0.568965	21	1	20.5386	0	0.180614	217.474
9364	194.445	0.381398	22.1244	0.343864	0.597368	9	0	5.79234	2	0.0774488	-1.29807e+033
9365	204.189	0.489591	22.0842	0.368539	0.517683	0	0	22.3236	1	0.0732461	-1.29807e+033
9366	150.954	0.928865	34.3631	0.146038	0.368668	1	1	18.4951	0	0.148286	151945
9367	204.202	0.0321921	23.2752	0.454243	0.296571	8	1	9.57743	1	0.169219	0
9368	57.943	0.135551	38.5631	0.248279	0.388947	11	0	8.95368	2	0.205428	0
9369	73.1521	0.073715	28.1598	0.453092	0.530354	15	1	11.8012	0	0.0698287	0
9370	194.786	0.499926	32.3242	0.447314	0.577349	17	0	15.2892	0	0.12321	0
9371	68.019	0.744343	34.6169	0.189916	0.402633	14	0	19.2598	2	0.218638	0
9372	65.3298	0.663222	27.793	0.259829	0.324222	4	1	14.8549	1	0.0582025	6713.63
9373	35.8331	0.262372	36.2038	0.157009	0.37063	19	1	7.56027	0	0.128433	0
9374	75.4455	0.278839	26.0468	0.383602	0.319297	7	0	8.91415	1	0.23074	141013
9375	108.248	0.0751215	28.0935	0.142026	0.284615	2	1	21.3136	2	0.22669	5479.42
9376	143.832	0.291725	30.3422	0.425674	0.361535	5	0	18.9374	1	0.21226	0
9377	115.76	0.490454	35.9148	0.411157	0.398711	24	1	15.0632	2	0.0718844	0
9378	248.319	0.559684	27.007	0.32385	0.280073	6	0	15.931	0	0.2044	0
9379	8.87996	0.159321	31.1257	0.0695895	0.355825	16	0	14.0592	2	0.143207	1592.69
9380	64.4755	0.349006	32.7956	0.389955	0.54157	12	1	5.55069	1	0.224412	0
9381	37.232	0.927767	25.0241	0.316923	0.285607	20	1	11.7219	0	0.217758	0
9382	200.863	0.83073	21.1537	0.356983	0.416968	13	0	8.95538	1	0.213452	0
9383	37.3518	0.539203	34.3077	0.388285	0.519507	25	0	21.1903	0	0.226269	0
9384	15.5055	0.144757	39.3874	0.0423655	0.270619	10	1	23.5279	2	0.0840727	2340.61
9385	38.4777	0.805319	25.1695	0.479874	0.435304	3	1	8.45863	1	0.177059	211463
9386	118.025	0.272039	36.5681	0.241519	0.591177	18	0	21.7703	0	0.058235	0
9387	79.096	0.834618	39.4989	0.00994097	0.277972	14	0	15.9101	2	0.0673851	3465.33
9388	143.935	0.759216	29.193	0.310049	0.488969	22	1	18.0012	1	0.0947654	0
9389	72.93	0.789874	36.9236	0.281496	0.20611	10	0	22.8059	2	0.0501126	0
9390	113.959	0.327122	33.9581	0.391213	0.245441	0	1	13.3294	0	0.151319	171047
9391	233.996	0.191892	37.5383	0.289426	0.2767	3	1	8.47742	2	0.246608	20883.8
9392	191.266	0.584269	32.7067	0.495469	0.291698	5	0	5.73096	1	0.202728	164208
9393	12.2564	0.236068	24.9159	0.0993717	0.284556	11	0	6.69833	0	0.129677	2211.61
9394	169.364	0.0683753	25.8235	0.477717	0.408934	8	1	10.9558	0	0.0833049	0
9395	181.475	0.20032	22.1274	0.499067	0.511979	18	1	21.5514	2	0.067588	0
9396	86.7907	0.701057	31.1118	0.496819	0.566877	19	0	11.2034	1	0.145621	0
9397	113.261	0.922185	34.2926	0.0598041	0.399862	7	1	22.8263	0	0.102756	1034.2
9398	138.266	0.185402	33.8925	0.18917	0.259744	12	0	5.40669	1	0.0545747	0
