Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Default infrastructure aging time	Maximum capacity exceeding	Percentage of income used for maintenance	Staff Hired	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
8809	110.959	0.404835	23.7034	0.186341	0.323282	13	0	13.5408	2	0.223414	67.2594
8810	202.324	0.86419	32.382	0.120192	0.458341	8	1	13.172	0	0.180181	23.721
8811	152.612	0.23768	20.7717	0.224833	0.292221	15	0	22.6689	1	0.116646	234.748
8812	110.742	0.588984	38.909	0.0713843	0.3536	9	1	24.1708	0	0.0563667	776.047
8813	46.2224	0.624305	24.1224	0.41635	0.586984	20	1	10.7239	2	0.226022	0
8814	143.666	0.523222	28.9805	0.405427	0.301141	10	0	14.4856	1	0.182141	0
8815	93.5099	0.141508	38.6078	0.41068	0.547978	24	0	22.0795	1	0.144701	0
8816	12.6673	0.14427	30.8305	0.301793	0.313466	0	1	10.0615	2	0.164665	191640
8817	118.863	0.809937	20.7045	0.212303	0.570786	2	0	7.76153	0	0.246281	-1.29807e+033
8818	227.455	0.347776	26.4537	0.0774818	0.489444	13	1	16.4362	0	0.191258	891.775
8819	147.292	0.105399	32.9242	0.150189	0.236524	23	1	22.7799	2	0.12891	211.207
8820	149.678	0.649279	22.8194	0.335832	0.266514	4	0	5.66455	1	0.112912	-1.29807e+033
8821	35.7876	0.165442	26.315	0.30943	0.45319	22	0	5.67999	2	0.152564	0
8822	203.352	0.250249	36.4503	0.228788	0.391309	20	1	12.522	1	0.121802	0
8823	74.2128	0.360434	27.7222	0.421182	0.336672	5	1	19.9516	0	0.0510026	0
8824	245.826	0.447805	37.775	0.446298	0.216454	7	0	9.24706	2	0.172363	0
8825	51.5301	0.331081	29.2384	0.363454	0.424203	3	1	6.0716	1	0.149287	196031
8826	194.757	0.0418938	27.5996	0.0919418	0.292389	8	0	15.5071	0	0.158316	2823.43
8827	75.205	0.492633	33.6619	0.44334	0.528558	16	1	7.5634	2	0.242283	0
8828	128.94	0.980015	20.629	0.243453	0.486217	17	0	16.3946	1	0.160718	0
8829	129.98	0.973724	38.2116	0.0865741	0.379035	9	1	6.14506	0	0.212893	3061.3
8830	158.252	0.541534	20.4094	0.122618	0.38549	25	0	22.9121	2	0.217218	537.147
8831	85.9969	0.694435	32.9564	0.157896	0.583994	14	0	14.748	0	0.104782	0
8832	220.262	0.186611	28.0917	0.0779572	0.573824	21	1	18.9607	1	0.0906076	740.098
8833	188.468	0.374744	31.3675	0.161881	0.364244	19	0	5.20556	1	0.190919	0
8834	136.794	0.696796	20.2475	0.457079	0.596161	6	1	9.31274	2	0.129726	-1.29807e+033
8835	148.815	0.834565	25.2567	0.145536	0.331204	12	1	15.5411	0	0.141889	196.427
8836	53.2062	0.661447	35.9804	0.0258546	0.448151	15	0	21.7613	1	0.15871	2016.52
8837	158.347	0.547297	30.4074	0.378957	0.243942	10	1	6.655	2	0.234084	0
8838	14.5262	0.304007	31.9221	0.140437	0.207691	18	0	15.0317	0	0.12652	980.004
8839	80.2482	0.0540429	28.1381	0.159733	0.553543	11	0	6.49947	1	0.129904	0
8840	100.578	0.23644	28.4576	0.437142	0.599965	1	1	20.4162	0	0.144849	183873
8841	174.631	0.409417	29.5556	0.0543777	0.409943	4	1	10.7132	2	0.151565	7292.88
8842	66.9998	0.0562397	20.2887	0.349987	0.389785	9	0	7.85158	2	0.139974	-1.29807e+033
8843	221.813	0.935741	34.9166	0.342874	0.418291	0	1	17.6928	1	0.0764239	170522
8844	104.59	0.422353	27.9788	0.20717	0.235725	8	0	9.86728	0	0.14825	100.934
8845	140.08	0.269219	25.389	0.103416	0.47588	18	0	24.0914	1	0.212159	540.582
8846	21.6023	0.306998	39.9943	0.0533087	0.471311	11	1	20.831	2	0.073957	899.934
8847	52.2122	0.271185	29.338	0.492709	0.311581	24	1	6.91635	0	0.129817	0
8848	167.891	0.649418	22.4516	0.403678	0.294979	16	0	19.2732	1	0.149852	0
8849	206.337	0.572004	35.2319	0.0261976	0.500557	1	1	23.3852	2	0.232508	87988.4
8850	215.811	0.800826	37.1083	0.490896	0.215651	13	0	6.5225	0	0.103797	0
8851	203.2	0.835232	26.1175	0.190543	0.474086	3	0	17.2747	2	0.145202	155497
8852	148.845	0.0308256	23.5255	0.313069	0.328597	2	1	13.6055	0	0.230072	-1.29807e+033
8853	153.392	0.215173	30.662	0.331189	0.304786	10	1	15.2829	1	0.158569	0
8854	238.262	0.364164	21.0369	0.38188	0.556883	19	0	7.01951	0	0.231429	0
8855	107.254	0.587394	36.4941	0.139252	0.203622	15	1	5.81204	2	0.220566	416.866
8856	14.823	0.080916	37.7697	0.0355879	0.488784	5	0	10.1179	1	0.0839204	1508.63
8857	29.3219	0.396035	31.8227	0.0912855	0.26371	7	0	19.9002	0	0.0831355	1532.41
8858	190.96	0.545718	22.3239	0.387123	0.379848	20	1	8.51346	2	0.172322	0
8859	30.9288	0.108578	27.7558	0.0360854	0.442436	14	1	17.4542	1	0.146253	2260.96
8860	222.397	0.833906	33.5657	0.493494	0.301619	25	0	20.9355	0	0.195116	0
8861	234.841	0.902808	24.1968	0.47896	0.200813	12	1	8.52146	2	0.145885	-1.29807e+033
8862	20.7229	0.67379	33.5154	0.205397	0.324127	21	0	14.3943	1	0.160673	0
8863	214.513	0.237497	23.9038	0.436507	0.215873	23	0	8.51752	1	0.115984	0
8864	34.2035	0.439008	39.3372	0.0928143	0.583106	22	1	13.1683	0	0.14971	121.312
8865	24.2778	0.731227	35.8305	0.0209296	0.271405	17	1	13.3961	2	0.241472	3297.88
8866	217.76	0.362027	21.0381	0.343536	0.280575	6	0	17.5107	1	0.13051	-1.29807e+033
8867	122.461	0.0315486	36.4821	0.00741144	0.273104	19	1	24.8766	2	0.118057	3767.13
8868	234.34	0.764808	34.8277	0.18573	0.47705	13	0	9.76063	0	0.167616	0
8869	44.4201	0.58302	38.5867	0.0834884	0.219827	24	1	21.5319	1	0.0719474	1436.37
8870	24.1783	0.0637393	31.3102	0.0496273	0.439545	0	0	20.5816	2	0.151206	124979
8871	127.736	0.122813	23.0781	0.300987	0.251416	17	1	11.2302	0	0.158382	4.56061
8872	186.592	0.72515	20.7153	0.111062	0.550605	21	0	6.93478	1	0.085165	752.026
8873	190.613	0.820405	37.5013	0.334416	0.381775	5	1	17.5938	0	0.0994168	0
8874	13.5937	0.159475	34.7687	0.329146	0.455314	25	0	18.9915	2	0.0566252	0
8875	175.963	0.355014	38.7955	0.185231	0.488274	1	1	8.18739	0	0.246231	144779
8876	107.344	0.642731	26.1748	0.435813	0.53084	9	0	15.731	2	0.109973	0
8877	63.3907	0.574302	34.6767	0.204535	0.290442	18	1	13.1884	1	0.187631	0
8878	248.944	0.0346915	34.8065	0.312546	0.523656	4	0	12.4724	1	0.171751	30340.2
8879	131.35	0.719481	26.9557	0.362202	0.257875	2	0	10.2392	2	0.13298	197207
8880	80.8113	0.788922	36.6223	0.330828	0.30966	6	1	15.9276	0	0.160065	0
8881	202.672	0.108915	38.153	0.276358	0.396178	11	0	22.9044	0	0.124696	0
8882	67.7826	0.200739	24.595	0.125228	0.208367	20	1	7.03801	2	0.121419	2410.89
8883	237.359	0.785213	27.4787	0.188583	0.286239	14	1	10.4276	1	0.203737	0
8884	107.32	0.446015	26.0365	0.0453517	0.28487	8	0	16.1087	1	0.0872909	3024.62
8885	175.432	0.419446	31.7451	0.0460033	0.203492	16	1	21.351	2	0.198215	2878.59
8886	181.498	0.134867	23.3171	0.482952	0.528512	12	0	5.81976	0	0.0531215	0
8887	63.144	0.0972802	28.1333	0.0801347	0.328855	23	1	7.57157	2	0.103129	1564.24
8888	64.6625	0.629932	22.1944	0.340573	0.51885	22	0	21.9372	1	0.135121	0
8889	87.8775	0.321106	33.2306	0.0221495	0.344735	15	1	20.4686	0	0.106234	2788.36
8890	87.8562	0.498845	39.8839	0.471467	0.438395	3	0	10.1304	2	0.202442	288.19
8891	246.066	0.297458	20.6768	0.132679	0.285075	7	0	7.33767	1	0.0771699	143021
8892	193.857	0.187581	31.3065	0.154484	0.595423	10	1	5.68298	0	0.217663	0
8893	21.8857	0.823735	39.913	0.430305	0.517659	23	0	22.2934	1	0.115615	0
8894	220.147	0.840265	31.8505	0.0428407	0.290596	22	1	12.9163	2	0.0552534	2133.86
8895	234.861	0.581551	34.7118	0.142507	0.418565	7	0	23.9554	0	0.154111	0
8896	234.239	0.878465	33.1332	0.0538772	0.575228	12	1	16.606	2	0.160858	1005
8897	210.272	0.802729	36.1225	0.0813561	0.575671	5	0	17.4636	0	0.112755	330.92
8898	222.659	0.781899	22.5337	0.272155	0.244924	18	1	20.0366	1	0.204035	0
8899	239.396	0.444069	34.37	0.221162	0.220733	20	0	6.74621	0	0.157433	0
8900	30.0806	0.393214	20.0385	0.320153	0.423353	16	1	7.93174	2	0.118346	0
8901	195.389	0.963508	22.0422	0.0317982	0.376132	0	0	11.9782	1	0.203026	200093
8902	99.2444	0.0217346	36.641	0.49126	0.207843	1	1	22.7084	0	0.107605	147234
8903	208.002	0.514973	24.0688	0.414414	0.369921	11	0	23.0793	1	0.141745	0
8904	27.4722	0.358902	36.6736	0.472466	0.329354	4	1	15.4377	2	0.139444	0
8905	162.689	0.170289	31.5544	0.0448824	0.455769	2	0	17.5401	1	0.083986	13540.1
8906	206.778	0.543883	38.0318	0.057048	0.217254	9	1	16.5378	2	0.0743646	1872.82
8907	67.2975	0.518097	35.3443	0.0600947	0.475336	8	0	12.0467	0	0.0872475	738.946
8908	134.785	0.383162	29.4741	0.165273	0.215787	6	1	13.8712	2	0.205927	4163.71
8909	64.8454	0.791771	28.4158	0.116653	0.206079	10	0	9.06256	1	0.0541	1784.15
8910	25.925	0.665341	29.8659	0.041515	0.465849	25	1	11.0446	0	0.147558	1796.97
8911	144.31	0.398568	34.8138	0.189304	0.461222	19	1	18.2097	0	0.058633	0
8912	157.822	0.635448	37.071	0.425438	0.473178	15	0	15.8776	1	0.104665	0
8913	7.45965	0.802095	24.2667	0.376742	0.42906	21	1	21.346	2	0.0683745	0
8914	83.2917	0.913858	35.6755	0.495582	0.31274	14	0	7.16508	2	0.218458	0
8915	169.996	0.363124	36.1138	0.0211946	0.469463	13	0	17.1692	0	0.105936	1878.76
8916	119.725	0.819764	29.9608	0.487844	0.546475	3	1	8.69015	1	0.0969932	181727
8917	101.803	0.840568	33.5869	0.00483712	0.598362	24	0	12.6319	2	0.0854514	2817.94
8918	145.618	0.747737	31.0005	0.143776	0.468384	17	1	6.25982	0	0.207363	0
8919	163.036	0.041404	30.8262	0.23031	0.226266	14	1	12.902	1	0.086354	0
8920	96.9959	0.88254	39.4323	0.375406	0.408687	24	0	17.8565	2	0.229521	0
8921	127.237	0.134374	37.331	0.147366	0.56155	2	1	5.75442	0	0.225828	151776
8922	60.2154	0.13063	27.2238	0.237944	0.327757	3	0	21.0318	1	0.212386	96927
8923	218.252	0.544556	26.5384	0.301006	0.311131	23	0	23.2665	2	0.0630015	0
8924	101.508	0.103532	37.9716	0.397014	0.40104	4	1	20.7924	1	0.054689	0
8925	183.154	0.593078	25.7115	0.42411	0.583435	8	1	14.8833	0	0.0819475	0
8926	69.4201	0.417474	32.4318	0.344078	0.587645	25	0	19.2691	1	0.188334	0
8927	246.635	0.83864	32.9959	0.228282	0.390893	1	1	15.4458	0	0.15239	160635
8928	230.965	0.437859	21.1903	0.25561	0.325937	0	0	22.3458	2	0.149588	-1.29807e+033
8929	241.741	0.404722	24.3973	0.301646	0.255704	19	1	18.2333	1	0.191473	0
8930	23.27	0.0975976	23.8974	0.147812	0.528589	6	0	9.38195	2	0.11635	10110.4
8931	239.343	0.866694	21.5944	0.395235	0.247413	21	1	18.2918	0	0.0850805	0
8932	118.483	0.634763	27.6374	0.319461	0.503235	17	0	21.4937	1	0.178752	0
8933	21.4297	0.785284	30.7285	0.426429	0.489113	15	0	19.4673	2	0.0908148	0
8934	168.331	0.803149	31.9073	0.395767	0.587345	20	1	19.0548	0	0.105218	0
8935	20.8692	0.629644	32.7547	0.293914	0.54932	5	0	22.2949	2	0.244749	0
8936	19.3838	0.735257	29.8768	0.0121548	0.592169	22	1	21.6769	1	0.069071	2560.52
8937	139.308	0.484509	25.9009	0.420221	0.569809	12	1	12.9618	0	0.12585	0
8938	190.693	0.5665	21.4881	0.190728	0.577026	18	0	18.526	2	0.100928	0
8939	173.238	0.564873	31.9743	0.299232	0.200234	11	0	14.6082	1	0.121635	0
8940	20.5382	0.0630242	33.5228	0.267915	0.469221	9	1	11.1939	0	0.0784765	0
8941	89.5343	0.702528	24.3077	0.0955534	0.207837	13	0	7.28031	1	0.216867	2972.99
8942	116.071	0.45698	21.0615	0.109777	0.491567	16	1	13.7926	2	0.235748	806.995
8943	31.4492	0.731303	39.9229	0.375797	0.302244	7	1	9.55188	0	0.150403	0
8944	37.5025	0.0439267	33.6135	0.42352	0.383284	10	0	20.1725	1	0.20873	0
8945	6.35578	0.964683	38.1837	0.207444	0.517092	20	0	15.8704	0	0.0663595	0
8946	93.0817	0.854659	28.601	0.329897	0.342851	25	1	19.307	2	0.143121	0
8947	241.152	0.536058	35.5892	0.209706	0.592873	13	0	6.22722	0	0.248168	0
8948	199.331	0.0118649	21.795	0.187166	0.240938	3	1	22.8808	2	0.0652839	181870
8949	200.121	0.35791	22.6101	0.197387	0.204398	24	0	19.8199	1	0.225245	1325.01
8950	131.343	0.956334	26.4339	0.313015	0.267228	6	1	17.7714	2	0.0754825	0
8951	68.7078	0.465083	31.0107	0.386003	0.428784	22	1	22.7897	0	0.0874822	0
8952	229.423	0.466167	32.4067	0.0350025	0.278272	14	0	12.0586	1	0.165526	2437.07
8953	239.413	0.0335825	38.349	0.210736	0.375204	19	0	6.43594	0	0.0518227	0
8954	32.4737	0.662002	30.1602	0.146159	0.41373	11	1	13.104	2	0.156159	0
8955	26.4058	0.942939	37.2937	0.224265	0.304249	17	0	20.9246	1	0.215218	0
8956	58.3438	0.60474	20.8597	0.331479	0.554401	21	1	11.8767	2	0.211936	0
8957	51.0169	0.328699	24.0941	0.056169	0.345258	1	0	23.2821	0	0.0946301	130188
8958	10.0199	0.507995	37.7082	0.130781	0.37727	18	1	21.4437	1	0.144627	0
8959	145.918	0.707482	27.7613	0.337973	0.333459	15	0	21.2226	0	0.137064	0
8960	226.672	0.972628	35.1014	0.387443	0.273798	23	1	8.61219	1	0.213584	0
8961	101.285	0.851604	30.8342	0.401758	0.222219	0	0	11.2418	2	0.232607	192004
8962	193.746	0.953617	22.4855	0.267247	0.268598	8	1	14.3257	0	0.187602	0
8963	142.066	0.467955	35.2183	0.344014	0.365052	2	0	22.6425	2	0.237846	1925.24
8964	70.6543	0.81785	25.261	0.488874	0.544626	10	1	9.13923	1	0.245599	0
8965	196.68	0.806248	20.3256	0.076232	0.486529	4	0	13.5276	1	0.146193	144331
8966	142.004	0.200872	23.5388	0.414012	0.544452	7	1	20.2276	2	0.120293	0
8967	147.743	0.530131	33.3725	0.368687	0.27984	16	1	9.3693	0	0.167686	0
8968	93.9963	0.432812	39.809	0.365947	0.212238	9	0	16.0611	1	0.232784	0
8969	230.519	0.347249	23.5792	0.249607	0.303286	12	0	23.8655	0	0.225409	0
8970	60.3825	0.91715	21.452	0.0974666	0.240168	5	1	13.4167	2	0.15908	197558
8971	159.819	0.916709	39.2373	0.379414	0.20389	16	1	13.5025	2	0.0569601	0
8972	61.2434	0.165207	34.5145	0.106137	0.514808	0	0	20.2561	0	0.175162	151620
8973	241.246	0.375279	22.892	0.49378	0.287436	23	1	19.6207	1	0.135973	0
8974	98.1391	0.591795	28.6249	0.242692	0.26293	12	0	19.2022	1	0.123359	0
8975	55.2944	0.620355	36.0011	0.492291	0.366155	10	0	24.328	2	0.208881	0
8976	203.811	0.830347	24.0814	0.491702	0.30873	20	1	14.9411	0	0.238962	0
8977	243.647	0.0938817	32.8999	0.109368	0.589723	17	1	12.463	2	0.108028	56.7121
8978	194.803	0.114622	20.8779	0.231394	0.37885	22	0	13.6341	1	0.161256	0
8979	98.5315	0.196944	35.3849	0.426547	0.344878	6	0	22.9438	0	0.0926402	0
8980	195.867	0.343733	24.7456	0.275125	0.423523	13	1	22.2191	2	0.0598551	0
8981	35.2702	0.829089	23.8172	0.143225	0.563493	2	0	24.7934	1	0.193294	140835
8982	120.433	0.167612	32.2956	0.213022	0.527311	5	1	21.3751	0	0.0739259	0
8983	163.631	0.39956	28.8949	0.303573	0.568563	9	1	22.8972	2	0.072681	0
8984	206.494	0.285248	23.0146	0.226266	0.558912	24	0	24.3535	1	0.100469	0
8985	247.967	0.237193	39.2757	0.205516	0.337223	7	1	24.4376	0	0.0975512	0
8986	14.6799	0.271779	23.2653	0.493252	0.330383	25	0	11.4906	1	0.0518838	0
8987	213.641	0.0266847	28.826	0.395092	0.295058	11	0	17.9213	2	0.122691	0
8988	226.158	0.145768	30.7412	0.492174	0.463067	21	1	18.849	0	0.0800079	0
8989	148.156	0.734342	23.5986	0.266198	0.534466	4	0	5.20669	1	0.16746	-1.29807e+033
8990	161.669	0.958928	39.9473	0.0786954	0.467632	8	1	24.2321	2	0.0518763	316.704
8991	222.272	0.833482	27.6952	0.424764	0.506075	19	0	24.0231	0	0.141922	0
8992	60.063	0.95874	30.6984	0.208704	0.509812	15	1	8.74785	1	0.169503	0
8993	151.951	0.460023	35.1374	0.120284	0.587153	18	1	16.3301	0	0.217106	0
8994	11.772	0.738386	20.5745	0.276665	0.414308	14	0	18.6505	2	0.118723	0
8995	159.315	0.616701	37.6226	0.145963	0.427947	3	1	24.6515	0	0.178507	0
8996	45.9703	0.93782	38.7685	0.0617095	0.213323	1	0	6.80946	1	0.145365	157115
8997	182.515	0.779266	35.5618	0.179684	0.263972	12	0	7.29126	2	0.236717	0
8998	14.0061	0.580883	20.1741	0.103634	0.513686	3	1	10.9693	1	0.104339	195948
8999	220.324	0.777092	27.3652	0.116179	0.276315	5	1	22.9778	0	0.0952211	705.605
9000	187.702	0.774447	21.7412	0.0228243	0.262365	1	0	14.0165	2	0.249881	187765
9001	95.198	0.186442	37.9816	0.2025	0.251341	10	1	24.3827	1	0.222383	0
9002	13.7998	0.859837	28.1143	0.490672	0.239628	17	0	24.9015	0	0.0589415	0
9003	66.2931	0.694624	29.3893	0.191316	0.267433	18	0	13.3698	2	0.103331	28.5792
9004	159.456	0.868863	32.476	0.011806	0.236816	14	1	6.55097	1	0.219405	3892.49
9005	171.158	0.934036	38.305	0.225414	0.243125	4	0	17.5964	2	0.202224	28376.6
9006	234.875	0.829779	39.2931	0.00657344	0.344629	24	1	17.2483	0	0.203711	2927.4
9007	224.794	0.501783	26.7855	0.393593	0.479818	6	1	16.3618	1	0.0851428	0
9008	229.59	0.184132	20.2938	0.346122	0.211641	11	0	10.0725	2	0.0762507	-1.29807e+033
9009	100.031	0.762632	26.1478	0.0548311	0.227259	8	1	10.4039	0	0.248524	3330.81
9010	236.153	0.476286	20.9486	0.343231	0.303704	25	0	20.0619	0	0.153262	0
9011	227.355	0.280144	32.7184	0.102109	0.406453	23	0	22.9857	1	0.119021	207.307
9012	3.08944	0.905051	38.4679	0.121077	0.47154	21	1	21.2537	2	0.157099	0
9013	146.69	0.7443	30.4364	0.0252903	0.43002	9	0	24.5486	2	0.103724	2097.97
9014	95.6999	0.827338	35.9759	0.220847	0.494616	13	1	21.0429	0	0.143578	0
9015	125.148	0.306163	36.2303	0.478779	0.583663	20	1	17.9366	1	0.0538892	0
9016	152.598	0.0122922	38.8408	0.043076	0.234364	16	0	22.9793	2	0.0866853	2258.29
9017	11.15	0.552587	35.8043	0.255713	0.44489	7	0	6.94281	0	0.0536084	0
9018	31.8083	0.0522378	35.5384	0.278565	0.380061	19	1	15.3138	1	0.0784355	0
9019	96.208	0.437736	33.776	0.261772	0.580257	22	0	20.0071	2	0.111339	0
9020	30.1897	0.586737	22.4392	0.446327	0.487734	0	1	5.35058	1	0.0884279	-1.29807e+033
9021	130.302	0.402809	25.5018	0.119681	0.541293	2	0	24.6039	0	0.120713	3971.57
9022	113.647	0.836088	24.1833	0.275662	0.20433	15	1	16.9744	2	0.229121	730.707
9023	40.1074	0.834762	21.856	0.290745	0.313036	13	1	21.1509	0	0.0570402	19.5325
9024	66.5359	0.687333	24.993	0.0840371	0.272032	0	0	22.9663	1	0.185396	196977
9025	181.388	0.17235	22.6432	0.276149	0.472311	3	1	21.9772	2	0.184377	-1.29807e+033
9026	73.8253	0.790288	33.4109	0.381481	0.3009	23	0	8.42676	0	0.142818	0
9027	238.549	0.838415	33.0833	0.0299153	0.394425	17	0	13.6937	1	0.101423	1756.53
9028	43.9746	0.504444	33.032	0.103146	0.502752	11	1	10.7276	0	0.17538	116.318
9029	129.402	0.136957	34.889	0.313776	0.383116	22	1	18.0471	2	0.215639	0
9030	58.263	0.949515	21.4274	0.417046	0.525324	8	0	23.5316	1	0.099011	0
9031	220.2	0.297853	35.6101	0.0865332	0.347839	25	1	24.4564	2	0.154894	333.703
9032	17.1585	0.484934	22.2353	0.178391	0.581065	4	0	8.53594	0	0.0759108	165482
9033	155.037	0.913618	39.3598	0.148928	0.369224	14	1	5.19965	1	0.155269	0
9034	211.634	0.307807	33.2761	0.34786	0.204094	10	0	22.7456	0	0.160933	0
9035	68.9489	0.827015	36.4885	0.495104	0.502086	9	1	15.1272	2	0.222662	0
9036	216.425	0.351813	29.4213	0.200619	0.35632	21	0	21.2137	1	0.142988	0
9037	40.5009	0.565931	31.0833	0.286482	0.503023	5	1	11.9986	1	0.206219	0
9038	168.768	0.439084	21.8365	0.223356	0.274825	19	0	16.199	2	0.242907	192.912
9039	59.0131	0.467098	24.7282	0.164755	0.25915	12	0	22.0207	0	0.112717	1071.41
9040	1.95738	0.469144	30.4717	0.224927	0.571564	6	1	16.2409	1	0.238555	0
9041	28.2173	0.741239	20.9137	0.297166	0.255298	18	1	18.4189	2	0.187891	2737.72
9042	208.332	0.603283	23.4185	0.133429	0.264098	1	0	23.0666	0	0.149187	165493
9043	83.5457	0.614683	26.7525	0.0563297	0.58658	24	0	19.3672	1	0.16426	1340.38
9044	111.716	0.436236	34.1038	0.036463	0.48694	20	1	12.5564	2	0.083172	1507.87
9045	235.642	0.898447	22.2855	0.364382	0.508101	16	0	9.42802	0	0.212581	0
9046	110.324	0.307467	26.9647	0.433245	0.599372	7	1	10.4193	0	0.186525	0
9047	16.9235	0.0982347	31.6601	0.287169	0.452259	2	1	12.2155	1	0.243886	185667
9048	61.0108	0.300346	32.463	0.295796	0.5091	15	0	18.2517	2	0.175806	0
9049	115.68	0.0619352	20.1226	0.11792	0.555552	13	1	24.5339	0	0.0857415	741.101
9050	90.15	0.118432	22.6889	0.213934	0.388037	25	0	19.5757	2	0.240408	0
9051	131.212	0.41015	36.506	0.229586	0.302916	10	1	5.65584	1	0.179303	0
9052	28.0729	0.463899	21.4652	0.258054	0.369402	8	0	6.0258	1	0.210175	-1.29807e+033
9053	248.287	0.617595	30.0561	0.383428	0.418739	5	0	13.2469	0	0.0945614	0
9054	179.663	0.902664	30.8689	0.149327	0.342493	1	1	22.4495	2	0.212973	171547
9055	194.853	0.859479	25.2996	0.482512	0.365877	0	1	24.2494	0	0.195073	209604
9056	245.672	0.424735	30.7426	0.195116	0.565394	15	0	23.8308	1	0.190987	0
9057	77.2985	0.321793	39.9999	0.268927	0.520182	2	0	18.5095	2	0.0698088	2752.9
9058	111.653	0.590881	38.2841	0.357902	0.407876	7	1	10.1386	2	0.187964	0
9059	16.6557	0.0247247	29.0366	0.252985	0.250328	20	1	16.4833	0	0.138834	76.5891
9060	8.51343	0.77904	34.7084	0.167549	0.480665	6	0	22.4931	1	0.12656	0
9061	23.5909	0.344144	38.3037	0.280589	0.354771	16	1	10.0775	2	0.187322	0
9062	155.758	0.687883	21.8571	0.154255	0.445754	9	0	22.9238	1	0.211543	176.676
9063	79.1681	0.949726	22.4535	0.274419	0.553143	23	0	20.5302	0	0.233269	0
9064	142.72	0.699713	33.9745	0.00166801	0.210097	18	1	21.325	2	0.160764	4964.75
9065	120.697	0.345311	36.2122	0.2539	0.591773	19	1	17.9896	1	0.163304	0
9066	232.043	0.353463	25.0017	0.389274	0.312934	24	0	19.1864	0	0.130717	0
9067	100.532	0.381792	21.8763	0.0695142	0.351935	3	1	15.2942	0	0.211267	2260.27
9068	159.69	0.0884165	26.6884	0.216215	0.43151	21	0	16.8694	2	0.081832	0
9069	200.658	0.301727	36.3511	0.219675	0.213817	22	0	24.402	1	0.181917	0
9070	68.4752	0.310884	24.0629	0.255142	0.529819	12	1	11.2672	2	0.117331	0
9071	66.0085	0.830065	23.8855	0.301405	0.401173	17	1	5.93898	0	0.083437	0
9072	73.6832	0.0434804	38.9491	0.208875	0.253169	11	0	12.3198	1	0.228109	0
9073	12.9227	0.533719	22.2022	0.186806	0.488518	14	1	21.9916	1	0.209379	0
9074	51.9581	0.175374	28.8765	0.487003	0.354044	4	0	11.0344	2	0.238045	61511.6
9075	143.342	0.761153	30.4272	0.405268	0.540508	8	1	17.9625	0	0.225858	0
9076	95.039	0.653907	20.1163	0.483814	0.586475	16	0	16.6716	2	0.211964	0
9077	216.68	0.632394	32.2017	0.458026	0.252471	9	0	23.482	0	0.0947015	0
9078	12.4869	0.68906	32.9651	0.256046	0.58644	12	1	13.7455	1	0.170804	0
9079	195.223	0.732507	28.6111	0.446785	0.548671	23	0	16.8616	2	0.137831	0
9080	10.5652	0.0742328	23.3661	0.368132	0.302191	15	1	10.2461	0	0.0559126	0
9081	10.1882	0.581493	35.6379	0.212282	0.502213	24	0	15.971	1	0.235946	0
9082	140.001	0.0970479	27.4292	0.460968	0.314591	2	1	21.784	0	0.0930922	152896
9083	231.439	0.371387	32.1759	0.279185	0.421012	6	1	23.6722	1	0.204424	0
9084	152.438	0.764245	33.4481	0.238993	0.429575	10	0	7.66083	2	0.152461	0
9085	193.995	0.741771	22.548	0.371605	0.27897	3	0	20.3697	1	0.110332	-1.29807e+033
9086	138.091	0.3495	34.4277	0.434293	0.595186	22	1	9.39352	2	0.196895	0
9087	161.898	0.966526	21.6216	0.453329	0.474146	18	1	11.1951	0	0.0660454	0
9088	150.104	0.413802	29.9219	0.227153	0.209241	25	0	24.4796	1	0.0619838	0
9089	249.854	0.0172598	21.9352	0.043567	0.310902	14	0	13.662	0	0.20748	12179.9
9090	111.554	0.771953	31.1419	0.405055	0.288262	20	1	5.49416	2	0.182904	0
9091	189.47	0.811911	31.5239	0.0264608	0.521061	19	0	18.8968	0	0.189617	1881.43
9092	161.121	0.412384	30.3166	0.14418	0.552665	11	1	18.8602	1	0.223921	0
9093	118.304	0.795753	32.6123	0.291642	0.367246	1	0	19.0863	2	0.246845	158758
9094	127.42	0.795268	31.2826	0.0747373	0.360296	17	1	18.8458	0	0.182108	990.86
9095	136.454	0.930939	38.5028	0.172992	0.47117	7	1	13.461	2	0.19283	0
9096	243.537	0.578898	32.2849	0.417171	0.589997	5	0	8.65346	1	0.0665612	2531.12
9097	196.592	0.695477	29.093	0.116049	0.483695	4	1	10.4834	2	0.191604	6590.63
9098	247.502	0.535023	26.8953	0.238655	0.206373	13	0	16.866	0	0.149764	0
9099	72.3254	0.601037	21.5226	0.497848	0.362219	21	1	19.3874	1	0.116339	0
9100	48.9238	0.752399	22.1918	0.105488	0.29608	0	0	10.9021	0	0.160121	203042
9101	144.912	0.40217	31.8413	0.219271	0.303233	10	1	8.34608	1	0.169861	0
9102	247.354	0.957112	35.9835	0.348843	0.314188	3	0	24.2243	2	0.193218	126146
9103	218.926	0.297217	32.9675	0.433526	0.321045	23	1	17.9491	2	0.0599272	0
9104	175.681	0.669103	31.9243	0.280052	0.327976	20	0	20.7177	1	0.0609709	0
